Loaded /home/acb11711tx/lzq/ExpEval/exe_res/ucf101_r2p1d_blur_ig_full_test.pt
v_Fencing_g02_c05: 0.5673146488552447
v_Fencing_g03_c01: 0.37075630700564943
v_Fencing_g03_c02: 0.09479281361564063
v_Fencing_g03_c03: 0.34032581801875494
v_Fencing_g03_c04: 0.2792888107651379
v_Fencing_g03_c05: 0.21035985377966426
v_Fencing_g04_c01: 0.17344636129564606
v_Fencing_g04_c02: 0.43626907662837766
v_Fencing_g04_c03: 0.4550965527014341
v_Fencing_g04_c04: 0.4233487102610525
v_Fencing_g04_c05: 0.42690099458559416
v_Fencing_g05_c01: 0.6833161479735281
v_Fencing_g05_c02: 0.8332735408039298
v_Fencing_g05_c03: 0.80753360511153
v_Fencing_g05_c04: 0.7444852982589509
v_Fencing_g05_c05: 0.8235227256955113
v_Fencing_g06_c01: 0.51830993508338
v_Fencing_g06_c02: 0.3143913625681307
v_Fencing_g06_c03: 0.5161322202475276
v_Fencing_g06_c04: 0.6800442054809537
v_Fencing_g07_c01: 0.71893428065232
v_Fencing_g07_c02: 0.27198320868774317
v_Fencing_g07_c03: 0.7817071772587951
v_Fencing_g07_c04: 0.7323471797571983
v_FloorGymnastics_g01_c01: 0.940312672406435
v_FloorGymnastics_g01_c02: 0.9446350624784827
v_FloorGymnastics_g01_c03: 0.9129452009219676
v_FloorGymnastics_g01_c04: 0.9127100110054016
v_FloorGymnastics_g01_c05: 0.9443924599327147
v_FloorGymnastics_g02_c01: 0.8271198465954512
v_FloorGymnastics_g02_c02: 0.8607127442955971
v_FloorGymnastics_g02_c03: 0.8741223013494164
v_FloorGymnastics_g02_c04: 0.8861406724900007
v_FloorGymnastics_g03_c01: 0.8824755328241736
v_FloorGymnastics_g03_c02: 0.8727356675080955
v_FloorGymnastics_g03_c03: 0.740108601283282
v_FloorGymnastics_g03_c04: 0.8845543272327632
v_FloorGymnastics_g04_c01: 0.9023126962129027
v_FloorGymnastics_g04_c02: 0.9266564378049225
v_FloorGymnastics_g04_c03: 0.8459910179954022
v_FloorGymnastics_g04_c04: 0.8784965015947819
v_FloorGymnastics_g04_c05: 0.9117323579266667
v_FloorGymnastics_g05_c01: 0.7493574793916196
v_FloorGymnastics_g05_c02: 0.8720146107953042
v_FloorGymnastics_g05_c03: 0.8774511886294931
v_FloorGymnastics_g05_c04: 0.7305802793707699
v_FloorGymnastics_g06_c01: 0.7376038716174662
v_FloorGymnastics_g06_c02: 0.8771475951652974
v_FloorGymnastics_g06_c03: 0.8956322763115168
v_FloorGymnastics_g06_c04: 0.29620918119326234
v_FloorGymnastics_g06_c05: 0.18445688555948436
v_FloorGymnastics_g06_c06: 0.2776891179382801
v_FloorGymnastics_g06_c07: 0.28648768831044436
v_FloorGymnastics_g07_c01: 0.7383112725801766
v_FloorGymnastics_g07_c02: 0.8547205941285938
