Loaded /home/acb11711tx/lzq/ExpEval/exe_res/ucf101_r2p1d_score_cam_full_test.pt
v_Fencing_g07_c03: 0.7513862944615539
v_Fencing_g07_c04: 0.651494253979763
v_FloorGymnastics_g01_c01: 0.8814069516956806
v_FloorGymnastics_g01_c02: 0.9071496417745948
v_FloorGymnastics_g01_c03: 0.885546674253419
v_FloorGymnastics_g01_c04: 0.8719779253005981
v_FloorGymnastics_g01_c05: 0.8652508431114256
v_FloorGymnastics_g02_c01: 0.7165069177281111
v_FloorGymnastics_g02_c02: 0.7678591385483742
v_FloorGymnastics_g02_c03: 0.7625394260976464
v_FloorGymnastics_g02_c04: 0.835764555260539
v_FloorGymnastics_g03_c01: 0.7478232758585364
v_FloorGymnastics_g03_c02: 0.7796783330850303
v_FloorGymnastics_g03_c03: 0.7948772232048213
v_FloorGymnastics_g03_c04: 0.7767950899433345
v_FloorGymnastics_g04_c01: 0.8430380823556334
v_FloorGymnastics_g04_c02: 0.8747946748044342
v_FloorGymnastics_g04_c03: 0.8274853851180524
v_FloorGymnastics_g04_c04: 0.8400119282305241
v_FloorGymnastics_g04_c05: 0.8075307430699468
v_FloorGymnastics_g05_c01: 0.8106905992608517
v_FloorGymnastics_g05_c02: 0.8412950325291604
v_FloorGymnastics_g05_c03: 0.8098585677798837
v_FloorGymnastics_g05_c04: 0.8603769035544246
v_FloorGymnastics_g06_c01: 0.6272563622333109
v_FloorGymnastics_g06_c02: 0.754260043380782
v_FloorGymnastics_g06_c03: 0.7338761775754392
v_FloorGymnastics_g06_c04: 0.4702675589360297
v_FloorGymnastics_g06_c05: 0.25417600735090673
v_FloorGymnastics_g06_c06: 0.5131305637769401
v_FloorGymnastics_g06_c07: 0.5708190102595836
v_FloorGymnastics_g07_c01: 0.7264868435449898
v_FloorGymnastics_g07_c02: 0.8231836573686451
v_FloorGymnastics_g07_c03: 0.8462610216811299
v_FloorGymnastics_g07_c04: 0.7177784878294915
v_FloorGymnastics_g07_c05: 0.5619919998571277
v_FloorGymnastics_g07_c06: 0.7399682581890374
v_FloorGymnastics_g07_c07: 0.8658964990172535
v_GolfSwing_g01_c01: 0.8254059210594278
v_GolfSwing_g01_c02: 0.8813983353029471
v_GolfSwing_g01_c03: 0.8566651644359808
v_GolfSwing_g01_c04: 0.8182038543454837
