Loaded /home/acb11711tx/lzq/ExpEval/exe_res/sthsthv2_r50l_perturb_full_test_summed.pt
18846: 0.0035040842268641015
5207: 0.07091384628438391
19993: 0.2397853880535763
83822: 0.03427070975423918
26164: 0.00019033353396838426
154372: 0.009096879034961813
56648: 0.018700363337504564
45340: 0.20922688409336843
115880: 0.29502834202162376
145254: 0.027025243388992592
22759: 0.12017141834819434
190342: 0.610253666061908
85534: 0.03746064647702241
127667: 0.04788142751678813
195911: 0.3815984132481234
190267: 0.0010303472017542947
202258: 0.1347989903240947
76365: 0.7174490219915697
55373: 2.7054682860613855e-05
55733: 0.4978850799427367
37952: 0.012728819172953154
99490: 0.0004590291536068769
207898: 0.0004238346245664104
189156: 0.13803042478368305
158643: 0.02650023621074077
33400: 0.05988778910263459
110861: 0.8434882131384018
168741: 0.03532225358567587
137162: 0.7906399679751072
27026: 0.7031586811356192
126202: 0.147101785924572
159740: 0.0005736865344978803
190860: 0.011067327421187656
113048: 0.31284687426523305
29155: 0.1457997132036386
196274: 0.0018414295371362854
87192: 0.009462123121622756
108021: 0.3611389726358025
25377: 0.08294760281569324
8220: 0.0005312650148461551
78887: 0.012034712656571855
12511: 0.7253347706969739
186888: 0.007143119092890879
65315: 0.14362044064878535
24107: 0.1340967271142688
16984: 0.05321468869806267
15038: 0.31684211254491856
62082: 1.2842544162422476e-06
115190: 0.041621150867758916
128653: 0.44425523948050094
146367: 0.17114117683852081
82961: 0.04375166863409419
43853: 0.11704914249233467
22383: 0.20127402869561006
187004: 0.10675791257926903
209640: 0.004408789793462875
108361: 0.00017620073769863964
149791: 0.40653505794742983
2403: 0.686269041614354
175728: 0.008168565877863188
175300: 0.05095860512829553
109310: 0.014532783888552392
36015: 0.14517082862996183
218395: 0.06637733981523297
176519: 0.7267872354396555
134378: 0.2249884942543941
139854: 0.08649531058774873
31875: 0.00542828798181505
89241: 0.4168244074986436
162638: 0.0001883229339796344
205413: 0.8687753909411359
233: 0.13502485224202587
161965: 0.31441399939245596
214289: 0.2976444035249628
25820: 0.5443972340700153
132103: 0.7294326804112643
24760: 0.013594917223862524
111689: 8.563038698927716e-05
107735: 0.0745979379399383
5570: 0.007713271874346006
164364: 0.6167178938922007
60290: 0.0011464686170221394
144706: 0.06048539678960907
207555: 0.0001224730099860516
114673: 0.09718982479992311
76825: 0.8709044619565092
89811: 0.003362742186222789
4372: 0.08174593197816551
52930: 0.002894662771872447
209457: 0.002210938698926912
18492: 0.003452825308784213
118858: 0.06408411194452412
185520: 0.5488104832768386
3020: 0.0394681540739672
45088: 0.09779067186795487
166000: 0.5415541705888021
8643: 0.22070032841081577
171666: 0.00902211110073381
105033: 0.25033961777383074
216074: 0.2652450968887834
107629: 0.07750718034380366
159862: 0.07428423822294847
100917: 0.191190394579138
94286: 0.0002145861185896547
45193: 0.7186075502060547
27595: 0.04216055702538357
83332: 0.015945911565674264
61892: 0.0001607444385501317
70679: 0.530527238686374
89640: 0.4406566986263666
215140: 0.11876605190716447
192997: 0.24051275443661524
85790: 0.0005652473133919145
142742: 0.6895045825195435
197873: 2.955406142060059e-05
161313: 0.025998264767057605
151187: 0.3795191419105166
67155: 0.39473247681864665
77129: 0.49224380342372986
195652: 0.1988685785428814
137210: 0.0002399774474888261
69033: 0.5478217102531673
65141: 0.024055757035966963
96935: 0.03302040560572908
98601: 0.13567004563212237
88138: 0.654858060366279
183695: 0.10344996224739589
62631: 0.05399998920158611
15130: 0.5044034375753199
127476: 0.0020929030913882417
210861: 0.7209925514876159
72569: 0.17389344520867311
117774: 5.3135752857702556e-05
172962: 0.003722844607868741
65326: 0.8192012969040505
209204: 0.0017803805000795592
177434: 0.27660043993000727
120309: 0.42891143480398985
70601: 0.3971258869566441
72143: 0.11178814151179495
95559: 0.16489723762073805
163013: 0.38432856090155276
176988: 0.0006256572191941645
132594: 0.49595172467496695
154707: 0.04186565944935605
57188: 0.46807755194724665
158303: 0.00018885076997543493
217331: 0.33455875491819703
212382: 0.5281027438573451
197612: 0.3162852746027056
101804: 0.5005951501906769
49546: 0.31827886556395457
195639: 0.003570435900219382
49358: 0.20519363495720844
49163: 0.18689547520638694
87265: 0.002445316474190662
18943: 0.6717315733813617
56679: 0.0030711004203247683
83296: 0.18145686656393423
181944: 0.0011861600722395949
66960: 0.07133294620343555
82744: 0.7653082596053306
88126: 0.5398695307262571
190946: 0.3012506308277807
94733: 0.16007953239045492
201098: 0.6200131843215786
144614: 0.003467989411843786
65448: 0.3598724254113108
156112: 0.025784985580286524
123758: 0.8145383595632839
91948: 0.002104139570982745
10037: 0.06318926450407503
129824: 0.165070177170195
121328: 0.23571991343790277
4943: 0.13146228783572866
79967: 0.4877650732811958
186266: 0.05400727772529734
29554: 0.3553895155031377
153427: 0.4498556899353158
125413: 0.0004913285843883841
156782: 0.0008300485632523891
166247: 0.042413690563705586
166326: 0.6179180114518763
128300: 0.474114015366915
14426: 0.019822238228210054
165442: 0.1196287951425461
31654: 0.5515795739748451
1780: 0.21251152237528004
112347: 0.30360429543011236
188681: 0.01773293961734368
75719: 0.8857375480378497
3506: 0.27582516320132944
55259: 0.5719344059471041
37195: 0.0035336768996883094
145109: 0.8896245686439059
140315: 0.018455522030130567
59338: 0.02490561061215857
133223: 0.2755940766920272
56496: 0.025391747694484934
96898: 0.029586036481752842
28353: 0.024258676616199182
180944: 0.9527303033974022
169346: 0.8023189175086546
94171: 0.3825956741782548
5182: 0.00013135542552422663
108781: 0.00010001606333986945
14195: 0.35754328559309556
12301: 0.00033585177846265357
170558: 0.1823070460409255
211881: 0.01233640936103697
173351: 0.000927060132288016
204955: 0.1262537273082387
136827: 0.024947926071344106
149435: 0.5533111639189727
204551: 0.8096042581977773
124256: 0.2929785802949132
175926: 0.6085602559716634
159992: 0.13339927866400103
181866: 0.009963762067350501
70598: 0.00973429340426113
193751: 0.0065927118808408736
29861: 0.837726262482715
165093: 0.18726507879091514
80488: 0.29683470353484154
129064: 0.024932905523336046
131621: 0.00025213457567119235
80963: 0.0004874608841101413
4946: 0.09843585215835304
121692: 3.7465687690030336e-05
68397: 8.48275930379382e-05
215794: 0.003012608934561456
157845: 0.374542226916212
78066: 0.01841377265544611
25058: 0.6785278009017048
104855: 4.4982601711068826e-05
91758: 0.18194899511899365
68421: 0.03259627871207016
28718: 0.41353598760788657
153776: 0.0003414574173348228
48203: 0.12549642756581747
151323: 0.5779419681045539
217892: 0.013870878067263281
85124: 0.2603441457165019
164504: 0.05949665749445998
166476: 0.41277859209262147
214308: 0.20156210628920235
210400: 0.9893059290479869
186388: 0.0013539487028069175
157520: 1.651587635004141e-08
171871: 0.15518489932050983
95730: 0.1973220354399956
86955: 0.4358770327087669
59218: 0.13035259992466308
210183: 0.22410583230111314
47297: 0.018266216914494038
120787: 0.775220709394489
144261: 0.08756035473820134
209867: 0.0011854635309198613
214697: 0.01853520459534508
72734: 0.0023856338238736896
62430: 0.1548159357041996
180698: 0.22320810788350087
4026: 0.0498047259158767
36868: 0.02404002597786814
64099: 0.00776778219899299
192232: 0.002780221905563621
114795: 0.6459771986107654
39505: 0.0012540341671112287
149797: 0.48227944120921507
116747: 0.018884943709712283
48465: 0.6726779038230407
45429: 0.5538202634923337
145090: 0.003648976929452208
183973: 0.0009645499022781223
42367: 2.2519066761539364e-05
69126: 0.0022345807342958324
75125: 0.054241359808583245
52775: 0.010484894159993985
205873: 0.0069655401414046025
115644: 0.0015427640646095142
190527: 0.008329808763704705
56553: 0.07256201466933732
168990: 0.011207810195436707
62225: 0.07271771698182761
153507: 0.000551511503402935
186952: 0.7270697053898303
184917: 0.4767256827470092
134946: 0.05454396351142865
141757: 0.03869043738794886
170749: 0.0009392701831210104
96676: 0.023268054451332176
127755: 0.377518862616661
194192: 0.4036636325907139
205758: 1.4858419588037464e-05
44551: 0.406396150486934
90056: 0.5357996482778518
155132: 0.6062269542742698
55232: 0.0006989637995101991
164740: 0.07952599805120286
62941: 0.000539022185844118
37797: 0.06241100655442011
167549: 0.0003173091281944984
Finished: scm_256, ins, most_first, sthsthv2, r50l, perturb, #Step=128
Average: 0.21463172459702146
Loaded /home/acb11711tx/lzq/ExpEval/exe_res/sthsthv2_r50l_perturb_full_core5_test_summed.pt
Use 4 GPUs!
139242: 0.06406863837659671
208136: 0.0008499564147745886
77933: 0.8690496251596588
60678: 0.0010865998184668157
125118: 0.6916321866158341
133738: 0.014521252065736512
104179: 0.0009572094005134701
141930: 0.45771736036093813
58849: 0.03357147370675051
9116: 0.002802971783915531
18518: 0.24585115836788418
208019: 0.00047680711954267707
59701: 0.1730613625984816
160867: 0.002274146766691516
120824: 0.7839720779552968
19680: 0.4447688787631481
206826: 0.020138881816950338
79321: 0.001275987532867645
89328: 0.10282516047061921
117570: 0.09558329522307973
170391: 0.00042260998882426293
70174: 0.36961688410930954
182726: 0.4841781701530312
215032: 0.26676266218390765
52914: 0.006453557491003209
130003: 0.0018273601462844935
62316: 0.5954346641806296
118582: 0.6893362166275206
75836: 6.762967608087145e-05
