,ins_cm_ucf101_r2p1d_g,ins_cm_ucf101_r2p1d_ig,ins_cm_ucf101_r2p1d_sg,ins_cm_ucf101_r2p1d_sg2,ins_cm_ucf101_r2p1d_grad_cam,ins_cm_ucf101_r2p1d_grad_cam_layer3,ins_cm_ucf101_r2p1d_perturb,ins_cm_ucf101_r2p1d_perturb_core5,ins_cm_ucf101_r2p1d_perturb_core11,ins_cm_ucf101_r50l_g,ins_cm_ucf101_r50l_ig,ins_cm_ucf101_r50l_sg,ins_cm_ucf101_r50l_sg2,ins_cm_ucf101_r50l_grad_cam,ins_cm_ucf101_r50l_perturb,ins_cm_ucf101_r50l_perturb_core5,ins_cm_ucf101_r50l_perturb_core11,ins_cm_16_ucf101_r2p1d_g,ins_cm_16_ucf101_r2p1d_ig,ins_cm_16_ucf101_r2p1d_sg,ins_cm_16_ucf101_r2p1d_sg2,ins_cm_16_ucf101_r2p1d_grad_cam,ins_cm_16_ucf101_r2p1d_grad_cam_layer3,ins_cm_16_ucf101_r2p1d_perturb,ins_cm_16_ucf101_r2p1d_perturb_core5,ins_cm_16_ucf101_r2p1d_perturb_core11,ins_cm_16_ucf101_r50l_g,ins_cm_16_ucf101_r50l_ig,ins_cm_16_ucf101_r50l_sg,ins_cm_16_ucf101_r50l_sg2,ins_cm_16_ucf101_r50l_grad_cam,ins_cm_16_ucf101_r50l_perturb,ins_cm_16_ucf101_r50l_perturb_core5,ins_cm_16_ucf101_r50l_perturb_core11,ins_scm_ucf101_r2p1d_g,ins_scm_ucf101_r2p1d_ig,ins_scm_ucf101_r2p1d_sg,ins_scm_ucf101_r2p1d_sg2,ins_scm_ucf101_r2p1d_grad_cam,ins_scm_ucf101_r2p1d_grad_cam_layer3,ins_scm_ucf101_r2p1d_perturb,ins_scm_ucf101_r2p1d_perturb_core5,ins_scm_ucf101_r2p1d_perturb_core11,ins_scm_ucf101_r50l_g,ins_scm_ucf101_r50l_ig,ins_scm_ucf101_r50l_sg,ins_scm_ucf101_r50l_sg2,ins_scm_ucf101_r50l_grad_cam,ins_scm_ucf101_r50l_perturb,ins_scm_ucf101_r50l_perturb_core5,ins_scm_ucf101_r50l_perturb_core11,del_cm_ucf101_r2p1d_g,del_cm_ucf101_r2p1d_ig,del_cm_ucf101_r2p1d_sg,del_cm_ucf101_r2p1d_sg2,del_cm_ucf101_r2p1d_grad_cam,del_cm_ucf101_r2p1d_grad_cam_layer3,del_cm_ucf101_r2p1d_perturb,del_cm_ucf101_r2p1d_perturb_core5,del_cm_ucf101_r2p1d_perturb_core11,del_cm_ucf101_r50l_g,del_cm_ucf101_r50l_ig,del_cm_ucf101_r50l_sg,del_cm_ucf101_r50l_sg2,del_cm_ucf101_r50l_grad_cam,del_cm_ucf101_r50l_perturb,del_cm_ucf101_r50l_perturb_core5,del_cm_ucf101_r50l_perturb_core11,del_cm_16_ucf101_r2p1d_g,del_cm_16_ucf101_r2p1d_ig,del_cm_16_ucf101_r2p1d_sg,del_cm_16_ucf101_r2p1d_sg2,del_cm_16_ucf101_r2p1d_grad_cam,del_cm_16_ucf101_r2p1d_grad_cam_layer3,del_cm_16_ucf101_r2p1d_perturb,del_cm_16_ucf101_r2p1d_perturb_core5,del_cm_16_ucf101_r2p1d_perturb_core11,del_cm_16_ucf101_r50l_g,del_cm_16_ucf101_r50l_ig,del_cm_16_ucf101_r50l_sg,del_cm_16_ucf101_r50l_sg2,del_cm_16_ucf101_r50l_grad_cam,del_cm_16_ucf101_r50l_perturb,del_cm_16_ucf101_r50l_perturb_core5,del_cm_16_ucf101_r50l_perturb_core11,del_scm_ucf101_r2p1d_g,del_scm_ucf101_r2p1d_ig,del_scm_ucf101_r2p1d_sg,del_scm_ucf101_r2p1d_sg2,del_scm_ucf101_r2p1d_grad_cam,del_scm_ucf101_r2p1d_grad_cam_layer3,del_scm_ucf101_r2p1d_perturb,del_scm_ucf101_r2p1d_perturb_core5,del_scm_ucf101_r2p1d_perturb_core11,del_scm_ucf101_r50l_g,del_scm_ucf101_r50l_ig,del_scm_ucf101_r50l_sg,del_scm_ucf101_r50l_sg2,del_scm_ucf101_r50l_grad_cam,del_scm_ucf101_r50l_perturb,del_scm_ucf101_r50l_perturb_core5,del_scm_ucf101_r50l_perturb_core11,ins_cm_ucf101_r2p1d_random,ins_cm_16_ucf101_r2p1d_random,del_cm_ucf101_r2p1d_random,del_cm_16_ucf101_r2p1d_random,ins_cm_ucf101_r50l_random,ins_cm_16_ucf101_r50l_random,del_cm_ucf101_r50l_random,del_cm_16_ucf101_r50l_random,ins_scm_ucf101_r2p1d_random,del_scm_ucf101_r2p1d_random,ins_scm_ucf101_r50l_random,del_scm_ucf101_r50l_random
v_Biking_g01_c01,0.9286947300401973,0.7317493498480568,0.8110733792895118,0.861530993427789,0.8643639813588165,0.5964672513251357,0.9008393946888984,0.8779985617882773,0.8604677660007249,0.5705945767465759,0.5911501855824206,0.8599617751623257,0.8396565752497305,0.35217685841272284,0.6226269283659339,0.7384567864252912,0.7485694561572517,0.5448007798113395,0.8513191556849051,0.8392157173075248,0.8634688472666312,0.8612139439501334,0.6515635466494132,0.9644063329615165,0.9349597310938407,0.9186983323015738,0.6411133038011485,0.44259347786578473,0.8517247663942271,0.8412659393754893,0.38969867696437177,0.7362362371889049,0.7900001036134654,0.8032536136117869,0.5536210117861629,0.812219082377851,0.8288784478791058,0.8475674092769623,0.7693200148642063,0.630983404815197,0.8325960896909237,0.8317121102008969,0.7978978662285954,0.540967248578454,0.44348167647876835,0.7953421102956781,0.8093617187932978,0.3958301779002795,0.6890803801015863,0.7603611575559626,0.7620753871397028,0.3006286508748381,0.2436517059627011,0.1904129461333977,0.2638880448841204,0.1717138293045243,0.21195904150839864,0.4515124409510864,0.5291464777267355,0.4665387833974962,0.3995604554631685,0.2573163117143219,0.14303540077182375,0.19652876536124458,0.8160103852487092,0.3893045367350835,0.47399394128652195,0.6743703758755174,0.32893543600221165,0.386214575759368,0.31215029119630344,0.36696826576371677,0.1818185067095328,0.1888358956493903,0.5234771585382987,0.5748812770762015,0.5028341627039481,0.5656717049089366,0.5751688705888682,0.2446250395980769,0.298079930445283,0.8302631007638865,0.4952184783426219,0.564686797758668,0.6476086007562571,0.396660017711838,0.5146122707774339,0.3504601594831911,0.41108908336173045,0.1750983327292488,0.24601635676663136,0.4976293942927441,0.5285771179769654,0.47793220143285,0.6041177800015021,0.5574714957785165,0.2790205038552358,0.3317996041766378,0.7919991365897658,0.48677441502913155,0.5177582280769002,0.5401257650985372,0.29402696251054294,0.23001829444547184,0.30159961341996677,0.2251299834169913,0.3376455830541545,0.38476621379527387,0.32962944378527936,0.3575219141450816,0.2835371660627425,0.3223896178603172,0.3657603362228838,0.3303687765673385
v_Biking_g01_c02,0.890611607700075,0.8663081766416629,0.6912228510160383,0.873327140689727,0.9082370593039063,0.34802507717965864,0.8419479893903961,0.8395063511954218,0.8473128637408509,0.09082306363948885,0.15832714613434687,0.20561495585269526,0.5622299247478078,0.17255692225711394,0.0018578171384193883,0.20783438454536396,0.2734186347799998,0.865997788059758,0.9081386891484726,0.8982219067693222,0.899252411472844,0.8956000772595871,0.39869129334692843,0.9441563454747666,0.8897891608357895,0.9135205117345322,0.19537424303405648,0.22940536595695382,0.022394480256370364,0.02622613690607911,0.008446415958932696,0.06580754376762277,0.06720172621124154,0.08364754922502404,0.8201730109285563,0.8509644870646298,0.8468297228682786,0.8661487607751042,0.8303814635146409,0.27531588007695973,0.8771439301781356,0.8644173333887011,0.8652881260495633,0.15015699514064962,0.1443027979896616,0.028776476306909046,0.020171877969879848,0.014705453631918886,0.00667058132437337,0.04431033466698153,0.061926174027384207,0.0838998826293964,0.06684923503459908,0.07024337577186232,0.0683021393171915,0.06878629799081584,0.19630606862621044,0.05686016289854613,0.11789499918424239,0.08415869655688916,0.008512992758513884,0.0037021932299217764,0.015382358075431677,0.014491216887624368,0.006107870719599456,0.0011648517791178052,0.004471327575593676,0.010062181282654303,0.086471375572728,0.05613552455906756,0.0697620255232323,0.07213262145523913,0.07273728077416308,0.23160312746767886,0.12635841642622836,0.18182459150557406,0.13251650010352023,0.003461832951760946,0.003756237754604874,0.009465576222173033,0.032786149604252635,0.007184224741540013,0.005845965890220461,0.014638541338971911,0.010290256774059592,0.09599725920998026,0.07308633982029278,0.06446151452837512,0.077769051080395,0.0865242629442946,0.182364808217244,0.09573194617405534,0.14133656347257784,0.08911422210076125,0.0031221140940304315,0.003762859622956777,0.011433106200119975,0.041976637102952546,0.009286370288127538,0.010862868701797007,0.011338817165896936,0.005330730905488773,0.1493673292279709,0.2540489998937119,0.21043954466586,0.23279545878176577,0.004628296548507271,0.006022302506498156,0.00530120039173132,0.007034566326073466,0.2634162330068648,0.2500483697745949,0.011905429381276011,0.008579963118688133
v_Biking_g01_c03,0.9296004201194235,0.9201242920280636,0.9255891563003317,0.9429660814654484,0.9379058280174493,0.8299029120189302,0.920379910099448,0.9374216689563849,0.9197445709185273,0.6695432176667093,0.7682471780192155,0.7085964427199849,0.8025217093638974,0.31143319781139656,0.09322313607148876,0.7792953548212216,0.7752567073419306,0.8597866564814467,0.9399681359354872,0.953223970514955,0.9536906748835463,0.9339723855082411,0.8732223778788466,0.9671996503893752,0.962256100756349,0.9515092044894118,0.7147145603914851,0.7701702450533503,0.8006993864794367,0.8330669139643305,0.34240913737016854,0.8288354014177912,0.8314933513422602,0.8420681689997309,0.901493921643123,0.9444800233468413,0.958412426058203,0.9632126877550036,0.8981267169583589,0.9230445378925651,0.9296912017744035,0.9178482128772885,0.910454120952636,0.6327584108457813,0.7418748454310844,0.8150729259596119,0.8177570432544599,0.4359289740332315,0.7920629100062797,0.8226618489370594,0.8384804443576286,0.26443996606027986,0.10056735801063185,0.12150861783407804,0.13729062210035137,0.14120215250868498,0.17085320933714626,0.17609869052223334,0.17012110167718308,0.18484158476623963,0.14313284310216165,0.14111264738896825,0.11424481466446461,0.23267181343366905,0.6046925672528418,0.07701324451074011,0.02025239975819562,0.03734014631642256,0.24913894830388017,0.19704255161923356,0.23223085401696153,0.23722772000473924,0.1526299536053557,0.2355592518870253,0.38666549025219865,0.3381845027033705,0.37197684941929765,0.2690967952032679,0.16141854572492775,0.0981882025619143,0.2081558738966578,0.6582531069536799,0.18436716842848,0.14105850804048714,0.13694009530740914,0.2259719114008476,0.21665935983037343,0.22526449318320374,0.27382718863373157,0.23458785826005624,0.24731042634448386,0.307242437324021,0.2746255144884344,0.345003559399629,0.2434703861063099,0.13813786354967306,0.09890460913720744,0.18318507925732774,0.6642824784184995,0.18025258274269618,0.20524236878256374,0.19238830199469703,0.4055751234118361,0.4001313119952101,0.41182580290478654,0.3410082131449599,0.04115017849403557,0.27688444006639656,0.03925406906205353,0.2941406105776423,0.5437105902470648,0.4822119483351707,0.3803156325247255,0.40165398086654025
v_Biking_g01_c04,0.9641914391524944,0.8599593293460488,0.9373604434463606,0.9476600614644578,0.864907104999521,0.27478424241748073,0.9481202135848649,0.9596518513363074,0.9710671566645889,0.6368113825810008,0.8870580360639899,0.8754939087380426,0.8311133318732644,0.7256381177239126,0.6616860843449133,0.8131485625740834,0.7682620867387753,0.9043844607949723,0.9037148622155655,0.955133941519307,0.9598147538781632,0.8616935876489151,0.3577615288377274,0.9798676041245926,0.979915526258992,0.9856209424615372,0.7443864580375248,0.8480903741103702,0.7986628051978641,0.7444287177306705,0.6970412369948917,0.7406339284164005,0.8628785248977238,0.840977990267902,0.8446166347712278,0.9533226061612368,0.9753222991712391,0.9783408064395189,0.8435702775605023,0.40778685081750154,0.9155687214806676,0.9100433411076665,0.9150729088578373,0.7137466875956306,0.8603214816776017,0.6928802984421054,0.7016173423853616,0.6648232554671267,0.5436073529654095,0.806692006497542,0.7968894100868056,0.179641880417668,0.15931275114417076,0.09835362437320506,0.10300758343160622,0.15328452698006403,0.40510157879999303,0.09979446059254211,0.09622824312312396,0.09015127479678064,0.08744367874547378,0.07005412791104892,0.12264963676057587,0.15531587268809757,0.009583592909162747,0.10564965827644465,0.003702601149548065,0.008644281728165663,0.16758043740992434,0.1608407614112366,0.07724714701180346,0.0833152202249039,0.14926521157030948,0.4784883228421677,0.22243180547957309,0.1598489550233353,0.1521798190951813,0.26694586241069374,0.035113834975391,0.06943059080663261,0.0899277713281208,0.016447073979406923,0.17112434768500862,0.019884116215735048,0.022224602488904566,0.19937758910600678,0.14833256167912623,0.0937006628155359,0.1040166806342313,0.16074996865791036,0.5099018161672575,0.16099274254520424,0.14426847264257958,0.1266608861988061,0.2477754647261463,0.03792710824347978,0.08347952873191389,0.11444209781097925,0.012400876649053316,0.20466406419490113,0.020592548026769464,0.02668695462350712,0.39669453774695285,0.24197014843230136,0.35055121456389315,0.2904060450673569,0.2322910513860279,0.21354147159877357,0.2735532160979801,0.13750746214213905,0.21902024799957873,0.3805740696191788,0.3727736201908556,0.25631377305136993
v_Biking_g02_c01,0.679261401489231,0.4218048158686097,0.6138665780176262,0.8238501791819455,0.7227635214041335,0.41064822132717455,0.786682464467252,0.8559284227699333,0.8421127966331209,0.28340055787260493,0.5070569206112937,0.5608151900258679,0.48532834484654713,0.3622752739493299,0.5438727949723837,0.4979454119793623,0.5067593246260681,0.5157931936264504,0.7039937866211403,0.8687013280868996,0.878149200725602,0.7373886597633827,0.5096244109154213,0.892821241664933,0.9199768794060219,0.9070042860985268,0.26376571200239596,0.5102909698282474,0.5511885776315921,0.5537375702654117,0.22861621222841677,0.4412955834661716,0.4207266762052768,0.4394889666830295,0.5591307727154344,0.7487810382153839,0.8122299970127642,0.8506919983774424,0.617578097153455,0.4330926437396556,0.8054352521430701,0.828383820829913,0.81495729717426,0.40423783586629725,0.5114790887691925,0.5241326165505598,0.5091475147874007,0.2610904748671601,0.4608899203249166,0.48989586738207436,0.44850291098737216,0.3204348761089674,0.24622181483258412,0.14043892089893498,0.1843146440375039,0.34244562043097077,0.4386643753570365,0.3860437210913249,0.34627072199240444,0.3907408484617087,0.1685845614550727,0.10358754688746472,0.12378362474864987,0.14519361972256095,0.4413047176778892,0.28211935881940525,0.18208785715451514,0.13718838270640873,0.3500564885616768,0.36030547742848285,0.2890835893631447,0.34842463259701617,0.28989656691555865,0.5239651692390908,0.3933457029343117,0.37106024150853045,0.47067325239186175,0.40307967803823885,0.37278561733114657,0.29976802013266024,0.3069336905275577,0.46403657338964877,0.26700105212080416,0.16028613291132388,0.11709785155403551,0.2451651964802295,0.32386085535836173,0.19905408777776756,0.23503526221611537,0.18834856422472512,0.44173581751965685,0.26840161536529195,0.20842011946660932,0.23541522629238898,0.3523247276207968,0.28757167731609456,0.22064909731454918,0.24965138190168545,0.43317585524232527,0.12608997446789427,0.10974333812290737,0.09199213139073237,0.18490560774807818,0.24614446287159808,0.1832322073460091,0.2161950213194359,0.12881777129518923,0.14815278790342745,0.15818776629316744,0.10883912138092455,0.3239789443649352,0.27717924654483794,0.20264839738869342,0.19350317563163116
v_Biking_g02_c02,0.7316653905052911,0.46722218608027144,0.6747661762879978,0.7630911518529733,0.6494460337567052,0.5164955198290009,0.8627493654925595,0.8221852630340293,0.8222362980976993,0.35056867011432064,0.6068786620480106,0.6419471888933084,0.5944528016904005,0.4794106535242365,0.6632234456827077,0.6222786314390011,0.5836407625828596,0.46041853868518956,0.6477991803840268,0.8367463811591733,0.8639076813415159,0.6838376983359922,0.5600933893874753,0.921082721586572,0.9191666706756223,0.9019940956786741,0.45087413882288274,0.5193639883902961,0.527361203184455,0.5272624382880622,0.39046453331980047,0.5297429451850348,0.5419522414115363,0.5201890954879218,0.5830137701705098,0.7386465503368527,0.7685868265107274,0.8065894606988877,0.5350930725689977,0.5886014208663255,0.7905999193899333,0.7799187276978046,0.8041068043094128,0.33871686990642047,0.440720498760129,0.44730977687322593,0.45315133474105096,0.3293088080481539,0.46178836302169657,0.4114926631682465,0.3746104023539374,0.4173567492485516,0.3728540535341567,0.1309906840617732,0.1878206805274712,0.3991874724215879,0.4790249748786134,0.4409235852264513,0.442483095232192,0.4864822969016597,0.25628271977179756,0.07165866030868707,0.14420904954973293,0.13647658967043597,0.6157671506143098,0.3127307668578074,0.34412412072177134,0.34182506960593934,0.4497265979007352,0.4736344679549802,0.35457708084140904,0.40857069336925633,0.37632469975505956,0.5908852084830869,0.40161390745197423,0.4730728431895841,0.513485954637872,0.5594378003982001,0.29482199644121465,0.3610595056918555,0.3466259727385932,0.5597635397818976,0.33572645877870855,0.32511432861360845,0.37074323390993413,0.37322586437403515,0.4313694840930111,0.31067218914904515,0.38506074809629354,0.24584618007793324,0.4849709758091194,0.33222683188068913,0.361092784187349,0.36147452067234553,0.5313698909903836,0.2628099207752257,0.2576829690647755,0.27516441782487844,0.5703634492956553,0.28144302116962194,0.2677164950106885,0.29584508917076846,0.22882573449169286,0.23048223697696812,0.22442136847530492,0.24667854749714024,0.20175625776323614,0.24619637822183904,0.21149766837629613,0.3114480862525397,0.3252213349379599,0.333969827927649,0.19267455309891374,0.2980244227262301
v_Biking_g02_c03,0.7381690876631468,0.5030458942325056,0.7407331955687636,0.8866470800578028,0.6913935265540346,0.30429496615029433,0.8776942804674892,0.8492457840500363,0.8260176476127669,0.41724886148745904,0.6307627358264756,0.6116088862786221,0.6045689598761056,0.5073226582892345,0.7009640678734375,0.6461925339885056,0.644198944801282,0.6054263285186607,0.7489946058776695,0.9230075052764732,0.9359894565131981,0.7329539826896507,0.33143513117101975,0.9165396264579613,0.9236934951331932,0.911808686592849,0.48953938178169665,0.6783529787455791,0.6966625123416179,0.6901605396662944,0.3337382345591777,0.7099451094065898,0.6908425360118144,0.5871864228640788,0.7888425718992949,0.7899536278564483,0.9162326108198613,0.9443184086121619,0.6860827628988773,0.3097860582638532,0.8820972158573568,0.8884422867558897,0.8645160314626992,0.3991203910791228,0.6248325400174508,0.5425199533001432,0.5625744738736103,0.35203495362111425,0.5073311647520313,0.48663088326611614,0.4662805169009516,0.29987030144868876,0.34608817525853325,0.18936091335857008,0.2525136708098603,0.41487531378630577,0.5391739278621092,0.360508095825047,0.43584335510303657,0.43865746731950545,0.22591457049124947,0.07968495982285684,0.17645757424935707,0.21290505468761953,0.5099648577154259,0.38359030561570234,0.41456994176296863,0.43055223077686877,0.38620521340635605,0.5657225421455223,0.37444336924818344,0.43513293776777573,0.2956460586574394,0.580275791027816,0.40269439134863205,0.45204355035093613,0.49156449947622605,0.553304698983311,0.38588112286674914,0.4265926747714275,0.4670953123961681,0.5281715064440959,0.3897365897094005,0.40732183746445116,0.4439518123065227,0.28809543126044446,0.4940886835911442,0.31040248147292004,0.36930058917278075,0.20800631292513572,0.5833309010795347,0.29378631087638496,0.3299141909192258,0.3614402116600104,0.4412070233206833,0.3474454133728955,0.352216901914602,0.37904140662178054,0.49289027749008874,0.29831984930121147,0.2886762958325342,0.2652286034382776,0.21895319435861893,0.2857518962409813,0.20442456219461747,0.2532126179721672,0.20410071007358965,0.3135344355498546,0.21475381843197283,0.2985195486937755,0.46118567818775774,0.3336931798560545,0.3031862226154772,0.32484722665880783
v_Biking_g02_c04,0.8626106319446847,0.706090205198373,0.8329427673289662,0.8986572810320878,0.7436386661330129,0.673349124468936,0.8622196759590331,0.8630229975042097,0.8543400246595196,0.38162296778067345,0.6577430874059979,0.6157570627221479,0.48119985486066785,0.45082310547246995,0.7155795823908588,0.7026909824350036,0.6697420086237994,0.5897197185840923,0.8596234976139385,0.9013114034023602,0.9184425531711895,0.7768011151638348,0.6996979771938641,0.9226622639980633,0.9076858221378643,0.9186648188915569,0.4016282192562812,0.6303736797665351,0.5913117162083381,0.6055962673519844,0.2846911779736274,0.6992713443135017,0.7329136363362068,0.7154905430172676,0.7272558591794223,0.8273669993504882,0.8676437290851027,0.873595749726519,0.7881373008713126,0.7092231379356235,0.8944282373413444,0.9026373734232038,0.8820056726690382,0.44648274100654817,0.5988916984879324,0.5414040914856741,0.5109604226545343,0.3253075123884628,0.6800955168091605,0.6370681754433463,0.6783671604589472,0.40888959829380195,0.38565960857929205,0.23270914829739436,0.2967952450253363,0.47752135431789977,0.66910603528065,0.34923546734874644,0.459435182322902,0.39904813788185906,0.4445211091511938,0.10541024566082628,0.29548118688376057,0.38657327403619657,0.6214452660122362,0.386263412485077,0.3102416623428218,0.36073641956707747,0.4862571715202648,0.4807144461956341,0.35559437263873406,0.3888101934280712,0.3557582258072216,0.7366715728130657,0.39776972521212883,0.510709530004533,0.43835294831660576,0.6882919303272956,0.4043356112335914,0.536932074198603,0.5613412491177314,0.6210981837605232,0.388126902947306,0.30489253319251475,0.338244729409098,0.41189114300323126,0.48610215258941025,0.32727599686404574,0.3596877906093141,0.23142001315500238,0.7687719309469685,0.30371192304119177,0.3535416291515503,0.29484139008491184,0.6386781680275959,0.3761278244017632,0.49700317786005144,0.5294014330956358,0.6364319530058928,0.30231976423116413,0.24171866876434933,0.2734364162142242,0.2036172210064251,0.33347929109004326,0.19551253903773613,0.2933902500953991,0.2805408767555946,0.27815695918548045,0.26230504430282053,0.29534926331984934,0.43133865917101505,0.4418922985577956,0.38700701803230914,0.35606562172637496
v_Biking_g02_c05,0.7097330096634288,0.5466571920291137,0.9401798068309504,0.961888654901436,0.8347052823866298,0.5782033136662315,0.8024409034307681,0.8579573044297741,0.8478556545341716,0.33157321646334104,0.8005006676126597,0.8013271555501768,0.7100016873384115,0.36500525150276586,0.45393422659417293,0.625055856747991,0.6121652853561054,0.49872033883002587,0.7694255023088772,0.9401444702234585,0.9567136674013454,0.8625656275835354,0.7634007840242703,0.9609587102022488,0.9559748678293545,0.9408745079126675,0.4034133085181111,0.6815669068266743,0.8197567590643757,0.7705107458998555,0.3547549375464314,0.6814234980513447,0.6817480453421467,0.6858572491576069,0.6666734786704183,0.8048640645574778,0.9308828345965594,0.9459284583572298,0.8000698296818882,0.7300699779298156,0.8493141701910645,0.855696271173656,0.8508047256618738,0.3599331311070273,0.7637510925651441,0.7974194206417451,0.7566919752516696,0.3620906734959135,0.5885989258185873,0.6339690575496206,0.6736827769436786,0.3009439676589384,0.22554849572186395,0.1364406162183585,0.1800238046883129,0.19417276183568585,0.14146700504375256,0.23395837341823916,0.1541389281179492,0.201433225908852,0.44512118782970034,0.08505047654928309,0.10586047661971983,0.17953103800844145,0.5224002061998857,0.2911166865188412,0.37443532456949125,0.41467736810597033,0.3013838439073879,0.24060036826995201,0.28811227370169945,0.3214760928240139,0.18178617049125023,0.15916364479926415,0.36848156739142723,0.3441823630419094,0.3212215213861782,0.60122985924977,0.22938595499294934,0.12033247734802899,0.12483177866238293,0.5212139018942707,0.26498366679447827,0.28436846818226513,0.24004825736778912,0.27974641366745345,0.22011227395341848,0.18517016456462443,0.21468519684276544,0.11255575016548391,0.14808264042221708,0.18577949695463758,0.15246759080764605,0.1485574873004225,0.5383842912833643,0.2332086318169786,0.05888942506771855,0.09275784172211843,0.6010090275933635,0.2434987243950104,0.2997081511000488,0.18580408313619046,0.27255221296218224,0.16110952783492394,0.25783809114363976,0.17660248864558525,0.22429506267803845,0.3237052389551991,0.1828915306498402,0.2516777047087544,0.2940314390696585,0.31139263303950426,0.2859083250191179,0.2299974156866665
v_Biking_g02_c06,0.7454029128521534,0.4889723435343316,0.843300556525241,0.8784619417628182,0.7653697379700402,0.3846864684411854,0.6894749169183128,0.7453040098807976,0.7204376584174587,0.30524504412145725,0.47669878191184356,0.5855157590010646,0.50460474335116,0.3853547312165619,0.4166400380711394,0.5160251785458897,0.5542411729608955,0.517821346205892,0.6850058778945822,0.8814474090759177,0.8967938765708823,0.7446788891975302,0.4190430685703177,0.8163733228866477,0.8017002090637106,0.8111962422553916,0.47153780443045434,0.47946069223257837,0.46580365878912744,0.4742368219551736,0.1802047697958642,0.3638907430824929,0.4012909887489968,0.4462911246475869,0.578822129406035,0.7063730449881405,0.8226362576242536,0.8659059575293213,0.6840171834919602,0.4676178842782974,0.7229671201203018,0.7053068932145834,0.6991755664348602,0.3719183567100117,0.3781866377339611,0.3555177233301947,0.3825362438456068,0.18180742227741575,0.3386725482650945,0.3338734644585202,0.3617821524039755,0.2092941424802063,0.24228868360711833,0.10577030611906464,0.10248064692682168,0.1270815218820816,0.2471360381487317,0.29064127852714905,0.22295802764183892,0.2529044792232082,0.0333243089530518,0.02084671555927544,0.10115096532839614,0.17768150353442153,0.3937930738964525,0.28567382032862926,0.3549837748967863,0.27334067691415437,0.12562548069399782,0.16638499943655916,0.1174826368514914,0.14629662482184358,0.13949194995802827,0.3256841942493338,0.37314060775679536,0.2671803876582999,0.31070509998244233,0.2360168008265191,0.1519316790756875,0.24893138391348657,0.2875927744564706,0.4357161281761819,0.3945635913071328,0.36812925917479333,0.3256866393742257,0.12567065485927742,0.16610031943491776,0.09156348422402516,0.12107151084637735,0.08589224136812845,0.3098372182685125,0.21417658209611545,0.16736506866436685,0.18430004200490657,0.2851184667654252,0.13506249719718555,0.21838162401923,0.287313334543569,0.3828124822121026,0.3138842263347854,0.25676511092547116,0.2317600678716758,0.19797791985911317,0.17063108531874605,0.20871465353411622,0.14111015645903535,0.01586551797959146,0.10292106700512704,0.017577752670376867,0.10219532085034189,0.2505092295445502,0.203760744035244,0.11380526334309252,0.07324130798922851
v_Biking_g02_c07,0.8198132387344159,0.4622953315731138,0.5195750554932245,0.8048803422873949,0.8130079743269758,0.3083804451586569,0.8426280367608164,0.8507329552123944,0.8201213401778802,0.25017206455028107,0.19839650627288982,0.5621552112019506,0.6548243503565402,0.2836311763784463,0.7389902144258298,0.6447568400703626,0.6341583442933602,0.4720032639161218,0.7241116590157617,0.8409213847771753,0.8525163955346216,0.8108731932297815,0.40832362839137204,0.9174606628075708,0.9105838365212549,0.8697339720383752,0.6566880570856028,0.31488319506320295,0.7988098489252025,0.8037524448839122,0.22154151668223676,0.6903031097856456,0.7520474420991832,0.7112412082162791,0.46785198524594307,0.6734723038971424,0.7709149306174368,0.8255299667362124,0.7087444216012955,0.337199846515432,0.8263162029907107,0.7977888456080109,0.7511747106909752,0.5828141795591364,0.30154948701419926,0.7302152143911371,0.7160458790258417,0.10163621391438937,0.6209491716817865,0.6857768522695551,0.6769141184286127,0.211898758450127,0.3960837259829983,0.1804870409583013,0.1278079480930107,0.14779466111946293,0.31504165988386146,0.1671324281065952,0.14717676229481622,0.163931285566467,0.19520739374584226,0.05551107682028279,0.08968773809390869,0.18919894471329152,0.5675175811494536,0.1931774036284613,0.24108005998088744,0.2186220501484001,0.24096911915694363,0.19705642529879697,0.13100819059764035,0.15884196528350003,0.14422084161196835,0.30863334008608945,0.16924305030261166,0.1502375281706918,0.16376663514529355,0.4089239465204173,0.3989131676164561,0.30748488773974714,0.33159448971423444,0.6513650642839366,0.2701055931058818,0.2930082308259898,0.2875589357820445,0.1826129493310873,0.15100799670653942,0.11448061964074441,0.1356022173895326,0.07185414547711844,0.30055503208131995,0.11340142827611999,0.11044439370380132,0.10486998964734084,0.3459603292811124,0.25189030143056107,0.21749600848417572,0.29444661207914447,0.5586596504424932,0.21882608519682317,0.21473408264363059,0.17681822699749716,0.20827489861403592,0.20969797440920956,0.2029484040394891,0.19966061183367856,0.07015618701848325,0.20314016213092145,0.060473241111367315,0.1699056850877696,0.24817327672615647,0.24076081530191004,0.23172785789036424,0.2125479192408784
