,ins_cm_ucf101_r2p1d_g,ins_cm_ucf101_r2p1d_ig,ins_cm_ucf101_r2p1d_sg,ins_cm_ucf101_r2p1d_sg2,ins_cm_ucf101_r2p1d_grad_cam,ins_cm_ucf101_r2p1d_grad_cam_layer3,ins_cm_ucf101_r2p1d_perturb,ins_cm_ucf101_r2p1d_perturb_core5,ins_cm_ucf101_r2p1d_perturb_core11,ins_cm_ucf101_r50l_g,ins_cm_ucf101_r50l_ig,ins_cm_ucf101_r50l_sg,ins_cm_ucf101_r50l_sg2,ins_cm_ucf101_r50l_grad_cam,ins_cm_ucf101_r50l_perturb,ins_cm_ucf101_r50l_perturb_core5,ins_cm_ucf101_r50l_perturb_core11,ins_cm_16_ucf101_r2p1d_g,ins_cm_16_ucf101_r2p1d_ig,ins_cm_16_ucf101_r2p1d_sg,ins_cm_16_ucf101_r2p1d_sg2,ins_cm_16_ucf101_r2p1d_grad_cam,ins_cm_16_ucf101_r2p1d_grad_cam_layer3,ins_cm_16_ucf101_r2p1d_perturb,ins_cm_16_ucf101_r2p1d_perturb_core5,ins_cm_16_ucf101_r2p1d_perturb_core11,ins_cm_16_ucf101_r50l_g,ins_cm_16_ucf101_r50l_ig,ins_cm_16_ucf101_r50l_sg,ins_cm_16_ucf101_r50l_sg2,ins_cm_16_ucf101_r50l_grad_cam,ins_cm_16_ucf101_r50l_perturb,ins_cm_16_ucf101_r50l_perturb_core5,ins_cm_16_ucf101_r50l_perturb_core11,ins_scm_ucf101_r2p1d_g,ins_scm_ucf101_r2p1d_ig,ins_scm_ucf101_r2p1d_sg,ins_scm_ucf101_r2p1d_sg2,ins_scm_ucf101_r2p1d_grad_cam,ins_scm_ucf101_r2p1d_grad_cam_layer3,ins_scm_ucf101_r2p1d_perturb,ins_scm_ucf101_r2p1d_perturb_core5,ins_scm_ucf101_r2p1d_perturb_core11,ins_scm_ucf101_r50l_g,ins_scm_ucf101_r50l_ig,ins_scm_ucf101_r50l_sg,ins_scm_ucf101_r50l_sg2,ins_scm_ucf101_r50l_grad_cam,ins_scm_ucf101_r50l_perturb,ins_scm_ucf101_r50l_perturb_core5,ins_scm_ucf101_r50l_perturb_core11,del_cm_ucf101_r2p1d_g,del_cm_ucf101_r2p1d_ig,del_cm_ucf101_r2p1d_sg,del_cm_ucf101_r2p1d_sg2,del_cm_ucf101_r2p1d_grad_cam,del_cm_ucf101_r2p1d_grad_cam_layer3,del_cm_ucf101_r2p1d_perturb,del_cm_ucf101_r2p1d_perturb_core5,del_cm_ucf101_r2p1d_perturb_core11,del_cm_ucf101_r50l_g,del_cm_ucf101_r50l_ig,del_cm_ucf101_r50l_sg,del_cm_ucf101_r50l_sg2,del_cm_ucf101_r50l_grad_cam,del_cm_ucf101_r50l_perturb,del_cm_ucf101_r50l_perturb_core5,del_cm_ucf101_r50l_perturb_core11,del_cm_16_ucf101_r2p1d_g,del_cm_16_ucf101_r2p1d_ig,del_cm_16_ucf101_r2p1d_sg,del_cm_16_ucf101_r2p1d_sg2,del_cm_16_ucf101_r2p1d_grad_cam,del_cm_16_ucf101_r2p1d_grad_cam_layer3,del_cm_16_ucf101_r2p1d_perturb,del_cm_16_ucf101_r2p1d_perturb_core5,del_cm_16_ucf101_r2p1d_perturb_core11,del_cm_16_ucf101_r50l_g,del_cm_16_ucf101_r50l_ig,del_cm_16_ucf101_r50l_sg,del_cm_16_ucf101_r50l_sg2,del_cm_16_ucf101_r50l_grad_cam,del_cm_16_ucf101_r50l_perturb,del_cm_16_ucf101_r50l_perturb_core5,del_cm_16_ucf101_r50l_perturb_core11,del_scm_ucf101_r2p1d_g,del_scm_ucf101_r2p1d_ig,del_scm_ucf101_r2p1d_sg,del_scm_ucf101_r2p1d_sg2,del_scm_ucf101_r2p1d_grad_cam,del_scm_ucf101_r2p1d_grad_cam_layer3,del_scm_ucf101_r2p1d_perturb,del_scm_ucf101_r2p1d_perturb_core5,del_scm_ucf101_r2p1d_perturb_core11,del_scm_ucf101_r50l_g,del_scm_ucf101_r50l_ig,del_scm_ucf101_r50l_sg,del_scm_ucf101_r50l_sg2,del_scm_ucf101_r50l_grad_cam,del_scm_ucf101_r50l_perturb,del_scm_ucf101_r50l_perturb_core5,del_scm_ucf101_r50l_perturb_core11,ins_cm_ucf101_r2p1d_random,ins_cm_16_ucf101_r2p1d_random,del_cm_ucf101_r2p1d_random,del_cm_16_ucf101_r2p1d_random,ins_cm_ucf101_r50l_random,ins_cm_16_ucf101_r50l_random,del_cm_ucf101_r50l_random,del_cm_16_ucf101_r50l_random,ins_scm_ucf101_r2p1d_random,del_scm_ucf101_r2p1d_random,ins_scm_ucf101_r50l_random,del_scm_ucf101_r50l_random
v_LongJump_g03_c05,0.519645418754126,0.47984828090525744,0.4688126409977592,0.7156057792114249,0.7601383641006096,0.4552086045089013,0.4981831583066606,0.6969750525995942,0.7059250835146682,9.8914634837246e-07,1.4241699104170872e-06,8.856124436845801e-09,1.4100981318546581e-08,0.008445359650925651,0.1669339807532192,0.3820406167966533,0.4056664057567889,0.552635279686001,0.6059201631851465,0.6478399906463892,0.695848969013241,0.6194653783149988,0.7307672772712976,0.767057088405636,0.8164170060463221,0.7758723769493372,0.4708187464077582,0.4288358572323432,0.499671447594892,0.49541949065519475,0.3983417335350623,0.6631982806522956,0.5776046398480048,0.588438320477735,0.44478734626864025,0.4989876677045686,0.5356942941198213,0.6015590359220369,0.5171388317594392,0.5013808144485665,0.4596136738309724,0.5191125203618867,0.542177372122751,0.46729185529079587,0.47298991031971127,0.5538746053728119,0.5748423869165435,0.4256348251740292,0.5961779887231842,0.49475281782474667,0.4871931607278839,0.05632010721014886,0.03781598908863375,0.046073987462198526,0.08064316268680309,0.05922468414156162,0.08503759021533462,0.06252498980281566,0.061819342850509475,0.06895094191633516,0.08870165136035012,0.04757580751627427,0.106021362534902,0.13145872696296415,0.2847805300484114,0.2747204041305112,0.16850246927049195,0.1169897491924967,0.1009112198062212,0.0944957558222086,0.1640687707968027,0.16457268336489506,0.092592013270405,0.16023455301001377,0.10617024937346287,0.12023598441555805,0.14553424456789799,0.2597232046921363,0.4067175570328345,0.3167239609558692,0.2899338486988654,0.3064152780373206,0.3254880789120307,0.2210464659531226,0.19140240879846715,0.1095302622197778,0.07058227764355252,0.11466321306215832,0.1271362002371461,0.09545249449001858,0.12857531309055048,0.08443373398768017,0.08793547706591198,0.10095352636562893,0.29308972194061766,0.37297562196121703,0.183669854544263,0.23879737093315612,0.3116351363884746,0.30478331878052245,0.14320706262455474,0.14050504996643554,0.04690423721149273,0.1041107151813776,0.04690129795744724,0.08645684012844868,0.03260000379873418,0.1628140989143958,0.02832635076833867,0.25443481238676213,0.177459707823582,0.11867786352522672,0.1877250207331963,0.2764710290815492
v_LongJump_g03_c06,0.3195830537132946,0.44570267715596357,0.3394024804742395,0.4721751931089196,0.7584883550437642,0.5092819754810383,0.5449764222582327,0.7297075923185284,0.7469650418223703,3.939871993341013e-07,2.8014294904619197e-06,1.0049693450056629e-07,5.092281432606636e-08,0.0023978159970810134,0.01163940484143131,0.5106038213789682,0.4897320905086292,0.654926046698165,0.6011360734391928,0.606050416796279,0.6552181690622092,0.6326474398065329,0.6967518776345969,0.8030702322412253,0.8533822744775534,0.8446009605813742,0.6228745403152516,0.5406732382637074,0.5355675639968922,0.5316461744171193,0.40173355959473156,0.7599382819992115,0.7684288444381764,0.7353026690345814,0.43225582896229753,0.4928844901496632,0.4992440808327956,0.5690672059772623,0.5550996735455556,0.6046594523122621,0.4967979278644634,0.6236642170460982,0.6753785765959037,0.630529684052135,0.5113311829420581,0.5740758004042164,0.5947404923292652,0.43886603139367253,0.7298030080648914,0.6224215454797104,0.6389602842184559,0.077961381229638,0.06766908372180375,0.04967683268982301,0.07331788912232173,0.09485250567526037,0.14039383766857363,0.08360307185367982,0.06825592969984227,0.056478938921978035,0.06445851409647387,0.07782798070725472,0.10942440290268929,0.10121870420228755,0.23307390479709197,0.15099379823082054,0.09341519652507414,0.08397660813111936,0.17077912387139804,0.10429698225743778,0.19428180155045993,0.23674631115682132,0.14428578314073093,0.21953682598359592,0.1896233409333945,0.15925137695558078,0.14630492028481967,0.29581503294525646,0.33552328966675304,0.3048159303527882,0.32926736496506237,0.3071659924846699,0.22656503044186138,0.15018103741226696,0.13984209023533367,0.11274774715639069,0.08576288888798445,0.14643487047942472,0.17816209503871505,0.1337451907020295,0.18900564844807377,0.1197781206228683,0.09850887127686292,0.09361424895541859,0.293774991047826,0.31138831197324635,0.24179945706430317,0.23702076037216102,0.2863573171043754,0.18622405532050834,0.1428791219123582,0.13326181988560393,0.038928311287236284,0.118180498449874,0.03750090297944553,0.09884924438483722,0.03349496893702053,0.31044070147095226,0.03424979843316578,0.3623783411842396,0.1320719110639766,0.10219682838767767,0.2802059138682671,0.3305568784772913
v_LongJump_g04_c01,0.523387332166335,0.5824211710889928,0.7004386484202947,0.7914282258449341,0.7114403739425481,0.5456228856435593,0.5882366271762579,0.6733800709576291,0.6364701139083242,0.16586402479669315,0.3792885130515051,0.12574046687481286,0.1793147199667543,0.5024431865192213,0.3084412685755438,0.2137944708538342,0.25332951405081056,0.7553539888158411,0.7770753518834681,0.8769150392308802,0.8910254852071375,0.7459475414052577,0.7174504415288538,0.8296102897420496,0.8518415109410853,0.860797824074325,0.44244226351497673,0.6128121270251086,0.37766792908428215,0.4337927950930407,0.5436132206034472,0.53034927979229,0.5976276649546435,0.5518949283671191,0.6869352992853237,0.6943578589471144,0.8452261176189495,0.8320787744360132,0.6601422077274037,0.6553603696866048,0.7352619364155544,0.7760663483986718,0.7652664549877954,0.2961211379526958,0.4614015703930363,0.39104293267268986,0.38266984260667414,0.40844882725764364,0.3794704135882512,0.47565408543709964,0.4604135086203769,0.18123045982976305,0.16363495796383543,0.08071794539624018,0.13550969063465695,0.36923150234034385,0.21638412782225727,0.2794658682166093,0.41256249604900697,0.4279615125475877,0.21458183573105183,0.07187265818631533,0.08697815607031477,0.09652825278678256,0.3021916742787209,0.13202248529304647,0.06505313425670436,0.06244323365449883,0.355760575939712,0.3124498144879908,0.3280222431912989,0.38171979944854684,0.3567654208436579,0.32291650931983895,0.3916810170903773,0.5006662027135462,0.514446677376327,0.48725071087596916,0.3426658763003161,0.35479065314052605,0.3883910729002764,0.37375753656147026,0.20398368969676994,0.13217824235675835,0.1253232611727526,0.23206710326121538,0.22328780177485896,0.24616850629172404,0.29147898320297827,0.27868329995908425,0.30480733949661953,0.24924492450372782,0.27166647116973763,0.27430540553177707,0.42000710065045155,0.2723555765605852,0.2974889944879777,0.34841429791957523,0.3193961082658916,0.18985462112380808,0.1422953714319064,0.13149813904245633,0.14969466786533303,0.35929760496765084,0.1656329200759501,0.34607157271057076,0.0626886291813662,0.16641516521690392,0.07344379559276604,0.15605222717044853,0.33725189414341,0.3079814549628645,0.19710963675053791,0.19781566043860038
v_LongJump_g04_c02,0.31417641775390387,0.5836741052549698,0.6894278061338792,0.7743412799874148,0.8190259399769061,0.6086016411865678,0.6751038160905534,0.7176779689157711,0.7287154260438446,0.05443968620991191,0.3165773461614073,0.06619162040962627,0.1597624867328181,0.43067368366310976,0.19174741003691478,0.05367953197336665,0.09155785801612736,0.6981791150446952,0.8059300672885001,0.8610902917262138,0.8660651934023917,0.7899894010897697,0.7521623265620292,0.8432303559657157,0.8684201133128227,0.8661003601428092,0.24984838933801257,0.516434842060562,0.37790506453370654,0.41827591628884875,0.37900274367189013,0.16437669963693224,0.20922538013314806,0.2762390014634093,0.6632833624953491,0.7215949035944504,0.7818984333189292,0.7983986187955452,0.6822091238336725,0.674923802003832,0.7272654815806163,0.7743269467955542,0.7567081053039146,0.2484128536100343,0.39250152980935127,0.3583069243843511,0.3466842233112857,0.32720569594789595,0.19327926907249093,0.2451194784746349,0.23861469262305945,0.19151573056010457,0.1074622545343655,0.1128716224448858,0.16290819829542513,0.37255752975245804,0.26411370566210113,0.40082064432121345,0.4035361387755898,0.45373135496950234,0.09928195522644366,0.07948034724030886,0.03702355197683072,0.05971917654703899,0.2127385353396819,0.08777170274319589,0.09001978766379372,0.07533808795604158,0.33511214374266274,0.34363012431822426,0.3953926455851615,0.45217951058111794,0.3599321734782279,0.34535704969130165,0.47407563446722634,0.4621792030211509,0.48665468810759194,0.3137848314747771,0.3049422440037688,0.19219146044110857,0.1807485011324843,0.2506852981553038,0.1600498196587523,0.16202367217397295,0.16440691919183337,0.23542970643029548,0.23681648340789252,0.24280084078782238,0.35445826314389706,0.2460250287931558,0.33627191863342887,0.2730489114255761,0.26650560011330526,0.2539815829368308,0.3065671595486492,0.28560884588296176,0.17687910957647546,0.17937910772826626,0.2873879999781934,0.1789341396875283,0.16532618438361624,0.15550462042449453,0.17559332071505196,0.34124128936491616,0.20033362923823006,0.3830127310629905,0.040441618572231164,0.1425516542897185,0.036370543102975716,0.14818758637761675,0.38466709640342744,0.38391966179246084,0.16857885637553408,0.16079540732505848
v_LongJump_g04_c03,0.40033821535089015,0.606460425789484,0.623382061661002,0.7188168530003167,0.7916044603759314,0.5575620805890318,0.6251060336116044,0.7254955318865969,0.7077389079803491,0.03982629882124883,0.27610964983251035,0.035107017257096876,0.11969520641354937,0.4156628537263515,0.19587537423904597,0.09611995621429135,0.10183394945285959,0.7322730684809358,0.8027950192026765,0.8047378325991303,0.8143702412180573,0.7386608982615144,0.6991552973322541,0.7885208988718659,0.8392540479235322,0.8258238697580964,0.3902149747975727,0.6005594681867024,0.4486331295140644,0.49388771764120065,0.48655938617071115,0.2873169731267353,0.28260629884084665,0.2746422838338276,0.641414981078924,0.6843946820354176,0.7572560969038022,0.7615331974575383,0.6601565959626896,0.6559330306245101,0.6295162369260652,0.730070529249133,0.7250370336460037,0.3604016749097809,0.5098486175204471,0.5090464007018909,0.5146180331150845,0.4286134350488737,0.3246609890277341,0.2772123238912627,0.2668140635735199,0.21901632713219957,0.11608663080883484,0.10310345673823626,0.161701557173313,0.3199018880295912,0.22258677348076533,0.42986259940740335,0.44678850550989174,0.47939293048212556,0.1231301328715938,0.061280153437167424,0.07476634729683847,0.08826536342971884,0.1866827286052514,0.10064452937387083,0.07005549490100733,0.07901800222402461,0.39600398784205026,0.3193303907446534,0.36008575206324167,0.424728002601114,0.3297265434794099,0.3777615988783509,0.4958731496863038,0.4736982250742585,0.5075761938624055,0.3737869214185139,0.2789167117246052,0.21416122726282083,0.19756680241903268,0.27380290142377817,0.1616516660817524,0.14574723950704538,0.16479265204748117,0.34049918796517886,0.22049231925120694,0.3161748518978129,0.37061004653878626,0.2888384936086368,0.34716781305905897,0.38712869061055244,0.36765364210805274,0.3899588023305114,0.394330320795234,0.2953191688829975,0.2448100054243696,0.2779197952999084,0.3104700418932964,0.2340690666007159,0.19026671834410536,0.19536698348940718,0.1556314939789445,0.3487470114760072,0.13229722922369547,0.31590720658823557,0.047672982133235564,0.19041446856340372,0.046159504718389144,0.1554377030499836,0.3797246479662135,0.3501003027334809,0.2592163596418686,0.2500873231307196
v_LongJump_g04_c04,0.3371726333367976,0.48822071919783805,0.49535319346605855,0.6983265787030927,0.8045570460750776,0.5665074938168639,0.5464542633397322,0.6703336198266376,0.6945429002318312,0.0550684782639491,0.20348195689711673,0.05074006091674161,0.10628290209861178,0.4277717947586831,0.19699382314284258,0.10157228735978624,0.09719157111990795,0.7893673178896279,0.8085129258379311,0.848814725612101,0.8383139369234414,0.7802580592378945,0.7491741177782387,0.8296999928697915,0.8309238550409646,0.8541621563181252,0.2954949580982884,0.44178663128172957,0.26938365333830916,0.2807464742020329,0.40684594147955977,0.21185547047412,0.29772429102217757,0.3235146843746861,0.6502747903341515,0.6388782923804683,0.7370338951932354,0.7653845117656601,0.6075298713749362,0.6720008977918042,0.6204625693844719,0.6699175324520183,0.6837594671869738,0.196985135823752,0.32389949149478525,0.24163523296851963,0.2484924293032691,0.2045497985466227,0.15623678294036836,0.23464905404512137,0.25487984697360844,0.10417067907625942,0.06936273961254638,0.07248528709261143,0.1074340373669993,0.3685199852691831,0.22749478536965986,0.3633950922590512,0.3796568486791867,0.4105254481784911,0.09958950533759854,0.04439104264294985,0.04265830393969521,0.0648993359693953,0.2332528102503609,0.13221527252728524,0.08789372729622451,0.050945265829337644,0.3287659582838387,0.27452859256118245,0.2587590512976021,0.28097724888175435,0.359848558638987,0.31217712137549825,0.3855204579576821,0.4011033174738259,0.40740308139174886,0.3767560266808232,0.28336585992133223,0.18299958043849074,0.2377154820517262,0.327710344727393,0.2035488926724156,0.1412872516468724,0.12551021509921156,0.2418917647228227,0.19540316251368495,0.19086878313828493,0.2111114565122989,0.24594245547632454,0.2860036568818032,0.23545440620364388,0.23220458744617645,0.23387764122890076,0.32679809757223666,0.1895012859849885,0.09850696052063768,0.17002968205095215,0.2952341019764617,0.12167660847638251,0.08667635379788408,0.07730727104899415,0.10209802511781163,0.3487287757143349,0.10131490204184956,0.3023700115427346,0.03958394312417113,0.13306051426684462,0.04140893676435553,0.1311309629038533,0.3061246680887416,0.34526202325709165,0.1420775590208359,0.10966377374483273
v_LongJump_g04_c05,0.3101188088461355,0.5517378721632721,0.6496967594908533,0.6897409002833692,0.7674230451805188,0.5468938196534473,0.6109422794780602,0.7188430445442232,0.731162106986249,0.05074660681910814,0.3642676255255123,0.052949029700956204,0.13053672590035942,0.4876884001826675,0.2194033845930048,0.15126726512726416,0.17449591098120437,0.7785264991380245,0.7870120547868282,0.8674502514459164,0.873097970352319,0.7880348108865292,0.6933142088510067,0.8549456738091976,0.8920678042031795,0.8828992985345394,0.3840157590259423,0.600702067409884,0.34924085954321527,0.41874544838560723,0.5249419412959924,0.3327176771510949,0.41114803174627923,0.4253595672000756,0.7211389774220152,0.7479730441464199,0.8333026240343315,0.8467502936018718,0.7160845664093358,0.715934179001124,0.7736352518895728,0.840463930484475,0.8266728557409806,0.2888898314351991,0.47985469064701647,0.27263360939946324,0.28638797699500174,0.4056569342876628,0.2462987217961654,0.35993986580547244,0.36568161918808073,0.23158158088931594,0.13902973445081043,0.09491963998238578,0.11924784621553804,0.3507217149723204,0.19892654382975727,0.3780196322857835,0.44873566722944674,0.5135379588198444,0.10423391990892508,0.05636168069845088,0.07838203779473996,0.12689284596974434,0.19756037000714302,0.12969026489638885,0.05922496299223615,0.05647613921621631,0.3582106672383816,0.31257678495421715,0.3711847208596737,0.4186562143422634,0.32471184359565086,0.32658336983695335,0.4604021452523739,0.5245601080514462,0.5194901965714962,0.3767661354888787,0.28490235427511834,0.3157644770492425,0.3423278532375207,0.34201013067854547,0.24645235160483026,0.15725756207598351,0.15842874864233636,0.21984057132794987,0.19861160646541975,0.20066150264028693,0.23279051610734314,0.21656814868038055,0.3012001221359242,0.25050314881809754,0.2615852610761067,0.2598986865632469,0.26546538968113964,0.1654244391975226,0.2015694249481612,0.258034471680503,0.2609652646106042,0.1605630270991938,0.10256508004871989,0.09663391870466853,0.14467483685984917,0.39309962020888634,0.16096597836985893,0.3586919151402981,0.029707448129784098,0.1534453235019555,0.03705062860740327,0.14367054918898248,0.31807794478256257,0.4269985531782731,0.1583533234265633,0.21501042441155732
v_LongJump_g04_c06,0.5496087116984806,0.6484506847026448,0.6863511274007204,0.7004160414695827,0.8063801813870668,0.6366435364491361,0.6116313223343561,0.7301071731830199,0.701417766358046,0.060954797111593524,0.3326311710798841,0.07228999054157154,0.19025238271366296,0.5006154786579838,0.2606679857909606,0.09647789442359342,0.12777868747259216,0.7293208473984123,0.8045732611481071,0.8638396495643974,0.8547131055656791,0.7738781207863212,0.7922237151924492,0.8235031002823234,0.8764006727997184,0.865603410607946,0.4781212073669394,0.6779967409477194,0.5150084358558615,0.5551063281402548,0.6014173489913901,0.3638665539131125,0.4145463866100272,0.3899498742923697,0.6650465344773693,0.7668562154049141,0.8336831247197551,0.8361970542227937,0.738621879112543,0.764203938864739,0.7355618732744915,0.8113145229635847,0.7998889896316541,0.4561672611537233,0.5435463751575753,0.4810808848499164,0.4982258791944787,0.5061145353040502,0.3799075966610417,0.3965587783980027,0.4056779004542932,0.22559619744630957,0.13720820993588373,0.10275299996540947,0.14300209656174434,0.4198261632851699,0.2826728304228415,0.38764049942737194,0.3936796258442016,0.4173647545142407,0.13497859407715887,0.07788502235230477,0.06113712340946251,0.08940065779203483,0.1959229196537759,0.15191921689497181,0.08713661243714664,0.06476903317599762,0.4103532964054466,0.32792621195949323,0.329645478135717,0.3674549692932487,0.3991624945465446,0.4230083459679008,0.47015550077594526,0.41867651880420453,0.46743463814891584,0.42387713612174593,0.267903105627056,0.33157159508323275,0.3333501976833304,0.3350705665454825,0.2665930253372153,0.19554114461993777,0.18335873008823,0.38404681621614145,0.26277167822263436,0.275605727583752,0.3180529875207867,0.29556500342005165,0.4042271937141777,0.3206116286564793,0.28653385906909534,0.3138846204892616,0.39327709049075565,0.26649934554006904,0.2759680184892659,0.2746266278586518,0.3216678124643977,0.2949070081960766,0.23222229991461063,0.23949928198362613,0.23150850177444227,0.3496119314495445,0.22842594326175458,0.39954146087802656,0.05055076749181353,0.1678044659004172,0.0389999312267264,0.18184313298320376,0.38321626242715867,0.3061921572010033,0.200173859980423,0.24105735288118013
v_LongJump_g04_c07,0.4395688019592461,0.5960964585282365,0.6702681686724627,0.7073077594220534,0.7771257643642671,0.6352686508038246,0.7020647107386122,0.7810412603320882,0.7720779362408554,0.10040354906397692,0.4332199760166804,0.12010939233840422,0.16565326502883915,0.4169493486892005,0.31044866102893354,0.1300881162415916,0.21010069228256778,0.7273928499471367,0.7873597717534722,0.884202179933709,0.877521214510125,0.7971647358190239,0.7955095744382561,0.8342540836583794,0.8925036764394463,0.8951816535245598,0.44514711577562593,0.6928657777991702,0.34596191723017,0.3893351145472934,0.49711923677591585,0.3333104737487247,0.41355269033579134,0.42732452232507967,0.7143294964680535,0.7561075435714883,0.8984629960959865,0.8947809727160347,0.7395204130789352,0.777543206442715,0.7610675689993514,0.8120072798101319,0.8187751143468631,0.49279138682436496,0.6386554630382761,0.4698832910883084,0.4760190018362209,0.42609212039064914,0.365303170206289,0.381671431046243,0.43325832000959963,0.26705410979563504,0.13797745128954195,0.12872979206062385,0.16947334344630813,0.4164259330182534,0.2619326510924963,0.4013481728831585,0.370664070175198,0.39450270591457703,0.12375511901703384,0.054308728947658015,0.046848703595840806,0.08598594688173332,0.18887294633300264,0.089501295306795,0.06125100301124896,0.05555049105071624,0.41164484384171374,0.33497473361603625,0.36408680441491015,0.4170739031087578,0.39743238451592333,0.3538937843095482,0.42700585487000353,0.4008283889543236,0.4129138863336266,0.3698227592196872,0.22878444571165346,0.27782936770586275,0.331614274570029,0.28703187782434725,0.2178239263978412,0.11777113009361528,0.12107953805593752,0.3922305933010648,0.3190656810620567,0.34401648380298866,0.3714065703970846,0.3499413380304759,0.360910244002298,0.35894560229280614,0.3354845747744548,0.36291058448841795,0.3582962868285904,0.23317740288439381,0.3043708037405679,0.3133961692448146,0.27863366103338194,0.221771098840466,0.16759321074152922,0.16129997353220915,0.25118458035103686,0.36690512063614733,0.25752013685814745,0.37227886679283984,0.04264353964595102,0.15014191348222994,0.03873144094018244,0.1369182356086185,0.44478130754549056,0.45506671412382277,0.19125690766843037,0.22032825325921293
v_LongJump_g05_c01,0.4923354763026331,0.6425556106063738,0.4124255166662967,0.6844748858220912,0.8532023579028307,0.20543855045209913,0.026151818555651928,0.049700171902191406,0.025195010216431876,0.00014464629752713638,1.427815809222605e-06,0.0001580599568957051,6.636760856642521e-05,0.014027544823584231,0.026270476040034296,0.004687458758160253,0.004597941884404624,0.41818410191444855,0.3211274150362442,0.22850793633369904,0.20909492704777222,0.2146891507854889,0.41269314322380524,0.06080749291686516,0.19180840287117462,0.09442530605701904,0.00437696448193492,0.002860218124851599,0.009717777209743872,0.008274498233959093,0.011518364610537901,0.011674160907432451,0.010589145893618479,0.0075038297347873595,0.2915890429922001,0.17753833576534817,0.11649521368053684,0.10386549303620995,0.184563941502347,0.28499378817468823,0.0470104327887384,0.09175969173338672,0.06294503975914267,0.006079296557118141,0.003157924165179793,0.01288621094613518,0.016470549280029445,0.00823611036435068,0.016142556501336003,0.019696323560538076,0.013930984746593822,0.02329194086501155,0.015265686963648191,0.01807742043559652,0.022852638309205493,0.007226061448088195,0.02512923925638375,0.02386122490059379,0.03178610582102647,0.01826539773340007,0.0014274957075102739,0.0031357531155749244,0.0013120782721556695,0.0017044844463793927,0.004402607402766094,0.0012980785578815632,0.0007040377609582075,0.0005305404025478303,0.049312688743157196,0.04264915767817001,0.06880634311346512,0.05446736547855835,0.013780696650428581,0.06507274541763763,0.06884774598984222,0.14787262711433868,0.07113865051178436,0.011025879370436087,0.03231106589214505,0.011939807633325472,0.013136540377900019,0.012607362891003504,0.0034947794176787284,0.000856004726529136,0.0009323341785147932,0.0458317025731958,0.033049392732209526,0.042153126662014984,0.031689343848483986,0.019100507561233826,0.02669060492189601,0.11004319212952396,0.08053327148627432,0.06135288038785802,0.007825885810689215,0.010141012753592804,0.003260312315092051,0.004300659904492576,0.02140931471272456,0.003916865426759841,0.0016113209991459598,0.00238809187307254,0.020582933311743545,0.12665942344574432,0.016559556459469604,0.15403331849483948,0.0009847905732840445,0.014898605483040228,0.0011933751650303748,0.015889814893171206,0.1517217628704384,0.1808194270217791,0.007920321670826524,0.006138087937888486
v_LongJump_g05_c02,0.5033672002922542,0.6624039763710279,0.6231788027858106,0.8191920704954742,0.8504212243838565,0.6162331359543125,0.10697374495805478,0.13152811239637874,0.12282274234309501,9.35725469713357e-05,3.921066656679852e-06,0.0002031998146810802,6.744368517520299e-05,0.0030824149140512174,0.01981460591870114,0.014787769846574804,0.014980096337568088,0.7403110917348386,0.6319012101430417,0.5553787406224728,0.5936667378682614,0.588760143114996,0.7994419987935544,0.33978245217986114,0.4021033104199887,0.4276579674024106,0.005374388159907539,0.001539373160994728,0.005416561240053852,0.00564372944245406,0.013256850043035229,0.007218432934678276,0.004124992849028786,0.0028735982214129763,0.6429764711992902,0.5067689681654883,0.40499989942145476,0.49036409528889635,0.44454375349414477,0.7488694304829551,0.2702482411168603,0.3488977149590937,0.3414329599818302,0.0063687183736433894,0.002718201331458614,0.009192334333360641,0.006649023628777395,0.008671144286608978,0.005501919147828466,0.0038071992244823605,0.0033313351665356095,0.026033724091697748,0.02640563836064571,0.022422927745258597,0.02388610934112661,0.017771952527054533,0.01908046203504104,0.045196362805926774,0.03932215657459176,0.03299947807338001,0.0020582867278919124,0.005151326770162738,0.0038776399962343715,0.007083526616558564,0.01904718911137884,0.0009767103105633131,0.0007305100823039424,0.000575167306847357,0.07709212411828048,0.04851662923283584,0.08194618482775695,0.06991877217478759,0.03548215512819297,0.05943663601465232,0.14838424880690582,0.17997283299155242,0.1156631465692044,0.01572487162957259,0.018975293585754116,0.01509086913029023,0.018201647648311337,0.014354322427607258,0.0005776683992735343,0.0005570047960645752,0.0009360137355542975,0.04249013503067545,0.03185177460181876,0.06607683066977188,0.05203630233154399,0.03873468513847911,0.028398668458976317,0.14394782343697443,0.15797436419597943,0.12229737053348799,0.0029540450180434163,0.002371761601352773,0.0057834296023884235,0.007885298050041456,0.012814574083222396,0.0020336824110227525,0.0013425278953036468,0.001086248877527396,0.030107924683761667,0.2752303238648892,0.030498860372972558,0.26753643710799224,0.0005254802836134331,0.0067713967018789845,0.0006039305899321334,0.00901434789011546,0.2452855458529666,0.3665986169688404,0.0050869013215560695,0.003918122787436005
