Loaded /home/acb11711tx/lzq/ExpEval/exe_res/ucf101_r2p1d_perturb_full_core5_cylinder_summed.pt
v_PoleVault_g04_c02: 0.87409014088189
v_PoleVault_g04_c03: 0.7604474306208431
v_PoleVault_g04_c04: 0.7690835967296152
v_PoleVault_g04_c05: 0.8689561108694761
v_PoleVault_g04_c06: 0.9396032609147369
v_PoleVault_g04_c07: 0.8815658129387884
v_PoleVault_g05_c01: 0.8948507823151886
v_PoleVault_g05_c02: 0.9231339753241627
v_PoleVault_g05_c03: 0.891717382670322
v_PoleVault_g05_c04: 0.8355146150206565
v_PoleVault_g05_c05: 0.8888323462670087
v_PoleVault_g06_c01: 0.9129183196564554
v_PoleVault_g06_c02: 0.8857231090878486
v_PoleVault_g06_c03: 0.9063953493823647
v_PoleVault_g06_c04: 0.8612269034711062
v_PoleVault_g06_c05: 0.87026625379076
v_PoleVault_g07_c01: 0.9296685102963238
v_PoleVault_g07_c02: 0.5166642106705694
v_PoleVault_g07_c03: 0.6211564077166258
v_PoleVault_g07_c04: 0.8804790821959614
v_RopeClimbing_g01_c01: 0.9254153681686148
v_RopeClimbing_g01_c02: 0.9443114610621706
v_RopeClimbing_g01_c03: 0.6126561329001561
v_RopeClimbing_g01_c04: 0.9031779397046193
v_RopeClimbing_g02_c01: 0.8301923143444583
v_RopeClimbing_g02_c02: 0.9459049055585638
v_RopeClimbing_g02_c03: 0.7226693431148306
v_RopeClimbing_g02_c04: 0.6617017075186595
v_RopeClimbing_g02_c05: 0.907921661506407
v_RopeClimbing_g02_c06: 0.7867785744601861
v_RopeClimbing_g03_c01: 0.5227366216713563
v_RopeClimbing_g03_c02: 0.9132558376295492
v_RopeClimbing_g03_c03: 0.9629883823217824
v_RopeClimbing_g03_c04: 0.9484221349703148
v_RopeClimbing_g04_c01: 0.8503807255765423
v_RopeClimbing_g04_c02: 0.9452030031243339
v_RopeClimbing_g04_c03: 0.9367904389509931
v_RopeClimbing_g04_c04: 0.9460992104141042
v_RopeClimbing_g05_c01: 0.934499824536033
v_RopeClimbing_g05_c02: 0.9184542993316427
v_RopeClimbing_g05_c03: 0.9321846683742478
v_RopeClimbing_g05_c04: 0.9376737630227581
v_RopeClimbing_g05_c05: 0.9157412751810625
v_RopeClimbing_g05_c06: 0.7938105704961345
v_RopeClimbing_g05_c07: 0.9186063461238518
v_RopeClimbing_g06_c01: 0.9458511491538957
v_RopeClimbing_g06_c02: 0.9296360580483451
v_RopeClimbing_g06_c03: 0.9532999853836372
v_RopeClimbing_g06_c04: 0.9359832793707028
v_RopeClimbing_g07_c01: 0.8370824953308329
v_RopeClimbing_g07_c02: 0.8917436808114871
v_RopeClimbing_g07_c03: 0.8154196155956015
v_RopeClimbing_g07_c04: 0.8290529601508752
v_RopeClimbing_g07_c05: 0.932253977865912
v_SalsaSpin_g01_c01: 0.943902822007658
v_SalsaSpin_g01_c02: 0.9576912052289117
v_SalsaSpin_g01_c03: 0.9465731163800228
v_SalsaSpin_g01_c04: 0.9467199605714995
v_SalsaSpin_g01_c05: 0.9469589740328956
v_SalsaSpin_g01_c06: 0.9482288444705773
v_SalsaSpin_g01_c07: 0.9511946130369324
v_SalsaSpin_g02_c01: 0.5596644036995713
v_SalsaSpin_g02_c02: 0.32879395711643156
v_SalsaSpin_g02_c03: 0.15361089200996503
v_SalsaSpin_g02_c04: 0.23120729683432728
v_SalsaSpin_g02_c05: 0.4873094365175348
v_SalsaSpin_g02_c06: 0.3162418796418933
v_SalsaSpin_g02_c07: 0.22709459063480608
v_SalsaSpin_g03_c01: 0.9364711875387002
v_SalsaSpin_g03_c02: 0.9466336057812441
v_SalsaSpin_g03_c03: 0.9571233673777897
v_SalsaSpin_g03_c04: 0.9572508379642386
v_SalsaSpin_g03_c05: 0.9304032556538004
v_SalsaSpin_g03_c06: 0.9663519983005244
v_SalsaSpin_g04_c01: 0.9365797508799005
v_SalsaSpin_g04_c02: 0.9298192842688877
v_SalsaSpin_g04_c03: 0.9122632425569464
v_SalsaSpin_g04_c04: 0.9240912543900777
