Loaded /home/acb11711tx/lzq/ExpEval/exe_res/ucf101_r2p1d_perturb_full_core14_summed.pt
v_Fencing_g06_c01: 0.6298828563594725
v_Fencing_g06_c02: 0.5861864267790224
v_Fencing_g06_c03: 0.817712649324676
v_Fencing_g06_c04: 0.8643907621444669
v_Fencing_g07_c01: 0.7945046255772468
v_Fencing_g07_c02: 0.641837182076415
v_Fencing_g07_c03: 0.8592851854336914
v_Fencing_g07_c04: 0.8231713665591087
v_FloorGymnastics_g01_c01: 0.9425081498920918
v_FloorGymnastics_g01_c02: 0.9394346168264747
v_FloorGymnastics_g01_c03: 0.9034361739177257
v_FloorGymnastics_g01_c04: 0.9158210158348083
v_FloorGymnastics_g01_c05: 0.9281318956054747
v_FloorGymnastics_g02_c01: 0.8315212323796004
v_FloorGymnastics_g02_c02: 0.8536742106080055
v_FloorGymnastics_g02_c03: 0.9237715399358422
v_FloorGymnastics_g02_c04: 0.9504221957176924
v_FloorGymnastics_g03_c01: 0.942783452803269
v_FloorGymnastics_g03_c02: 0.907671261113137
v_FloorGymnastics_g03_c03: 0.8584030191414058
v_FloorGymnastics_g03_c04: 0.894560158951208
v_FloorGymnastics_g04_c01: 0.9496110084000975
v_FloorGymnastics_g04_c02: 0.9304134377744049
v_FloorGymnastics_g04_c03: 0.8776351239066571
v_FloorGymnastics_g04_c04: 0.937925074249506
v_FloorGymnastics_g04_c05: 0.9436852755025029
v_FloorGymnastics_g05_c01: 0.9385203297715634
v_FloorGymnastics_g05_c02: 0.9484331298153847
v_FloorGymnastics_g05_c03: 0.9385315848048776
v_FloorGymnastics_g05_c04: 0.9492928476538509
v_FloorGymnastics_g06_c01: 0.8575561926700175
v_FloorGymnastics_g06_c02: 0.9061944286804646
v_FloorGymnastics_g06_c03: 0.9185547325760126
v_FloorGymnastics_g06_c04: 0.5826283344067633
v_FloorGymnastics_g06_c05: 0.3559467054437846
v_FloorGymnastics_g06_c06: 0.6337957568466663
v_FloorGymnastics_g06_c07: 0.596050132997334
v_FloorGymnastics_g07_c01: 0.7115779933519661
v_FloorGymnastics_g07_c02: 0.9145982281770557
v_FloorGymnastics_g07_c03: 0.9591003032401204
v_FloorGymnastics_g07_c04: 0.6610095936339349
v_FloorGymnastics_g07_c05: 0.6676108343526721
v_FloorGymnastics_g07_c06: 0.6893810809124261
v_FloorGymnastics_g07_c07: 0.861101662972942
v_GolfSwing_g01_c01: 0.8854586735542398
v_GolfSwing_g01_c02: 0.8429621609102469
v_GolfSwing_g01_c03: 0.8936079444538336
v_GolfSwing_g01_c04: 0.9091023686050903
v_GolfSwing_g01_c05: 0.9178801949310582
v_GolfSwing_g01_c06: 0.8974418074067216
v_GolfSwing_g02_c01: 0.8182116574316751
v_GolfSwing_g02_c02: 0.61100248011644
v_GolfSwing_g02_c03: 0.5880817880097311
v_GolfSwing_g02_c04: 0.7769955917901825
v_GolfSwing_g03_c01: 0.5984987041156273
v_GolfSwing_g03_c02: 0.6479082042060327
v_GolfSwing_g03_c03: 0.6833387307997327
v_GolfSwing_g03_c04: 0.6633940853353124
v_GolfSwing_g03_c05: 0.6287952074490022
v_GolfSwing_g03_c06: 0.675265296100406
v_GolfSwing_g03_c07: 0.7143795869487803
v_GolfSwing_g04_c01: 0.8039967380173039
v_GolfSwing_g04_c02: 0.8060134080878925
v_GolfSwing_g04_c03: 0.8976960512518417
v_GolfSwing_g04_c04: 0.8319464521191549
v_GolfSwing_g04_c05: 0.7764436478901189
v_GolfSwing_g04_c06: 0.8490747471514624
v_GolfSwing_g05_c01: 0.43261575626092963
v_GolfSwing_g05_c02: 0.82374009580235
v_GolfSwing_g05_c03: 0.832647238363279
v_GolfSwing_g05_c04: 0.8239005887589883
v_GolfSwing_g05_c05: 0.8050128940667491
v_GolfSwing_g05_c06: 0.5818476350686979
v_GolfSwing_g05_c07: 0.5147315696522128
v_GolfSwing_g06_c01: 0.013998258393257856
v_GolfSwing_g06_c02: 0.5568966469436418
v_GolfSwing_g06_c03: 0.7590692618105095
v_GolfSwing_g06_c04: 0.5358473006344866
v_GolfSwing_g07_c01: 0.6674982381227892
v_GolfSwing_g07_c02: 0.8040130545559805
v_GolfSwing_g07_c03: 0.8363513515505474
v_GolfSwing_g07_c04: 0.654253911197884
v_GolfSwing_g07_c05: 0.48031919842469506
v_HorseRiding_g01_c01: 0.9312001806029002
v_HorseRiding_g01_c02: 0.9260870876532863
v_HorseRiding_g01_c03: 0.9011566563785891
v_HorseRiding_g01_c04: 0.9235119502336602
v_HorseRiding_g01_c05: 0.9431512865048717
v_HorseRiding_g01_c06: 0.9179500438549439
v_HorseRiding_g01_c07: 0.9544167946369271
v_HorseRiding_g02_c01: 0.9353215037190239
v_HorseRiding_g02_c02: 0.9254770592597197
v_HorseRiding_g02_c03: 0.9226051579971681
v_HorseRiding_g02_c04: 0.944248405219696
v_HorseRiding_g02_c05: 0.9170531557683717
v_HorseRiding_g02_c06: 0.9362140027151327
v_HorseRiding_g02_c07: 0.9334833998509566
v_HorseRiding_g03_c01: 0.8786117799390922
v_HorseRiding_g03_c02: 0.8987273212333093
v_HorseRiding_g03_c03: 0.8834251858570497
v_HorseRiding_g03_c04: 0.9097113289681147
v_HorseRiding_g03_c05: 0.9310029988919268
v_HorseRiding_g03_c06: 0.9204082416181336
v_HorseRiding_g03_c07: 0.9304215211232076
v_HorseRiding_g04_c01: 0.838286082194827
v_HorseRiding_g04_c02: 0.8557404709790717
v_HorseRiding_g04_c03: 0.8152353143595974
v_HorseRiding_g04_c04: 0.8938162694030325
v_HorseRiding_g04_c05: 0.8876649212834309
v_HorseRiding_g04_c06: 0.9130819662750582
v_HorseRiding_g04_c07: 0.8952097468354623
v_HorseRiding_g05_c01: 0.9353828979001264
v_HorseRiding_g05_c02: 0.9453338204693864
v_HorseRiding_g05_c03: 0.914151074764959
v_HorseRiding_g05_c04: 0.9293395347704063
v_HorseRiding_g05_c05: 0.9147991856370936
v_HorseRiding_g05_c06: 0.9077952219449799
v_HorseRiding_g05_c07: 0.8898500268624048
v_HorseRiding_g06_c01: 0.9298018358458648
v_HorseRiding_g06_c02: 0.9551680872027646
v_HorseRiding_g06_c03: 0.939930072221614
v_HorseRiding_g06_c04: 0.9506397733275662
v_HorseRiding_g06_c05: 0.945454876338772
v_HorseRiding_g06_c06: 0.975777205247141
v_HorseRiding_g06_c07: 0.9510920675747911
v_HorseRiding_g07_c01: 0.8810870809757034
v_HorseRiding_g07_c02: 0.8623729489554535
v_HorseRiding_g07_c03: 0.8367415007014642
v_HorseRiding_g07_c04: 0.8503638963957201
v_HorseRiding_g07_c05: 0.8952811566923629
v_HorseRiding_g07_c06: 0.9363135946259717
v_HorseRiding_g07_c07: 0.9312308215812664
v_IceDancing_g01_c01: 0.6757901551172836
v_IceDancing_g01_c02: 0.7380025499005569
v_IceDancing_g01_c03: 0.7029895061132265
v_IceDancing_g01_c04: 0.7665508655336453
v_IceDancing_g01_c05: 0.8126664278534008
v_IceDancing_g01_c06: 0.6830293189705117
v_IceDancing_g01_c07: 0.684802224903251
v_IceDancing_g02_c01: 0.7987792997591896
v_IceDancing_g02_c02: 0.728893215113203
v_IceDancing_g02_c03: 0.7005261425365461
v_IceDancing_g02_c04: 0.7365749469463481
v_IceDancing_g02_c05: 0.7343480431445641
v_IceDancing_g02_c06: 0.7187819604732795
v_IceDancing_g02_c07: 0.701567117634113
v_IceDancing_g03_c01: 0.7062941990297986
v_IceDancing_g03_c02: 0.8637336462707026
v_IceDancing_g03_c03: 0.7664612969820155
v_IceDancing_g03_c04: 0.808631266510929
v_IceDancing_g03_c05: 0.8855882138450397
v_IceDancing_g03_c06: 0.7938149008405162
v_IceDancing_g04_c01: 0.5531638886750443
v_IceDancing_g04_c02: 0.7137835182220442
v_IceDancing_g04_c03: 0.5937060823634965
v_IceDancing_g04_c04: 0.6064321438752813
v_IceDancing_g04_c05: 0.02128618658753112
v_IceDancing_g04_c06: 0.5366116022196366
v_IceDancing_g04_c07: 0.6135982422129018
v_IceDancing_g05_c01: 0.7473089483537478
v_IceDancing_g05_c02: 0.786762019895832
v_IceDancing_g05_c03: 0.7499025012803031
v_IceDancing_g05_c04: 0.6363178862229688
v_IceDancing_g05_c05: 0.7859460520994617
v_IceDancing_g05_c06: 0.7812543227773858
v_IceDancing_g06_c01: 0.8576178080838872
v_IceDancing_g06_c02: 0.7456197264109505
v_IceDancing_g06_c03: 0.843537068736623
v_IceDancing_g06_c04: 0.7914232984621776
v_IceDancing_g06_c05: 0.7794578811590327
v_IceDancing_g06_c06: 0.6329963072639657
v_IceDancing_g07_c01: 0.8545356879913015
v_IceDancing_g07_c02: 0.85273730084009
v_IceDancing_g07_c03: 0.7933257359982235
v_IceDancing_g07_c04: 0.6802124134701444
v_IceDancing_g07_c05: 0.7607548393280013
v_IceDancing_g07_c06: 0.6667414918047143
v_IceDancing_g07_c07: 0.7349614093982382
v_LongJump_g01_c01: 0.8446879805869685
v_LongJump_g01_c02: 0.8739909282758163
v_LongJump_g01_c03: 0.9204456603492872
v_LongJump_g01_c04: 0.8342309831514285
v_LongJump_g01_c05: 0.8968285103201197
v_LongJump_g01_c06: 0.8710055290594028
v_LongJump_g01_c07: 0.870142674060844
v_LongJump_g02_c01: 0.9587896794419066
v_LongJump_g02_c02: 0.9754190125840978
v_LongJump_g02_c03: 0.9849556358403788
v_LongJump_g02_c04: 0.9513649989257829
v_LongJump_g02_c05: 0.9650885066821502
v_LongJump_g03_c01: 0.8563665922138171
v_LongJump_g03_c02: 0.8889564729634003
v_LongJump_g03_c03: 0.6774807793426589
v_LongJump_g03_c04: 0.8472284409090207
v_LongJump_g03_c05: 0.7513287926431076
v_LongJump_g03_c06: 0.8313081110700296
v_LongJump_g04_c01: 0.8283972160297708
v_LongJump_g04_c02: 0.8502943408548163
v_LongJump_g04_c03: 0.8086825872178451
v_LongJump_g04_c04: 0.8433657286095695
v_LongJump_g04_c05: 0.8913875364105479
v_LongJump_g04_c06: 0.8717949623114691
v_LongJump_g04_c07: 0.8621457791759894
v_LongJump_g05_c01: 0.12296506777238392
v_LongJump_g05_c02: 0.35067803423044097
v_LongJump_g05_c03: 0.3889702078759001
v_LongJump_g05_c04: 0.7450021880085842
v_LongJump_g05_c05: 0.7175495060964749
v_LongJump_g06_c01: 0.3453693101055251
v_LongJump_g06_c02: 0.6358378457243816
v_LongJump_g06_c03: 0.36175138688304287
v_LongJump_g06_c04: 0.4546890784858988
v_LongJump_g07_c01: 0.614557141192563
v_LongJump_g07_c02: 0.8674010678532795
v_LongJump_g07_c03: 0.434629759971358
v_LongJump_g07_c05: 0.7400211470539944
v_PoleVault_g01_c01: 0.8722628831965267
v_PoleVault_g01_c02: 0.9019404234932153
v_PoleVault_g01_c03: 0.9173842337550013
v_PoleVault_g01_c04: 0.9156531428088783
v_PoleVault_g01_c05: 0.8437745899063884
v_PoleVault_g02_c01: 0.8814220192944049
v_PoleVault_g02_c02: 0.8258879931745469
v_PoleVault_g02_c03: 0.7786812954218476
v_PoleVault_g02_c04: 0.8525805992176174
v_PoleVault_g02_c05: 0.7824962555532693
v_PoleVault_g02_c06: 0.8320184303083806
v_PoleVault_g02_c07: 0.8949247740310966
v_PoleVault_g03_c01: 0.8769260798217147
v_PoleVault_g03_c02: 0.7253980910973041
v_PoleVault_g03_c03: 0.6951620431718766
v_PoleVault_g03_c04: 0.8034084960454493
v_PoleVault_g03_c05: 0.7588154798941105
v_PoleVault_g03_c06: 0.8599396887802868
v_PoleVault_g03_c07: 0.9041556669035344
v_PoleVault_g04_c01: 0.7205592635655194
v_PoleVault_g04_c02: 0.8416431008008658
v_PoleVault_g04_c03: 0.7537727236849605
v_PoleVault_g04_c04: 0.7478155269855051
v_PoleVault_g04_c05: 0.8673892239676206
v_PoleVault_g04_c06: 0.9264929212731658
v_PoleVault_g04_c07: 0.8979029692345648
v_PoleVault_g05_c01: 0.8936420001191436
v_PoleVault_g05_c02: 0.9162734807105153
v_PoleVault_g05_c03: 0.8984380447873264
v_PoleVault_g05_c04: 0.8415259818648337
v_PoleVault_g05_c05: 0.86445774204185
v_PoleVault_g06_c01: 0.9061486029168009
v_PoleVault_g06_c02: 0.8875817607258796
v_PoleVault_g06_c03: 0.8791777824153542
v_PoleVault_g06_c04: 0.8564053645459353
v_PoleVault_g06_c05: 0.8086684296940803
v_PoleVault_g07_c01: 0.9147937539601116
v_PoleVault_g07_c02: 0.5004684365922003
v_PoleVault_g07_c03: 0.6369234455851256
v_PoleVault_g07_c04: 0.8272363987853169
v_RopeClimbing_g01_c01: 0.9018499566009268
v_RopeClimbing_g01_c02: 0.9435133548686281
v_RopeClimbing_g01_c03: 0.6518936321372166
v_RopeClimbing_g01_c04: 0.8833245862042531
v_RopeClimbing_g02_c01: 0.7889457213459536
v_RopeClimbing_g02_c02: 0.9317895720014349
v_RopeClimbing_g02_c03: 0.663307766080834
v_RopeClimbing_g02_c04: 0.5850466176634654
v_RopeClimbing_g02_c05: 0.8845242754323408
v_RopeClimbing_g02_c06: 0.7333473019534722
v_RopeClimbing_g03_c01: 0.495729697518982
v_RopeClimbing_g03_c02: 0.8819675714476034
v_RopeClimbing_g03_c03: 0.958274191361852
v_RopeClimbing_g03_c04: 0.9428716312395409
v_RopeClimbing_g04_c01: 0.8137999841710553
v_RopeClimbing_g04_c02: 0.9247039525071159
v_RopeClimbing_g04_c03: 0.9149123752722517
v_RopeClimbing_g04_c04: 0.9305963999358937
v_RopeClimbing_g05_c01: 0.9180381541373208
v_RopeClimbing_g05_c02: 0.9091211656341329
v_RopeClimbing_g05_c03: 0.9170413931133226
v_RopeClimbing_g05_c04: 0.9285925185540691
v_RopeClimbing_g05_c05: 0.9063657625811175
v_RopeClimbing_g05_c06: 0.7943825366673991
v_RopeClimbing_g05_c07: 0.9064381771022454
v_RopeClimbing_g06_c01: 0.9424971957923844
v_RopeClimbing_g06_c02: 0.9353201357880607
v_RopeClimbing_g06_c03: 0.9572018246399239
v_RopeClimbing_g06_c04: 0.9112357884878293
v_RopeClimbing_g07_c01: 0.834204783081077
v_RopeClimbing_g07_c02: 0.8748499363427982
v_RopeClimbing_g07_c03: 0.8239132774760947
v_RopeClimbing_g07_c04: 0.8508076422149315
v_RopeClimbing_g07_c05: 0.8861732693621889
v_SalsaSpin_g01_c01: 0.9585237221617717
v_SalsaSpin_g01_c02: 0.9495034343854059
v_SalsaSpin_g01_c03: 0.9506624718487728
v_SalsaSpin_g01_c04: 0.9477082651865203
v_SalsaSpin_g01_c05: 0.9609946757846046
v_SalsaSpin_g01_c06: 0.9636818850704003
v_SalsaSpin_g01_c07: 0.9566043902013917
v_SalsaSpin_g02_c01: 0.5923306696640793
v_SalsaSpin_g02_c02: 0.3490236245415872
v_SalsaSpin_g02_c03: 0.13988592417263135
v_SalsaSpin_g02_c04: 0.29108916281256825
v_SalsaSpin_g02_c05: 0.45539663286763243
v_SalsaSpin_g02_c06: 0.40624376076448243
v_SalsaSpin_g02_c07: 0.23949369785259478
v_SalsaSpin_g03_c01: 0.9310728544660378
v_SalsaSpin_g03_c02: 0.9419570849568117
v_SalsaSpin_g03_c03: 0.9487780018534977
v_SalsaSpin_g03_c04: 0.9490376755420584
v_SalsaSpin_g03_c05: 0.9313059679989237
v_SalsaSpin_g03_c06: 0.9643434409808833
v_SalsaSpin_g04_c01: 0.9313436616503168
v_SalsaSpin_g04_c02: 0.9340879901137669
v_SalsaSpin_g04_c03: 0.9200793188356329
v_SalsaSpin_g04_c04: 0.9216884123452473
