Loaded /home/lzq/ExpEval/exe_res/ucf101_r2p1d_perturb_full_core8_summed.pt
v_CricketBowling_g06_c04: 0.7602336019990616
v_CricketBowling_g06_c05: 0.9253961206195527
v_CricketBowling_g07_c01: 0.9356977240895503
v_CricketBowling_g07_c02: 0.9259682278861874
v_CricketBowling_g07_c03: 0.8382206596215838
v_CricketBowling_g07_c04: 0.46017306610156083
v_Diving_g01_c01: 0.9770299262017943
v_Diving_g01_c02: 0.9274144298979081
v_Diving_g01_c03: 0.9177495467592962
v_Diving_g01_c04: 0.9628935400978662
v_Diving_g01_c05: 0.9307995625422336
v_Diving_g01_c06: 0.9598375766654499
v_Diving_g01_c07: 0.9250683016725816
v_Diving_g02_c01: 0.8999396616709419
v_Diving_g02_c02: 0.9045559659716673
v_Diving_g02_c03: 0.817236824252177
v_Diving_g02_c04: 0.87088182620937
v_Diving_g02_c05: 0.9328131129150279
v_Diving_g02_c06: 0.880179867905099
v_Diving_g02_c07: 0.9314658078947105
v_Diving_g03_c01: 0.9158387424540706
v_Diving_g03_c02: 0.876801768608857
v_Diving_g03_c03: 0.9561639135354199
v_Diving_g03_c04: 0.9039818475139327
v_Diving_g03_c05: 0.8980002978933044
v_Diving_g03_c06: 0.9437807589420117
v_Diving_g03_c07: 0.9185700426460244
v_Diving_g04_c01: 0.9366421977174468
v_Diving_g04_c02: 0.9220881129731424
v_Diving_g04_c03: 0.978484051360283
v_Diving_g04_c04: 0.9333572646719404
v_Diving_g04_c05: 0.9391671126359142
v_Diving_g04_c06: 0.9207837577559985
v_Diving_g04_c07: 0.9622228174121119
v_Diving_g05_c01: 0.9018576231901534
v_Diving_g05_c02: 0.9074349576258101
v_Diving_g05_c03: 0.905374332156498
v_Diving_g05_c04: 0.8513205627095886
v_Diving_g05_c05: 0.8785077648353763
v_Diving_g05_c06: 0.893703066802118
v_Diving_g06_c01: 0.8194206546177156
v_Diving_g06_c02: 0.820910765149165
v_Diving_g06_c03: 0.9167424585320987
v_Diving_g06_c04: 0.9133012686506845
v_Diving_g06_c05: 0.8780261413776316
v_Diving_g06_c06: 0.8920770139084198
v_Diving_g06_c07: 0.8310195711092092
v_Diving_g07_c01: 0.919529017584864
v_Diving_g07_c02: 0.9517774247215129
v_Diving_g07_c03: 0.9357490172260441
v_Diving_g07_c04: 0.9204693516367115
v_Fencing_g01_c01: 0.8069124544563238
v_Fencing_g01_c02: 0.8252201843133662
v_Fencing_g01_c03: 0.8147782528831158
v_Fencing_g01_c04: 0.8141243559366558
v_Fencing_g01_c05: 0.8646852079837117
v_Fencing_g01_c06: 0.8395833102113102
v_Fencing_g02_c01: 0.909599633567268
v_Fencing_g02_c02: 0.7846386962628458
v_Fencing_g02_c03: 0.9088404301146511
v_Fencing_g02_c04: 0.9128409860713873
v_Fencing_g02_c05: 0.8660326245299075
v_Fencing_g03_c01: 0.7956442326831166
v_Fencing_g03_c02: 0.33272872227826156
v_Fencing_g03_c03: 0.8451166606100742
v_Fencing_g03_c04: 0.800291014049435
v_Fencing_g03_c05: 0.7455570671299938
v_Fencing_g04_c01: 0.4734846101200674
v_Fencing_g04_c02: 0.7930430193955544
v_Fencing_g04_c03: 0.641519765049452
v_Fencing_g04_c04: 0.774717256805161
v_Fencing_g04_c05: 0.6295814026670996
v_Fencing_g05_c01: 0.8320901164843235
v_Fencing_g05_c02: 0.8990932811575476
v_Fencing_g05_c03: 0.9046528769249562
v_Fencing_g05_c04: 0.8584781085664872
v_Fencing_g05_c05: 0.8817319661902729
v_Fencing_g06_c01: 0.6411867580900434
v_Fencing_g06_c02: 0.6587135960871819
v_Fencing_g06_c03: 0.8255016646871809
v_Fencing_g06_c04: 0.8681433514284436
v_Fencing_g07_c01: 0.8071337769797537
v_Fencing_g07_c02: 0.6272110963764135
v_Fencing_g07_c03: 0.8857209779380355
v_Fencing_g07_c04: 0.8231359614583198
v_FloorGymnastics_g01_c01: 0.9660832173467497
v_FloorGymnastics_g01_c02: 0.9761460711524705
v_FloorGymnastics_g01_c03: 0.9422342676480184
v_FloorGymnastics_g01_c04: 0.9392455815614085
v_FloorGymnastics_g01_c05: 0.9588192872979562
v_FloorGymnastics_g02_c01: 0.8487926914167474
v_FloorGymnastics_g02_c02: 0.8891856446207385
v_FloorGymnastics_g02_c03: 0.9431059755661408
v_FloorGymnastics_g02_c04: 0.972120670536242
v_FloorGymnastics_g03_c01: 0.9640814440135728
v_FloorGymnastics_g03_c02: 0.9445361377947847
v_FloorGymnastics_g03_c03: 0.8800702015214483
v_FloorGymnastics_g03_c04: 0.9490339166295598
v_FloorGymnastics_g04_c01: 0.965152383017994
v_FloorGymnastics_g04_c02: 0.9497082360830973
v_FloorGymnastics_g04_c03: 0.9012262846154044
v_FloorGymnastics_g04_c04: 0.9544039703250746
v_FloorGymnastics_g04_c05: 0.9618490756765823
v_FloorGymnastics_g05_c01: 0.9570598180216621
v_FloorGymnastics_g05_c02: 0.9588772940260242
v_FloorGymnastics_g05_c03: 0.9536700320240925
v_FloorGymnastics_g05_c04: 0.9612221807983587
v_FloorGymnastics_g06_c01: 0.8922024652638356
v_FloorGymnastics_g06_c02: 0.9168078100119601
v_FloorGymnastics_g06_c03: 0.9379435865484993
v_FloorGymnastics_g06_c04: 0.5588050740116159
v_FloorGymnastics_g06_c05: 0.3716699966971646
v_FloorGymnastics_g06_c06: 0.6385433859468321
v_FloorGymnastics_g06_c07: 0.6314795526486705
v_FloorGymnastics_g07_c01: 0.7806199015394668
v_FloorGymnastics_g07_c02: 0.8874318615344237
v_FloorGymnastics_g07_c03: 0.9705756874100189
v_FloorGymnastics_g07_c04: 0.7721784549576114
v_FloorGymnastics_g07_c05: 0.6873763901458005
v_FloorGymnastics_g07_c06: 0.7815390405521612
v_FloorGymnastics_g07_c07: 0.8886210081909667
v_GolfSwing_g01_c01: 0.9112393512914423
v_GolfSwing_g01_c02: 0.9261185677314643
v_GolfSwing_g01_c03: 0.9306885899568442
v_GolfSwing_g01_c04: 0.9473777887469623
v_GolfSwing_g01_c05: 0.9381908352079336
v_GolfSwing_g01_c06: 0.9368284970114473
v_GolfSwing_g02_c01: 0.8268996303959284
v_GolfSwing_g02_c02: 0.6361414551793132
v_GolfSwing_g02_c03: 0.6051257952640299
v_GolfSwing_g02_c04: 0.7653621955832932
v_GolfSwing_g03_c01: 0.6054942627961282
v_GolfSwing_g03_c02: 0.6105602913594339
v_GolfSwing_g03_c03: 0.6965008072147612
v_GolfSwing_g03_c04: 0.6494160808215383
v_GolfSwing_g03_c05: 0.6108375200128648
v_GolfSwing_g03_c06: 0.6916727262141649
v_GolfSwing_g03_c07: 0.6929566046746913
v_GolfSwing_g04_c01: 0.8177818617841695
v_GolfSwing_g04_c02: 0.80524909766973
v_GolfSwing_g04_c03: 0.8953278394474182
v_GolfSwing_g04_c04: 0.8369645671045873
v_GolfSwing_g04_c05: 0.8159364337625448
v_GolfSwing_g04_c06: 0.8708594698982779
v_GolfSwing_g05_c01: 0.3828756226284895
v_GolfSwing_g05_c02: 0.8297151633596513
v_GolfSwing_g05_c03: 0.8514302711992059
v_GolfSwing_g05_c04: 0.8079195105528925
v_GolfSwing_g05_c05: 0.8269167664984707
v_GolfSwing_g05_c06: 0.7002702624595258
v_GolfSwing_g05_c07: 0.5835445960110519
v_GolfSwing_g06_c01: 0.009946766062057577
v_GolfSwing_g06_c02: 0.5555938686302397
v_GolfSwing_g06_c03: 0.7948919512855355
v_GolfSwing_g06_c04: 0.5790617409220431
v_GolfSwing_g07_c01: 0.6954516243713442
v_GolfSwing_g07_c02: 0.8337685276346747
v_GolfSwing_g07_c03: 0.8309582636284176
v_GolfSwing_g07_c04: 0.6612492314598057
v_GolfSwing_g07_c05: 0.4859853672387544
v_HorseRiding_g01_c01: 0.9399052601293079
v_HorseRiding_g01_c02: 0.9338061871458194
v_HorseRiding_g01_c03: 0.9089525862582377
v_HorseRiding_g01_c04: 0.9576875249840668
v_HorseRiding_g01_c05: 0.951085558765044
v_HorseRiding_g01_c06: 0.9002353049800149
v_HorseRiding_g01_c07: 0.9650090764262131
v_HorseRiding_g02_c01: 0.9539442596942536
v_HorseRiding_g02_c02: 0.9611490682218573
v_HorseRiding_g02_c03: 0.9462941299643717
v_HorseRiding_g02_c04: 0.9666359693728737
v_HorseRiding_g02_c05: 0.942125015099009
v_HorseRiding_g02_c06: 0.9551091514513246
v_HorseRiding_g02_c07: 0.9428035397068015
v_HorseRiding_g03_c01: 0.8969188101109467
v_HorseRiding_g03_c02: 0.9153135653104982
v_HorseRiding_g03_c03: 0.912255237250065
v_HorseRiding_g03_c04: 0.934568253949692
v_HorseRiding_g03_c05: 0.947870994124969
v_HorseRiding_g03_c06: 0.9317627476048074
v_HorseRiding_g03_c07: 0.9389821189906797
v_HorseRiding_g04_c01: 0.8854296010904363
v_HorseRiding_g04_c02: 0.8985482884090743
v_HorseRiding_g04_c03: 0.829557237586414
v_HorseRiding_g04_c04: 0.8785602221250883
v_HorseRiding_g04_c05: 0.9051823687259457
v_HorseRiding_g04_c06: 0.9343903883345774
v_HorseRiding_g04_c07: 0.8936037592575303
v_HorseRiding_g05_c01: 0.9736246419124654
v_HorseRiding_g05_c02: 0.9698776422519586
v_HorseRiding_g05_c03: 0.9448078893110505
v_HorseRiding_g05_c04: 0.9382998413857422
v_HorseRiding_g05_c05: 0.9473756869774661
v_HorseRiding_g05_c06: 0.9330159736782662
v_HorseRiding_g05_c07: 0.9186279837958864
v_HorseRiding_g06_c01: 0.9454466841634712
v_HorseRiding_g06_c02: 0.9611107894670567
v_HorseRiding_g06_c03: 0.9660788682740531
v_HorseRiding_g06_c04: 0.9655232915174565
v_HorseRiding_g06_c05: 0.950024585610663
v_HorseRiding_g06_c06: 0.9769718015086255
v_HorseRiding_g06_c07: 0.9582482608020655
v_HorseRiding_g07_c01: 0.9138524694353691
v_HorseRiding_g07_c02: 0.8617661736425362
v_HorseRiding_g07_c03: 0.8396042521562777
v_HorseRiding_g07_c04: 0.8666325073209009
v_HorseRiding_g07_c05: 0.909404179219564
v_HorseRiding_g07_c06: 0.9544677984886221
v_HorseRiding_g07_c07: 0.9657379173659137
v_IceDancing_g01_c01: 0.7111528159148293
v_IceDancing_g01_c02: 0.7761580459336983
v_IceDancing_g01_c03: 0.7374972574907588
v_IceDancing_g01_c04: 0.7932749655592488
v_IceDancing_g01_c05: 0.8612750884640263
v_IceDancing_g01_c06: 0.7616943369648652
v_IceDancing_g01_c07: 0.7307831551443087
v_IceDancing_g02_c01: 0.82402878087305
v_IceDancing_g02_c02: 0.7342703288450139
v_IceDancing_g02_c03: 0.7206923011253821
v_IceDancing_g02_c04: 0.8005560030724155
v_IceDancing_g02_c05: 0.7551354013412492
v_IceDancing_g02_c06: 0.7808914307533996
v_IceDancing_g02_c07: 0.7552237552154111
v_IceDancing_g03_c01: 0.7369976839545416
v_IceDancing_g03_c02: 0.8716863363079028
v_IceDancing_g03_c03: 0.8283511837507831
v_IceDancing_g03_c04: 0.827305759259616
v_IceDancing_g03_c05: 0.888448163823341
v_IceDancing_g03_c06: 0.8101274403306888
v_IceDancing_g04_c01: 0.6460257793805795
v_IceDancing_g04_c02: 0.7515560544125037
v_IceDancing_g04_c03: 0.6466146220482187
v_IceDancing_g04_c04: 0.6414670387312071
v_IceDancing_g04_c05: 0.023226995806908235
v_IceDancing_g04_c06: 0.5452540968108224
v_IceDancing_g04_c07: 0.6454550174094038
v_IceDancing_g05_c01: 0.7912596251844661
v_IceDancing_g05_c02: 0.8123376576259034
v_IceDancing_g05_c03: 0.7427119756612228
v_IceDancing_g05_c04: 0.7154015672422247
v_IceDancing_g05_c05: 0.8039784836146282
v_IceDancing_g05_c06: 0.8313999487581896
v_IceDancing_g06_c01: 0.8794024115923094
v_IceDancing_g06_c02: 0.7455781222815858
v_IceDancing_g06_c03: 0.8443231943092542
v_IceDancing_g06_c04: 0.8363294377486454
v_IceDancing_g06_c05: 0.8234758516337024
v_IceDancing_g06_c06: 0.6340833766880678
v_IceDancing_g07_c01: 0.8679386267467635
v_IceDancing_g07_c02: 0.8872319391957717
v_IceDancing_g07_c03: 0.8132185476861196
v_IceDancing_g07_c04: 0.712026034903829
v_IceDancing_g07_c05: 0.756383076964994
v_IceDancing_g07_c06: 0.6844249381247209
v_IceDancing_g07_c07: 0.7592004129692214
v_LongJump_g01_c01: 0.8664005817499856
v_LongJump_g01_c02: 0.9014903655861417
v_LongJump_g01_c03: 0.9475407397494564
v_LongJump_g01_c04: 0.8539586900387803
v_LongJump_g01_c05: 0.9187471051354805
v_LongJump_g01_c06: 0.8878680406724015
v_LongJump_g01_c07: 0.8920336123210291
v_LongJump_g02_c01: 0.9689596027255902
v_LongJump_g02_c02: 0.9758408346333454
v_LongJump_g02_c03: 0.9851775439110497
v_LongJump_g02_c04: 0.9619978714854369
v_LongJump_g02_c05: 0.9718680581663648
v_LongJump_g03_c01: 0.8968534047835419
v_LongJump_g03_c02: 0.9157685495101759
v_LongJump_g03_c03: 0.7534861771509895
v_LongJump_g03_c04: 0.8545663091008464
v_LongJump_g03_c05: 0.7969683089413593
v_LongJump_g03_c06: 0.8602627366435627
v_LongJump_g04_c01: 0.8671128169753501
v_LongJump_g04_c02: 0.864033449872295
v_LongJump_g04_c03: 0.8249264622227201
v_LongJump_g04_c04: 0.8575388190456579
v_LongJump_g04_c05: 0.8921701453746209
v_LongJump_g04_c06: 0.8689742320802907
v_LongJump_g04_c07: 0.9048436856483022
v_LongJump_g05_c01: 0.10154225710175524
v_LongJump_g05_c02: 0.40567798361917085
v_LongJump_g05_c03: 0.37951303735644615
v_LongJump_g05_c04: 0.7696109788612375
v_LongJump_g05_c05: 0.705816987401704
v_LongJump_g06_c01: 0.3858039710557932
v_LongJump_g06_c02: 0.6552615707860241
v_LongJump_g06_c03: 0.4865089160975913
v_LongJump_g06_c04: 0.5310816997316579
v_LongJump_g07_c01: 0.6442516387560318
v_LongJump_g07_c02: 0.9171059771560977
v_LongJump_g07_c03: 0.5190113696389744
v_LongJump_g07_c05: 0.7825566308692942
v_PoleVault_g01_c01: 0.9163783073090599
v_PoleVault_g01_c02: 0.9266547145452932
v_PoleVault_g01_c03: 0.930711534259899
v_PoleVault_g01_c04: 0.9293750260621891
v_PoleVault_g01_c05: 0.8744101255797432
v_PoleVault_g02_c01: 0.8967618706301437
v_PoleVault_g02_c02: 0.8678503783085034
v_PoleVault_g02_c03: 0.8123545222115354
v_PoleVault_g02_c04: 0.8608801287264214
v_PoleVault_g02_c05: 0.805569094758539
v_PoleVault_g02_c06: 0.8821316314060823
v_PoleVault_g02_c07: 0.8893297455870197
v_PoleVault_g03_c01: 0.8940080557149486
v_PoleVault_g03_c02: 0.7348539507147507
v_PoleVault_g03_c03: 0.7155737133361981
v_PoleVault_g03_c04: 0.8345741554294364
v_PoleVault_g03_c05: 0.8064533000942902
v_PoleVault_g03_c06: 0.8905931058470742
v_PoleVault_g03_c07: 0.929038817914261
v_PoleVault_g04_c01: 0.7801130655352608
v_PoleVault_g04_c02: 0.8783368525691913
v_PoleVault_g04_c03: 0.7814466237687157
v_PoleVault_g04_c04: 0.7847929968629614
v_PoleVault_g04_c05: 0.8788058975842432
v_PoleVault_g04_c06: 0.9399048007689998
v_PoleVault_g04_c07: 0.897787813017203
v_PoleVault_g05_c01: 0.9187040842734859
v_PoleVault_g05_c02: 0.9395565450322465
v_PoleVault_g05_c03: 0.9221393549014465
v_PoleVault_g05_c04: 0.8695277670994983
v_PoleVault_g05_c05: 0.8902696526274667
v_PoleVault_g06_c01: 0.9404760502875433
v_PoleVault_g06_c02: 0.9117853591815219
v_PoleVault_g06_c03: 0.914223227337061
v_PoleVault_g06_c04: 0.8672001829036162
v_PoleVault_g06_c05: 0.8440862844363437
v_PoleVault_g07_c01: 0.9473735931460396
v_PoleVault_g07_c02: 0.48458505041344324
v_PoleVault_g07_c03: 0.640358103592007
v_PoleVault_g07_c04: 0.8788927641362534
v_RopeClimbing_g01_c01: 0.9367906170082279
v_RopeClimbing_g01_c02: 0.9507890553795733
v_RopeClimbing_g01_c03: 0.6839478787151165
v_RopeClimbing_g01_c04: 0.9271655905176885
v_RopeClimbing_g02_c01: 0.8787089458783157
v_RopeClimbing_g02_c02: 0.9404793335706927
v_RopeClimbing_g02_c03: 0.7234541574143805
v_RopeClimbing_g02_c04: 0.6713122390792705
v_RopeClimbing_g02_c05: 0.9026744862203486
v_RopeClimbing_g02_c06: 0.8094518241123296
v_RopeClimbing_g03_c01: 0.4642768026678823
v_RopeClimbing_g03_c02: 0.9002484952216037
v_RopeClimbing_g03_c03: 0.9585595788084902
v_RopeClimbing_g03_c04: 0.9458349361666478
v_RopeClimbing_g04_c01: 0.8677415324491449
v_RopeClimbing_g04_c02: 0.9519581767381169
v_RopeClimbing_g04_c03: 0.939761194458697
v_RopeClimbing_g04_c04: 0.9241576681961305
v_RopeClimbing_g05_c01: 0.9256409654044546
v_RopeClimbing_g05_c02: 0.9375202758819796
v_RopeClimbing_g05_c03: 0.9436295354389586
v_RopeClimbing_g05_c04: 0.9405161301256157
v_RopeClimbing_g05_c05: 0.9390648711123504
v_RopeClimbing_g05_c06: 0.8068005091627128
v_RopeClimbing_g05_c07: 0.9242813047603704
v_RopeClimbing_g06_c01: 0.9619801068329252
v_RopeClimbing_g06_c02: 0.9485692950547673
v_RopeClimbing_g06_c03: 0.9600560530670919
v_RopeClimbing_g06_c04: 0.9348853622213937
v_RopeClimbing_g07_c01: 0.8319327736389823
v_RopeClimbing_g07_c02: 0.8999580357340164
v_RopeClimbing_g07_c03: 0.8176323788356967
v_RopeClimbing_g07_c04: 0.8322744127945043
v_RopeClimbing_g07_c05: 0.9399436927051283
v_SalsaSpin_g01_c01: 0.94788345854613
v_SalsaSpin_g01_c02: 0.9492734796076547
v_SalsaSpin_g01_c03: 0.929436005622847
v_SalsaSpin_g01_c04: 0.9543644946243148
v_SalsaSpin_g01_c05: 0.9468909054703545
v_SalsaSpin_g01_c06: 0.9401336987211835
v_SalsaSpin_g01_c07: 0.959257035254268
v_SalsaSpin_g02_c01: 0.5300213456794154
v_SalsaSpin_g02_c02: 0.27257852139882743
v_SalsaSpin_g02_c03: 0.1362770416726562
v_SalsaSpin_g02_c04: 0.19475926518498454
v_SalsaSpin_g02_c05: 0.3985318337508943
v_SalsaSpin_g02_c06: 0.21667889165109955
v_SalsaSpin_g02_c07: 0.22096268813766073
v_SalsaSpin_g03_c01: 0.9445114964328241
v_SalsaSpin_g03_c02: 0.9481200263544451
v_SalsaSpin_g03_c03: 0.962623445520876
v_SalsaSpin_g03_c04: 0.9592756672936957
v_SalsaSpin_g03_c05: 0.9355945221323054
v_SalsaSpin_g03_c06: 0.9656106952752452
v_SalsaSpin_g04_c01: 0.9447568524337839
v_SalsaSpin_g04_c02: 0.9376119954686146
v_SalsaSpin_g04_c03: 0.9128914754546713
v_SalsaSpin_g04_c04: 0.921440993406577
