Loaded /home/lzq/ExpEval/exe_res/ucf101_r2p1d_random_full.pt
v_CricketBowling_g05_c04: 0.39067050100304185
v_CricketBowling_g06_c01: 0.5398174622748048
v_CricketBowling_g06_c02: 0.5153471464011818
v_CricketBowling_g06_c03: 0.4219420969579369
v_CricketBowling_g06_c04: 0.34070697844959796
v_CricketBowling_g06_c05: 0.438849992165342
v_CricketBowling_g07_c01: 0.33090693117119374
v_CricketBowling_g07_c02: 0.2712754982803017
v_CricketBowling_g07_c03: 0.17752684117294848
v_CricketBowling_g07_c04: 0.13999679968692363
v_Diving_g01_c01: 0.22066591415554285
v_Diving_g01_c02: 0.2447869235649705
v_Diving_g01_c03: 0.1993188700452447
v_Diving_g01_c04: 0.2738199141994119
v_Diving_g01_c05: 0.23242245826870203
v_Diving_g01_c06: 0.19969916585832834
v_Diving_g01_c07: 0.2286170268431306
v_Diving_g02_c01: 0.12394065592437982
v_Diving_g02_c02: 0.14710975263267756
v_Diving_g02_c03: 0.18469732079654932
v_Diving_g02_c04: 0.16994134966284036
v_Diving_g02_c05: 0.11140876445919275
v_Diving_g02_c06: 0.20872556779533624
v_Diving_g02_c07: 0.17848585549741983
v_Diving_g03_c01: 0.3609058869257569
v_Diving_g03_c02: 0.40974465642124414
v_Diving_g03_c03: 0.36357207123190166
v_Diving_g03_c04: 0.2916403302922845
v_Diving_g03_c05: 0.3227251595631242
v_Diving_g03_c06: 0.2667063254490495
v_Diving_g03_c07: 0.26988887909799814
v_Diving_g04_c01: 0.24807357702404262
v_Diving_g04_c02: 0.19584514174610376
v_Diving_g04_c03: 0.14649404171854258
v_Diving_g04_c04: 0.10115252677351236
v_Diving_g04_c05: 0.17510274950414895
v_Diving_g04_c06: 0.15270907524973154
v_Diving_g04_c07: 0.24464102927595377
v_Diving_g05_c01: 0.16825715217739343
v_Diving_g05_c02: 0.26497058276087043
v_Diving_g05_c03: 0.21065631721168757
v_Diving_g05_c04: 0.1908219501748681
v_Diving_g05_c05: 0.2019249937310815
v_Diving_g05_c06: 0.17780802849680186
v_Diving_g06_c01: 0.1866980693116784
v_Diving_g06_c02: 0.199980008341372
v_Diving_g06_c03: 0.2830824235454202
v_Diving_g06_c04: 0.28697125885635616
v_Diving_g06_c05: 0.21083775166422128
v_Diving_g06_c06: 0.24557820860296486
v_Diving_g06_c07: 0.3202699852362275
v_Diving_g07_c01: 0.16761158023029565
v_Diving_g07_c02: 0.24835483137518166
v_Diving_g07_c03: 0.12487750921398401
v_Diving_g07_c04: 0.14118976954370738
v_Fencing_g01_c01: 0.35636291820555926
v_Fencing_g01_c02: 0.3718044112995267
v_Fencing_g01_c03: 0.3491442291811109
v_Fencing_g01_c04: 0.3946153389289975
v_Fencing_g01_c05: 0.3825900151208043
v_Fencing_g01_c06: 0.3323333393409848
v_Fencing_g02_c01: 0.3074225996807218
v_Fencing_g02_c02: 0.27427073258906604
v_Fencing_g02_c03: 0.3441028978303075
v_Fencing_g02_c04: 0.31311457116156816
v_Fencing_g02_c05: 0.2614360820129514
v_Fencing_g03_c01: 0.16434691835194826
v_Fencing_g03_c02: 0.10603152353316546
v_Fencing_g03_c03: 0.25196788627654315
v_Fencing_g03_c04: 0.252430950589478
v_Fencing_g03_c05: 0.2777418865635991
v_Fencing_g04_c01: 0.21739517796784638
v_Fencing_g04_c02: 0.3178940607979894
v_Fencing_g04_c03: 0.3229755749180913
v_Fencing_g04_c04: 0.26975777942687273
v_Fencing_g04_c05: 0.31572807390242813
v_Fencing_g05_c01: 0.24638479609042407
v_Fencing_g05_c02: 0.36459733445197345
v_Fencing_g05_c03: 0.2345217492058873
v_Fencing_g05_c04: 0.2363260679319501
v_Fencing_g05_c05: 0.3184735446050763
v_Fencing_g06_c01: 0.18879128474742174
v_Fencing_g06_c02: 0.10591407675296068
v_Fencing_g06_c03: 0.13248336393386126
v_Fencing_g06_c04: 0.1976248188689351
v_Fencing_g07_c01: 0.2294775276258588
v_Fencing_g07_c02: 0.20066547710448504
v_Fencing_g07_c03: 0.21791758555918933
v_Fencing_g07_c04: 0.22985438395291566
v_FloorGymnastics_g01_c01: 0.5108667102176696
v_FloorGymnastics_g01_c02: 0.4339665287453681
v_FloorGymnastics_g01_c03: 0.4078555550891906
v_FloorGymnastics_g01_c04: 0.4193367385584861
v_FloorGymnastics_g01_c05: 0.506269609304145
v_FloorGymnastics_g02_c01: 0.26536617455072703
v_FloorGymnastics_g02_c02: 0.28092329976148905
v_FloorGymnastics_g02_c03: 0.2927237096149474
v_FloorGymnastics_g02_c04: 0.31347350833006205
v_FloorGymnastics_g03_c01: 0.36388683584518733
v_FloorGymnastics_g03_c02: 0.3936477637011558
v_FloorGymnastics_g03_c03: 0.2284125289041549
v_FloorGymnastics_g03_c04: 0.4556672417838126
v_FloorGymnastics_g04_c01: 0.43509597805328665
v_FloorGymnastics_g04_c02: 0.43423177805729213
v_FloorGymnastics_g04_c03: 0.3770230516511947
v_FloorGymnastics_g04_c04: 0.3293205132801086
v_FloorGymnastics_g04_c05: 0.34420950707979503
v_FloorGymnastics_g05_c01: 0.4878294214326888
v_FloorGymnastics_g05_c02: 0.4388299545366317
v_FloorGymnastics_g05_c03: 0.26697881844826044
v_FloorGymnastics_g05_c04: 0.38806740966625514
v_FloorGymnastics_g06_c01: 0.27203946975059806
v_FloorGymnastics_g06_c02: 0.3114157882053405
v_FloorGymnastics_g06_c03: 0.194580797823146
v_FloorGymnastics_g06_c04: 0.15007641104049982
v_FloorGymnastics_g06_c05: 0.1398773413617164
v_FloorGymnastics_g06_c06: 0.16370207247324287
v_FloorGymnastics_g06_c07: 0.15459822324104608
v_FloorGymnastics_g07_c01: 0.23634564069099726
v_FloorGymnastics_g07_c02: 0.23794451949186624
v_FloorGymnastics_g07_c03: 0.4649276473838836
v_FloorGymnastics_g07_c04: 0.2971520381886512
v_FloorGymnastics_g07_c05: 0.3344376972038299
v_FloorGymnastics_g07_c06: 0.33474667844362554
v_FloorGymnastics_g07_c07: 0.29123987135477364
v_GolfSwing_g01_c01: 0.2715356386825442
v_GolfSwing_g01_c02: 0.2667685891315341
v_GolfSwing_g01_c03: 0.2709051705524325
v_GolfSwing_g01_c04: 0.3198542247340083
v_GolfSwing_g01_c05: 0.3437920982763171
v_GolfSwing_g01_c06: 0.3010071600601077
v_GolfSwing_g02_c01: 0.2636731497570872
v_GolfSwing_g02_c02: 0.1081939859315753
v_GolfSwing_g02_c03: 0.11198006998747587
v_GolfSwing_g02_c04: 0.1523126409575343
v_GolfSwing_g03_c01: 0.10247106801718474
v_GolfSwing_g03_c02: 0.13991969209164382
v_GolfSwing_g03_c03: 0.13169422041624784
v_GolfSwing_g03_c04: 0.09857301604002715
v_GolfSwing_g03_c05: 0.1515833545848727
v_GolfSwing_g03_c06: 0.11024125885218382
v_GolfSwing_g03_c07: 0.0976979685947299
v_GolfSwing_g04_c01: 0.3067679921910167
v_GolfSwing_g04_c02: 0.28517233233898875
v_GolfSwing_g04_c03: 0.38390171449631455
v_GolfSwing_g04_c04: 0.4362353764101863
v_GolfSwing_g04_c05: 0.2700450811907649
v_GolfSwing_g04_c06: 0.3917366738244891
v_GolfSwing_g05_c01: 0.0924130804464221
v_GolfSwing_g05_c02: 0.16579158525913953
v_GolfSwing_g05_c03: 0.18834625761955975
v_GolfSwing_g05_c04: 0.14042921166867017
v_GolfSwing_g05_c05: 0.1269792838022113
v_GolfSwing_g05_c06: 0.07537602972239256
v_GolfSwing_g05_c07: 0.0813747788593173
v_GolfSwing_g06_c01: 0.01480615214444697
v_GolfSwing_g06_c02: 0.176759745888412
v_GolfSwing_g06_c03: 0.10382586192339659
v_GolfSwing_g06_c04: 0.13555346678942443
v_GolfSwing_g07_c01: 0.14263345669955016
v_GolfSwing_g07_c02: 0.15089812707155942
v_GolfSwing_g07_c03: 0.17256103705614806
v_GolfSwing_g07_c04: 0.11102799873799085
v_GolfSwing_g07_c05: 0.12282248388975858
v_HorseRiding_g01_c01: 0.3506176810804755
v_HorseRiding_g01_c02: 0.2743331527058035
v_HorseRiding_g01_c03: 0.43132468187250195
v_HorseRiding_g01_c04: 0.38376273625530305
v_HorseRiding_g01_c05: 0.36285102837719024
v_HorseRiding_g01_c06: 0.21746487968601286
v_HorseRiding_g01_c07: 0.3848592289630324
v_HorseRiding_g02_c01: 0.3987474831286818
v_HorseRiding_g02_c02: 0.4137583562079817
v_HorseRiding_g02_c03: 0.5555355467740446
v_HorseRiding_g02_c04: 0.42284502410329877
v_HorseRiding_g02_c05: 0.34505116009153425
v_HorseRiding_g02_c06: 0.4294334446731955
v_HorseRiding_g02_c07: 0.36667685472406447
v_HorseRiding_g03_c01: 0.363476672405377
v_HorseRiding_g03_c02: 0.2854457121435553
v_HorseRiding_g03_c03: 0.35554742568172515
v_HorseRiding_g03_c04: 0.3009702038113028
v_HorseRiding_g03_c05: 0.4958426978532225
v_HorseRiding_g03_c06: 0.473778847688809
