Loaded /home/lzq/ExpEval/exe_res/ucf101_r2p1d_blur_ig_full_test.pt
v_GolfSwing_g03_c02: 0.46782364780665375
v_GolfSwing_g03_c03: 0.5505028657207731
v_GolfSwing_g03_c04: 0.49660270582535304
v_GolfSwing_g03_c05: 0.5378157504892442
v_GolfSwing_g03_c06: 0.5524598198535386
v_GolfSwing_g03_c07: 0.5210858366044704
v_GolfSwing_g04_c01: 0.734944280149648
v_GolfSwing_g04_c02: 0.7242520478612278
v_GolfSwing_g04_c03: 0.8190581532253418
v_GolfSwing_g04_c04: 0.7812211708223913
v_GolfSwing_g04_c05: 0.7642577166261617
v_GolfSwing_g04_c06: 0.7986995239334647
v_GolfSwing_g05_c01: 0.5177254093869124
v_GolfSwing_g05_c02: 0.4226437219476793
v_GolfSwing_g05_c03: 0.6245791655092034
v_GolfSwing_g05_c04: 0.7139051639533136
v_GolfSwing_g05_c05: 0.6349539283255581
v_GolfSwing_g05_c06: 0.5865617663657758
v_GolfSwing_g05_c07: 0.41417218642891385
v_GolfSwing_g06_c01: 0.013923289938247763
v_GolfSwing_g06_c02: 0.3051688577106688
v_GolfSwing_g06_c03: 0.6206838466750924
v_GolfSwing_g06_c04: 0.194555008696625
v_GolfSwing_g07_c01: 0.5683512162941042
v_GolfSwing_g07_c02: 0.5654544044809882
v_GolfSwing_g07_c03: 0.6959718034195248
v_GolfSwing_g07_c04: 0.4213564506790135
v_GolfSwing_g07_c05: 0.5014529513719026
v_HorseRiding_g01_c01: 0.7479300837949268
v_HorseRiding_g01_c02: 0.8663541140485904
v_HorseRiding_g01_c03: 0.8369308634646586
v_HorseRiding_g01_c04: 0.8742980043389252
v_HorseRiding_g01_c05: 0.8679355295826099
v_HorseRiding_g01_c06: 0.8907056547686807
v_HorseRiding_g01_c07: 0.9310614894129685
v_HorseRiding_g02_c01: 0.7981552420169464
v_HorseRiding_g02_c02: 0.9010652617071173
v_HorseRiding_g02_c03: 0.9032656561103067
v_HorseRiding_g02_c04: 0.917347338887339
v_HorseRiding_g02_c05: 0.7913465426754556
v_HorseRiding_g02_c06: 0.8215870581552736
v_HorseRiding_g02_c07: 0.7332175154224387
v_HorseRiding_g03_c01: 0.7571301824864349
v_HorseRiding_g03_c02: 0.813069128569623
v_HorseRiding_g03_c03: 0.7468819119021646
v_HorseRiding_g03_c04: 0.811682728723099
v_HorseRiding_g03_c05: 0.9471965675693355
v_HorseRiding_g03_c06: 0.8800283001255593
v_HorseRiding_g03_c07: 0.8368515867259703
v_HorseRiding_g04_c01: 0.7484742802553228
v_HorseRiding_g04_c02: 0.8092144561451278
v_HorseRiding_g04_c03: 0.7364267682642094
v_HorseRiding_g04_c04: 0.8194498190641752
v_HorseRiding_g04_c05: 0.7529226016704342
v_HorseRiding_g04_c06: 0.7822699769385508
v_HorseRiding_g04_c07: 0.8493213228866807
v_HorseRiding_g05_c01: 0.8603550148181967
v_HorseRiding_g05_c02: 0.9189098893184564
v_HorseRiding_g05_c03: 0.8816486023351899
v_HorseRiding_g05_c04: 0.8588306374367676
v_HorseRiding_g05_c05: 0.8527636846047244
v_HorseRiding_g05_c06: 0.91409936677519
v_HorseRiding_g05_c07: 0.7992758219115785
v_HorseRiding_g06_c01: 0.8303486249860725
v_HorseRiding_g06_c02: 0.8835086414110265
v_HorseRiding_g06_c03: 0.8944067863267264
v_HorseRiding_g06_c04: 0.7250469812643132
v_HorseRiding_g06_c05: 0.9023490952313296
v_HorseRiding_g06_c06: 0.8503571116816602
v_HorseRiding_g06_c07: 0.8875945242107264
v_HorseRiding_g07_c01: 0.7230881614596001
v_HorseRiding_g07_c02: 0.7264991543706856
v_HorseRiding_g07_c03: 0.7090717490282259
v_HorseRiding_g07_c04: 0.7207108001675806
v_HorseRiding_g07_c05: 0.8436038700383506
v_HorseRiding_g07_c06: 0.8419475209884695
v_HorseRiding_g07_c07: 0.7961302780531696
v_IceDancing_g01_c01: 0.364733392096241
v_IceDancing_g01_c02: 0.40092400829598773
v_IceDancing_g01_c03: 0.525086092253332
v_IceDancing_g01_c04: 0.5760169294226216
v_IceDancing_g01_c05: 0.5055927154171513
v_IceDancing_g01_c06: 0.4004989217064576
v_IceDancing_g01_c07: 0.38531794208392967
v_IceDancing_g02_c01: 0.6561158804252045
v_IceDancing_g02_c02: 0.45777168330096174
v_IceDancing_g02_c03: 0.39063169989094604
v_IceDancing_g02_c04: 0.5908074369217502
v_IceDancing_g02_c05: 0.3821380279987352
v_IceDancing_g02_c06: 0.5818169239937561
v_IceDancing_g02_c07: 0.42140919384837616
v_IceDancing_g03_c01: 0.3428074023249792
v_IceDancing_g03_c02: 0.5969859926990466
v_IceDancing_g03_c03: 0.6310854395414935
v_IceDancing_g03_c04: 0.5220244777883636
v_IceDancing_g03_c05: 0.6501023619930493
v_IceDancing_g03_c06: 0.6507580312463688
v_IceDancing_g04_c01: 0.5150886799237924
v_IceDancing_g04_c02: 0.5906466997257667
v_IceDancing_g04_c03: 0.5883228887832956
v_IceDancing_g04_c04: 0.5779034534498351
v_IceDancing_g04_c05: 0.04219583314261399
v_IceDancing_g04_c06: 0.5555069897818612
v_IceDancing_g04_c07: 0.6377925423003035
v_IceDancing_g05_c01: 0.6645886685728328
v_IceDancing_g05_c02: 0.4486898390605347
v_IceDancing_g05_c03: 0.5867887879285263
v_IceDancing_g05_c04: 0.5439937484479742
v_IceDancing_g05_c05: 0.712203960356419
