Loaded /home/lzq/ExpEval/exe_res/ucf101_r50l_eb_full.pt
v_FloorGymnastics_g02_c04: 0.6701790279022788
v_FloorGymnastics_g03_c01: 0.6210761254898642
v_FloorGymnastics_g03_c02: 0.7115531748406028
v_FloorGymnastics_g03_c03: 0.7177236155386453
v_FloorGymnastics_g03_c04: 0.7493239243760144
v_FloorGymnastics_g04_c01: 0.7397880734189783
v_FloorGymnastics_g04_c02: 0.8525355042203699
v_FloorGymnastics_g04_c03: 0.7619158805593287
v_FloorGymnastics_g04_c04: 0.7814760388120447
v_FloorGymnastics_g04_c05: 0.792917150376681
v_FloorGymnastics_g05_c01: 0.8174999540917014
v_FloorGymnastics_g05_c02: 0.8255129040464197
v_FloorGymnastics_g05_c03: 0.7516890152602826
v_FloorGymnastics_g05_c04: 0.8546422303899561
v_FloorGymnastics_g06_c01: 0.7083283842786585
v_FloorGymnastics_g06_c02: 0.7094406069501673
v_FloorGymnastics_g06_c03: 0.7668764771207606
v_FloorGymnastics_g06_c04: 0.6994067764155005
v_FloorGymnastics_g06_c05: 0.6990119398816859
v_FloorGymnastics_g06_c06: 0.7225181076920961
v_FloorGymnastics_g06_c07: 0.5424037085160052
v_FloorGymnastics_g07_c01: 0.45484143246555675
v_FloorGymnastics_g07_c02: 0.8384465275577639
v_FloorGymnastics_g07_c03: 0.7812929929479395
v_FloorGymnastics_g07_c04: 0.7649073790072833
v_FloorGymnastics_g07_c05: 0.7506236881728654
v_FloorGymnastics_g07_c06: 0.7682897162869011
v_FloorGymnastics_g07_c07: 0.7360965826793944
v_GolfSwing_g01_c01: 0.7227504845430843
v_GolfSwing_g01_c02: 0.7126145358850948
v_GolfSwing_g01_c03: 0.5863522883226864
v_GolfSwing_g01_c04: 0.5190063710978023
v_GolfSwing_g01_c05: 0.6938632722666256
v_GolfSwing_g01_c06: 0.4766250546743862
v_GolfSwing_g02_c01: 0.1466705504061423
v_GolfSwing_g02_c02: 0.007418482322790965
v_GolfSwing_g02_c03: 0.005398382526536238
v_GolfSwing_g02_c04: 0.012001665454690169
v_GolfSwing_g03_c01: 0.39848884900116843
v_GolfSwing_g03_c02: 0.3912992790063612
v_GolfSwing_g03_c03: 0.4315127079097323
v_GolfSwing_g03_c04: 0.38808158698508066
v_GolfSwing_g03_c05: 0.41803628957846684
v_GolfSwing_g03_c06: 0.6015562872124605
v_GolfSwing_g03_c07: 0.4187808824425332
v_GolfSwing_g04_c01: 0.030756291272936664
v_GolfSwing_g04_c02: 0.28071400017493886
v_GolfSwing_g04_c03: 0.6648546485883884
v_GolfSwing_g04_c04: 0.6688114521747224
v_GolfSwing_g04_c05: 0.6954854722788326
v_GolfSwing_g04_c06: 0.754678669916629
v_GolfSwing_g05_c01: 0.14773919602872354
v_GolfSwing_g05_c02: 0.17095957912520987
v_GolfSwing_g05_c03: 0.5749459267316155
v_GolfSwing_g05_c04: 0.5540334000905744
v_GolfSwing_g05_c05: 0.24642180308715922
v_GolfSwing_g05_c06: 0.047786291368410616
v_GolfSwing_g05_c07: 0.4456213224401466
v_GolfSwing_g06_c01: 0.1453743469900104
v_GolfSwing_g06_c02: 0.015385442760688761
v_GolfSwing_g06_c03: 0.5146538015177242
v_GolfSwing_g06_c04: 0.24281468016111774
v_GolfSwing_g07_c01: 0.04183195130450201
v_GolfSwing_g07_c02: 0.41412426747398
v_GolfSwing_g07_c03: 0.5817187084538631
v_GolfSwing_g07_c04: 0.45447609603421313
v_GolfSwing_g07_c05: 0.18958206178636772
v_HorseRiding_g01_c01: 0.611803412095469
v_HorseRiding_g01_c02: 0.5955396633435157
v_HorseRiding_g01_c03: 0.8968507504396257
v_HorseRiding_g01_c04: 0.9253431415490923
v_HorseRiding_g01_c05: 0.9227670288018999
v_HorseRiding_g01_c06: 0.8668944692544756
v_HorseRiding_g01_c07: 0.871936902993184
v_HorseRiding_g02_c01: 0.894964680664998
v_HorseRiding_g02_c02: 0.9037017679147539
v_HorseRiding_g02_c03: 0.8820831632547197
v_HorseRiding_g02_c04: 0.8335450744561967
v_HorseRiding_g02_c05: 0.884042308323842
v_HorseRiding_g02_c06: 0.8756925916604814
v_HorseRiding_g02_c07: 0.8783091759614763
v_HorseRiding_g03_c01: 0.8836496329240617
v_HorseRiding_g03_c02: 0.8741378641061601
v_HorseRiding_g03_c03: 0.87523387431429
v_HorseRiding_g03_c04: 0.8158260440759477
v_HorseRiding_g03_c05: 0.8839062309198198
v_HorseRiding_g03_c06: 0.910600290291768
v_HorseRiding_g03_c07: 0.9026599383287248
v_HorseRiding_g04_c01: 0.9024131750993547
v_HorseRiding_g04_c02: 0.8885009145669756
v_HorseRiding_g04_c03: 0.8750792598657426
v_HorseRiding_g04_c04: 0.7858914408207056
v_HorseRiding_g04_c05: 0.7754129028253374
v_HorseRiding_g04_c06: 0.7955404376916704
v_HorseRiding_g04_c07: 0.6931289291314897
v_HorseRiding_g05_c01: 0.8585992312364397
v_HorseRiding_g05_c02: 0.8361059284143266
v_HorseRiding_g05_c03: 0.8333453392915544
v_HorseRiding_g05_c04: 0.8479356622628984
v_HorseRiding_g05_c05: 0.8671049332551775
v_HorseRiding_g05_c06: 0.87072788237856
v_HorseRiding_g05_c07: 0.7506740420431015
v_HorseRiding_g06_c01: 0.9120750284128007
v_HorseRiding_g06_c02: 0.9049743270807085
v_HorseRiding_g06_c03: 0.9101098632745561
v_HorseRiding_g06_c04: 0.914362714283925
v_HorseRiding_g06_c05: 0.8933927273683366
v_HorseRiding_g06_c06: 0.9325070238046465
v_HorseRiding_g06_c07: 0.9310701942376909
v_HorseRiding_g07_c01: 0.8643427944116411
v_HorseRiding_g07_c02: 0.7987337565355119
v_HorseRiding_g07_c03: 0.8654683685235796
v_HorseRiding_g07_c04: 0.8697223520211992
v_HorseRiding_g07_c05: 0.8109201049737749
v_HorseRiding_g07_c06: 0.8636450624399004
v_HorseRiding_g07_c07: 0.8411121225290117
v_IceDancing_g01_c01: 0.6551207375486499
v_IceDancing_g01_c02: 0.5205155086477404
v_IceDancing_g01_c03: 0.713820345397771
v_IceDancing_g01_c04: 0.6881151866872912
v_IceDancing_g01_c05: 0.6602928709943896
v_IceDancing_g01_c06: 0.6769522499998217
v_IceDancing_g01_c07: 0.6075372767408496
v_IceDancing_g02_c01: 0.4968094301183825
v_IceDancing_g02_c02: 0.5313571166952258
v_IceDancing_g02_c03: 0.42724240541058833
v_IceDancing_g02_c04: 0.506492919917882
v_IceDancing_g02_c05: 0.3117241935578292
v_IceDancing_g02_c06: 0.5434932184179431
v_IceDancing_g02_c07: 0.3987044167478686
v_IceDancing_g03_c01: 0.635887987609685
v_IceDancing_g03_c02: 0.7058900666196948
v_IceDancing_g03_c03: 0.7300255370100146
v_IceDancing_g03_c04: 0.6425001692731982
v_IceDancing_g03_c05: 0.7301042747457629
v_IceDancing_g03_c06: 0.7095135521848803
v_IceDancing_g04_c01: 0.5508978438337451
v_IceDancing_g04_c02: 0.6531244587858325
v_IceDancing_g04_c03: 0.5815718245466357
v_IceDancing_g04_c04: 0.5981006097753649
v_IceDancing_g04_c05: 0.002952322991759128
v_IceDancing_g04_c06: 0.6099962067564135
v_IceDancing_g04_c07: 0.6961577010114794
v_IceDancing_g05_c01: 0.716077573295415
v_IceDancing_g05_c02: 0.44004861235219295
v_IceDancing_g05_c03: 0.6895265650709277
v_IceDancing_g05_c04: 0.6836384010275012
v_IceDancing_g05_c05: 0.7197041583021289
v_IceDancing_g05_c06: 0.7097850513418322
v_IceDancing_g06_c01: 0.7905523848493701
v_IceDancing_g06_c02: 0.7617828917463427
v_IceDancing_g06_c03: 0.7771880698164111
v_IceDancing_g06_c04: 0.8153948259313708
v_IceDancing_g06_c05: 0.7322501015623217
v_IceDancing_g06_c06: 0.33657363771992976
v_IceDancing_g07_c01: 0.7256568741758471
v_IceDancing_g07_c02: 0.7583131861646777
v_IceDancing_g07_c03: 0.6570236158331042
v_IceDancing_g07_c04: 0.6005784344633227
v_IceDancing_g07_c05: 0.6121297550161486
v_IceDancing_g07_c06: 0.6302026581724292
v_IceDancing_g07_c07: 0.6116436195333605
v_LongJump_g01_c01: 0.6429602313528449
v_LongJump_g01_c02: 0.6559979725370795
v_LongJump_g01_c03: 0.7228184152136237
v_LongJump_g01_c04: 0.6640368509779364
v_LongJump_g01_c05: 0.6125094700346381
v_LongJump_g01_c06: 0.6307110000143439
v_LongJump_g01_c07: 0.6229761052618414
v_LongJump_g02_c01: 0.7541212277228624
v_LongJump_g02_c02: 0.685127587590614
v_LongJump_g02_c03: 0.6519367624514416
v_LongJump_g02_c04: 0.6689549787643045
v_LongJump_g02_c05: 0.7604122367429227
v_LongJump_g03_c01: 0.41434139020020666
v_LongJump_g03_c02: 0.4767671456302196
v_LongJump_g03_c03: 0.3139837790022284
v_LongJump_g03_c04: 0.4040487255642802
v_LongJump_g03_c05: 0.4665384772906691
v_LongJump_g03_c06: 0.44678933645809593
v_LongJump_g04_c01: 0.4969030866141111
v_LongJump_g04_c02: 0.3399858386928827
v_LongJump_g04_c03: 0.45713868255006673
v_LongJump_g04_c04: 0.32491494558962586
v_LongJump_g04_c05: 0.5117437449025601
v_LongJump_g04_c06: 0.5713581902182341
v_LongJump_g04_c07: 0.49161874043966236
v_LongJump_g05_c01: 0.012200830549772945
v_LongJump_g05_c02: 0.0037610096794651326
v_LongJump_g05_c03: 0.030809094498181366
v_LongJump_g05_c04: 0.07047550020251947
v_LongJump_g05_c05: 0.15136713343417796
v_LongJump_g06_c01: 0.04818175404034264
v_LongJump_g06_c02: 0.040246358528747805
v_LongJump_g06_c03: 0.030572414356356603
v_LongJump_g06_c04: 0.03573825735838909
v_LongJump_g07_c01: 0.341398722559461
v_LongJump_g07_c02: 0.6492550182829291
v_LongJump_g07_c03: 0.24730845174963179
v_LongJump_g07_c05: 0.36935276731128397
v_PoleVault_g01_c01: 0.568549874759583
v_PoleVault_g01_c02: 0.5844604013807384
v_PoleVault_g01_c03: 0.5353509287203906
v_PoleVault_g01_c04: 0.6351020905974565
v_PoleVault_g01_c05: 0.5940233151748089
v_PoleVault_g02_c01: 0.7133571935671625
v_PoleVault_g02_c02: 0.885711553212559
v_PoleVault_g02_c03: 0.8193730546015559
v_PoleVault_g02_c04: 0.7210922671335993
v_PoleVault_g02_c05: 0.7407644821184931
v_PoleVault_g02_c06: 0.5936982465761957
v_PoleVault_g02_c07: 0.5564262701052485
v_PoleVault_g03_c01: 0.7914957834261713
v_PoleVault_g03_c02: 0.7132890063192008
v_PoleVault_g03_c03: 0.7223477793711481
v_PoleVault_g03_c04: 0.7483213983330188
v_PoleVault_g03_c05: 0.4484966236020682
v_PoleVault_g03_c06: 0.7540666295069514
v_PoleVault_g03_c07: 0.7531403733271418
v_PoleVault_g04_c01: 0.5882920587289391
v_PoleVault_g04_c02: 0.5666133912134228
v_PoleVault_g04_c03: 0.4069665774557052
v_PoleVault_g04_c04: 0.13873861095339635
v_PoleVault_g04_c05: 0.4703876545506773
v_PoleVault_g04_c06: 0.8296542611758468
v_PoleVault_g04_c07: 0.8316711617487726
v_PoleVault_g05_c01: 0.731228692628747
v_PoleVault_g05_c02: 0.7638810111063776
v_PoleVault_g05_c03: 0.7792278958338557
v_PoleVault_g05_c04: 0.6728387309092341
v_PoleVault_g05_c05: 0.8191455436724482
v_PoleVault_g06_c01: 0.8593234849947748
v_PoleVault_g06_c02: 0.8232063485163508
v_PoleVault_g06_c03: 0.5795576406496821
v_PoleVault_g06_c04: 0.8191870285052119
v_PoleVault_g06_c05: 0.7891366911906061
v_PoleVault_g07_c01: 0.6141380506421683
v_PoleVault_g07_c02: 0.7524921728152094
v_PoleVault_g07_c03: 0.7485865707828907
v_PoleVault_g07_c04: 0.677194894230297
v_RopeClimbing_g01_c01: 0.005335956559577915
v_RopeClimbing_g01_c02: 0.7093673185054286
v_RopeClimbing_g01_c03: 0.8199142054263575
v_RopeClimbing_g01_c04: 0.5342528060618861
v_RopeClimbing_g02_c01: 0.7488606408778651
v_RopeClimbing_g02_c02: 0.8290407494250758
v_RopeClimbing_g02_c03: 0.85486678635516
v_RopeClimbing_g02_c04: 0.8672886327449305
v_RopeClimbing_g02_c05: 0.901283486241482
v_RopeClimbing_g02_c06: 0.8228636220637782
v_RopeClimbing_g03_c01: 0.30610684790462983
v_RopeClimbing_g03_c02: 0.8252524570170863
v_RopeClimbing_g03_c03: 0.8516679242793543
v_RopeClimbing_g03_c04: 0.7677528098765833
v_RopeClimbing_g04_c01: 0.770110252041377
v_RopeClimbing_g04_c02: 0.7779028252307398
v_RopeClimbing_g04_c03: 0.7881376579944117
v_RopeClimbing_g04_c04: 0.7043875888530238
v_RopeClimbing_g05_c01: 0.5331841278430147
v_RopeClimbing_g05_c02: 0.5611573271062298
v_RopeClimbing_g05_c03: 0.409653433675885
v_RopeClimbing_g05_c04: 0.44258988388628495
v_RopeClimbing_g05_c05: 0.3267801196388973
v_RopeClimbing_g05_c06: 0.5383892098516299
v_RopeClimbing_g05_c07: 0.5886772111598475
v_RopeClimbing_g06_c01: 0.9151146844569666
v_RopeClimbing_g06_c02: 0.7491245702449305
v_RopeClimbing_g06_c03: 0.7939265206996424
v_RopeClimbing_g06_c04: 0.8757827714625819
v_RopeClimbing_g07_c01: 0.39656758025103045
v_RopeClimbing_g07_c02: 0.4138446088954879
v_RopeClimbing_g07_c03: 0.08071123001445812
v_RopeClimbing_g07_c04: 0.12632099206257408
v_RopeClimbing_g07_c05: 0.6259900824707074
v_SalsaSpin_g01_c01: 0.4372722969158076
v_SalsaSpin_g01_c02: 0.21266542950183975
v_SalsaSpin_g01_c03: 0.2623401527991973
v_SalsaSpin_g01_c04: 0.3585874179145776
v_SalsaSpin_g01_c05: 0.23313296043784248
v_SalsaSpin_g01_c06: 0.1244811820099585
v_SalsaSpin_g01_c07: 0.4443622549763404
v_SalsaSpin_g02_c01: 0.15073646272071528
v_SalsaSpin_g02_c02: 0.00029220866340762264
v_SalsaSpin_g02_c03: 0.0013628472070831518
v_SalsaSpin_g02_c04: 0.000929208514901525
v_SalsaSpin_g02_c05: 0.0009401273091951268
v_SalsaSpin_g02_c06: 0.00045326939649937593
v_SalsaSpin_g02_c07: 0.01886572628874994
v_SalsaSpin_g03_c01: 0.7775070096133732
v_SalsaSpin_g03_c02: 0.71510869513736
v_SalsaSpin_g03_c03: 0.7430292392848514
v_SalsaSpin_g03_c04: 0.6879714752315067
v_SalsaSpin_g03_c05: 0.7742550397990726
v_SalsaSpin_g03_c06: 0.7931174064754032
v_SalsaSpin_g04_c01: 0.30836937295975986
v_SalsaSpin_g04_c02: 0.17399367970870117
v_SalsaSpin_g04_c03: 0.6039349715458684
v_SalsaSpin_g04_c04: 0.5861503758235358
v_SalsaSpin_g04_c05: 0.7640960874734901
v_SalsaSpin_g04_c06: 0.4533688137773879
