Loaded /home/acb11711tx/lzq/ExpEval/exe_res/ucf101_r2p1d_perturb_full_core8_cylinder_summed.pt
Use 4 GPUs!
v_Basketball_g01_c01: 0.26114723126374884
v_Basketball_g01_c02: 0.3734304520112346
v_Basketball_g01_c03: 0.19000794114981545
v_Basketball_g01_c04: 0.11320411698397947
v_Basketball_g01_c05: 0.27724730659247143
v_Basketball_g01_c06: 0.4485738667935948
v_Basketball_g01_c07: 0.7518718737919698
v_Basketball_g02_c01: 0.7002570167460362
v_Basketball_g02_c02: 0.6648968816080014
v_Basketball_g02_c03: 0.6938566995595465
v_Basketball_g02_c04: 0.8016226193212788
v_Basketball_g02_c05: 0.6736322638389538
v_Basketball_g02_c06: 0.7403205367081682
v_Basketball_g03_c01: 0.812771798511676
v_Basketball_g03_c02: 0.8194903528128634
v_Basketball_g03_c03: 0.817568713966466
v_Basketball_g03_c04: 0.8030784080547164
v_Basketball_g03_c05: 0.7545963501834194
v_Basketball_g03_c06: 0.8061134178933571
v_Basketball_g04_c01: 0.7968733666275511
v_Basketball_g04_c02: 0.18327568208769662
v_Basketball_g04_c03: 0.7423943944086204
v_Basketball_g04_c04: 0.6653899652228574
v_Basketball_g05_c01: 0.6364252014827798
v_Basketball_g05_c02: 0.1841017980405013
v_Basketball_g05_c03: 0.7543999451954733
v_Basketball_g05_c04: 0.4996535707541625
v_Basketball_g06_c01: 0.8976248958424549
v_Basketball_g06_c02: 0.9432309020121465
v_Basketball_g06_c03: 0.9306696343046497
v_Basketball_g06_c04: 0.8944136115533183
v_Basketball_g07_c01: 0.768337658540986
v_Basketball_g07_c02: 0.7600099385526846
v_Basketball_g07_c03: 0.8149649330225657
v_Basketball_g07_c04: 0.8885059039384942
v_BasketballDunk_g01_c01: 0.9385068098199554
v_BasketballDunk_g01_c02: 0.9286643793457188
v_BasketballDunk_g01_c03: 0.8685277698677965
v_BasketballDunk_g01_c04: 0.895988448348362
v_BasketballDunk_g01_c05: 0.9219116378226317
v_BasketballDunk_g01_c06: 0.8771924691391177
v_BasketballDunk_g01_c07: 0.9191377163515426
v_BasketballDunk_g02_c01: 0.9260243583121337
v_BasketballDunk_g02_c02: 0.7855777033255436
v_BasketballDunk_g02_c03: 0.8486740815569647
v_BasketballDunk_g02_c04: 0.8057042442378588
v_BasketballDunk_g03_c01: 0.9175714792800136
v_BasketballDunk_g03_c02: 0.9134882207144983
v_BasketballDunk_g03_c03: 0.8782877799239941
v_BasketballDunk_g03_c04: 0.9415422580786981
v_BasketballDunk_g03_c05: 0.9290816593565978
v_BasketballDunk_g03_c06: 0.8951591733493842
v_BasketballDunk_g04_c01: 0.919775118411053
v_BasketballDunk_g04_c02: 0.9189628807944246
v_BasketballDunk_g04_c03: 0.8787955025327392
