Loaded /home/acb11711tx/lzq/ExpEval/exe_res/ucf101_r2p1d_perturb_full_core8_fade_test_summed.pt
v_CricketBowling_g01_c04: 0.9361004466773011
v_CricketBowling_g01_c05: 0.9484747446258552
v_CricketBowling_g01_c06: 0.8497579319518991
v_CricketBowling_g01_c07: 0.8955466864281334
v_CricketBowling_g02_c01: 0.34530235576676205
v_CricketBowling_g02_c02: 0.5454614759073593
v_CricketBowling_g02_c03: 0.8020968800992705
v_CricketBowling_g02_c04: 0.5807150612236001
v_CricketBowling_g02_c05: 0.7618600873393007
v_CricketBowling_g02_c06: 0.7447181379538961
v_CricketBowling_g02_c07: 0.6610204710741527
v_CricketBowling_g03_c01: 0.144723875055206
v_CricketBowling_g03_c02: 0.1226810640655458
v_CricketBowling_g03_c03: 0.17896426480729133
v_CricketBowling_g03_c04: 0.35793550784001127
v_CricketBowling_g04_c01: 0.73826424224535
v_CricketBowling_g04_c02: 0.3403629368986003
v_CricketBowling_g04_c03: 0.6275633273762651
v_CricketBowling_g04_c04: 0.49726928473683074
v_CricketBowling_g04_c05: 0.4628744075889699
v_CricketBowling_g05_c01: 0.8920114813954569
v_CricketBowling_g05_c02: 0.8987260810681619
v_CricketBowling_g05_c03: 0.9453475592308678
v_CricketBowling_g05_c04: 0.922433250641916
v_CricketBowling_g06_c01: 0.814059104595799
v_CricketBowling_g06_c02: 0.9166716705658473
v_CricketBowling_g06_c03: 0.8171269565937109
v_CricketBowling_g06_c04: 0.6598164672614075
v_CricketBowling_g06_c05: 0.8386341105797328
v_CricketBowling_g07_c01: 0.8956016200245358
v_CricketBowling_g07_c02: 0.8813874107436277
v_CricketBowling_g07_c03: 0.7362521929317154
v_CricketBowling_g07_c04: 0.4752966132364236
v_Diving_g01_c01: 0.8528449602017645
v_Diving_g01_c02: 0.7941782601701561
v_Diving_g01_c03: 0.793180965265492
v_Diving_g01_c04: 0.8418754880840424
v_Diving_g01_c05: 0.8334591576422099
v_Diving_g01_c06: 0.8110792845545802
v_Diving_g01_c07: 0.7690542169439141
v_Diving_g02_c01: 0.6398245747259352
v_Diving_g02_c02: 0.6956122414267156
v_Diving_g02_c03: 0.637337966269115
v_Diving_g02_c04: 0.650763184443349
v_Diving_g02_c05: 0.690898781089345
v_Diving_g02_c06: 0.7038618185615633
v_Diving_g02_c07: 0.7231820855813567
v_Diving_g03_c01: 0.7018406036368106
v_Diving_g03_c02: 0.6296118296741042
v_Diving_g03_c03: 0.6806066340359394
v_Diving_g03_c04: 0.7848639915755484
v_Diving_g03_c05: 0.7412758450082038
v_Diving_g03_c06: 0.6785478383826558
v_Diving_g03_c07: 0.6996808062831406
v_Diving_g04_c01: 0.8000431935361121
v_Diving_g04_c02: 0.8022690679936204
v_Diving_g04_c03: 0.8365840484912042
v_Diving_g04_c04: 0.6471995971223805
v_Diving_g04_c05: 0.8509100383671466
v_Diving_g04_c06: 0.7943785187380854
v_Diving_g04_c07: 0.8035268216917757
v_Diving_g05_c01: 0.7306482879503164
v_Diving_g05_c02: 0.6778706485929433
v_Diving_g05_c03: 0.662487967783818
v_Diving_g05_c04: 0.6074144224694464
v_Diving_g05_c05: 0.6286766248813365
v_Diving_g05_c06: 0.76582630831399
v_Diving_g06_c01: 0.6428276490478311
v_Diving_g06_c02: 0.716254962986568
v_Diving_g06_c03: 0.8024360683339182
v_Diving_g06_c04: 0.7802607809717301
v_Diving_g06_c05: 0.8212582009437028
v_Diving_g06_c06: 0.8223368377948646
v_Diving_g06_c07: 0.7046144517662469
v_Diving_g07_c01: 0.862917718157405
v_Diving_g07_c02: 0.8775668406451587
v_Diving_g07_c03: 0.6552112327481154
v_Diving_g07_c04: 0.8797614054346923
v_Fencing_g01_c01: 0.670906516344985
v_Fencing_g01_c02: 0.6943122910743114
v_Fencing_g01_c03: 0.6659505212155636
v_Fencing_g01_c04: 0.6509217716229614
v_Fencing_g01_c05: 0.6440682712418493
v_Fencing_g01_c06: 0.7060510840674397
v_Fencing_g02_c01: 0.7738564327300992
v_Fencing_g02_c02: 0.6230155758967157
v_Fencing_g02_c03: 0.8292558315151837
v_Fencing_g02_c04: 0.806543910264736
v_Fencing_g02_c05: 0.6938997747784015
v_Fencing_g03_c01: 0.7001137224433478
v_Fencing_g03_c02: 0.2867834946082439
v_Fencing_g03_c03: 0.729113922076067
v_Fencing_g03_c04: 0.6727250340336468
v_Fencing_g03_c05: 0.5955206724756863
v_Fencing_g04_c01: 0.32076830076402985
v_Fencing_g04_c02: 0.5521949549147394
v_Fencing_g04_c03: 0.5020583668665495
v_Fencing_g04_c04: 0.4938950988871511
v_Fencing_g04_c05: 0.5242550490365829
v_Fencing_g05_c01: 0.7794519430899527
v_Fencing_g05_c02: 0.8685280192585196
v_Fencing_g05_c03: 0.7538567018636968
v_Fencing_g05_c04: 0.7883841191360261
v_Fencing_g05_c05: 0.8134707003773656
v_Fencing_g06_c01: 0.5559350690746214
v_Fencing_g06_c02: 0.43404875983833335
v_Fencing_g06_c03: 0.7898954000265803
v_Fencing_g06_c04: 0.7508663251937833
v_Fencing_g07_c01: 0.7573553154652473
v_Fencing_g07_c02: 0.566053810151061
v_Fencing_g07_c03: 0.8483011222851928
v_Fencing_g07_c04: 0.7351350082026329
v_FloorGymnastics_g01_c01: 0.9122560508549213
v_FloorGymnastics_g01_c02: 0.9279856374487281
v_FloorGymnastics_g01_c03: 0.7609304685611278
v_FloorGymnastics_g01_c04: 0.8629468083381653
v_FloorGymnastics_g01_c05: 0.8585271411575377
v_FloorGymnastics_g02_c01: 0.7979173853527755
v_FloorGymnastics_g02_c02: 0.7868783250451088
v_FloorGymnastics_g02_c03: 0.9117865955922753
v_FloorGymnastics_g02_c04: 0.8899722378700972
v_FloorGymnastics_g03_c01: 0.823515452677384
v_FloorGymnastics_g03_c02: 0.8085452797822654
v_FloorGymnastics_g03_c03: 0.8619876424781978
v_FloorGymnastics_g03_c04: 0.8225712187122554
v_FloorGymnastics_g04_c01: 0.8922365906182677
v_FloorGymnastics_g04_c02: 0.8343510159756988
v_FloorGymnastics_g04_c03: 0.5886607791762799
v_FloorGymnastics_g04_c04: 0.908744964748621
v_FloorGymnastics_g04_c05: 0.9025381626561284
v_FloorGymnastics_g05_c01: 0.8445071752648801
v_FloorGymnastics_g05_c02: 0.8363588738720864
v_FloorGymnastics_g05_c03: 0.8556007219012827
v_FloorGymnastics_g05_c04: 0.8999027700629085
v_FloorGymnastics_g06_c01: 0.8136815116740763
v_FloorGymnastics_g06_c02: 0.9010625283699483
v_FloorGymnastics_g06_c03: 0.8751665446907282
v_FloorGymnastics_g06_c04: 0.5475458153523505
v_FloorGymnastics_g06_c05: 0.33499749074690044
v_FloorGymnastics_g06_c06: 0.5476315207779408
v_FloorGymnastics_g06_c07: 0.5997059242799878
v_FloorGymnastics_g07_c01: 0.629716616589576
v_FloorGymnastics_g07_c02: 0.7706077115144581
v_FloorGymnastics_g07_c03: 0.8781976075842977
v_FloorGymnastics_g07_c04: 0.7308994967024773
v_FloorGymnastics_g07_c05: 0.6138442261144519
v_FloorGymnastics_g07_c06: 0.6928493559826165
v_FloorGymnastics_g07_c07: 0.7809239982161671
v_GolfSwing_g01_c01: 0.8170169249351602
v_GolfSwing_g01_c02: 0.8587145956407767
v_GolfSwing_g01_c03: 0.8417280616413336
v_GolfSwing_g01_c04: 0.8410313608765136
v_GolfSwing_g01_c05: 0.8021948511886876
v_GolfSwing_g01_c06: 0.8773090869362932
v_GolfSwing_g02_c01: 0.6430188840895426
v_GolfSwing_g02_c02: 0.5991378775506746
v_GolfSwing_g02_c03: 0.563234399742214
v_GolfSwing_g02_c04: 0.5941439792222809
v_GolfSwing_g03_c01: 0.5159931203525048
v_GolfSwing_g03_c02: 0.5623642140708398
v_GolfSwing_g03_c03: 0.619356303679524
v_GolfSwing_g03_c04: 0.6810350932355504
v_GolfSwing_g03_c05: 0.5170314321003389
v_GolfSwing_g03_c06: 0.6251799303281587
v_GolfSwing_g03_c07: 0.6334205649036448
v_GolfSwing_g04_c01: 0.6913192234642338
v_GolfSwing_g04_c02: 0.6124720601073932
v_GolfSwing_g04_c03: 0.7667054268240463
v_GolfSwing_g04_c04: 0.7962973909161519
v_GolfSwing_g04_c05: 0.6523151274013799
v_GolfSwing_g04_c06: 0.6893452068034094
v_GolfSwing_g05_c01: 0.3944320373411756
v_GolfSwing_g05_c02: 0.7396655985794496
v_GolfSwing_g05_c03: 0.7136822086467873
v_GolfSwing_g05_c04: 0.7092959368310403
v_GolfSwing_g05_c05: 0.7441356305207592
v_GolfSwing_g05_c06: 0.4901784928224515
v_GolfSwing_g05_c07: 0.4069659546657931
v_GolfSwing_g06_c01: 0.006785490550100803
v_GolfSwing_g06_c02: 0.5348729095130693
v_GolfSwing_g06_c03: 0.7420858719560783
v_GolfSwing_g06_c04: 0.5338137093640398
v_GolfSwing_g07_c01: 0.5660155487421434
v_GolfSwing_g07_c02: 0.7456121851864737
v_GolfSwing_g07_c03: 0.7847095892939251
v_GolfSwing_g07_c04: 0.5259664170152973
v_GolfSwing_g07_c05: 0.45642736201989464
v_HorseRiding_g01_c01: 0.9200630527266185
v_HorseRiding_g01_c02: 0.8961920800429652
v_HorseRiding_g01_c03: 0.891205839747272
v_HorseRiding_g01_c04: 0.962259499290667
v_HorseRiding_g01_c05: 0.9054714354497264
v_HorseRiding_g01_c06: 0.8916670777180116
v_HorseRiding_g01_c07: 0.9047165344745736
v_HorseRiding_g02_c01: 0.9120730100476067
v_HorseRiding_g02_c02: 0.9513811782744597
v_HorseRiding_g02_c03: 0.8834311973114382
v_HorseRiding_g02_c04: 0.9093482763782959
v_HorseRiding_g02_c05: 0.8220542596463929
v_HorseRiding_g02_c06: 0.9112558094129781
v_HorseRiding_g02_c07: 0.9018512148686568
v_HorseRiding_g03_c01: 0.8646504051794182
v_HorseRiding_g03_c02: 0.9067432518859277
v_HorseRiding_g03_c03: 0.8904014922954957
v_HorseRiding_g03_c04: 0.9107386746254633
v_HorseRiding_g03_c05: 0.9375965243016253
v_HorseRiding_g03_c06: 0.8915612028722535
v_HorseRiding_g03_c07: 0.8598750728924642
v_HorseRiding_g04_c01: 0.7545020384059171
v_HorseRiding_g04_c02: 0.7580787373517524
v_HorseRiding_g04_c03: 0.7361213540934841
v_HorseRiding_g04_c04: 0.6992826829009573
v_HorseRiding_g04_c05: 0.887810833453841
v_HorseRiding_g04_c06: 0.9209527000130038
v_HorseRiding_g04_c07: 0.890806811330549
v_HorseRiding_g05_c01: 0.9096453738675336
v_HorseRiding_g05_c02: 0.9470587788891862
v_HorseRiding_g05_c03: 0.8974577807166497
v_HorseRiding_g05_c04: 0.9040147729028831
v_HorseRiding_g05_c05: 0.9185778220926295
v_HorseRiding_g05_c06: 0.9159335209333221
v_HorseRiding_g05_c07: 0.7247765128777246
v_HorseRiding_g06_c01: 0.9350660584677826
v_HorseRiding_g06_c02: 0.9265119025294553
v_HorseRiding_g06_c03: 0.903728237542964
v_HorseRiding_g06_c04: 0.9254488238875638
v_HorseRiding_g06_c05: 0.9267012881391565
v_HorseRiding_g06_c06: 0.9382122123424779
v_HorseRiding_g06_c07: 0.926589134549431
v_HorseRiding_g07_c01: 0.7735205455028336
v_HorseRiding_g07_c02: 0.8236839316596161
v_HorseRiding_g07_c03: 0.8190659817119013
v_HorseRiding_g07_c04: 0.8232352595587145
v_HorseRiding_g07_c05: 0.8666379658316146
v_HorseRiding_g07_c06: 0.856443191813014
v_HorseRiding_g07_c07: 0.9498954200462322
v_IceDancing_g01_c01: 0.6274653913424117
v_IceDancing_g01_c02: 0.7194860689778579
v_IceDancing_g01_c03: 0.7863920205709292
v_IceDancing_g01_c04: 0.7422025469568325
v_IceDancing_g01_c05: 0.8060590145614697
v_IceDancing_g01_c06: 0.6692425262153847
v_IceDancing_g01_c07: 0.643649151592399
v_IceDancing_g02_c01: 0.683909705185215
v_IceDancing_g02_c02: 0.684018308573286
v_IceDancing_g02_c03: 0.7029940728534712
v_IceDancing_g02_c04: 0.6330592623417033
v_IceDancing_g02_c05: 0.7035984837420983
v_IceDancing_g02_c06: 0.7794423227169318
v_IceDancing_g02_c07: 0.6725405496981693
v_IceDancing_g03_c01: 0.6329556308191968
v_IceDancing_g03_c02: 0.8134525388450129
v_IceDancing_g03_c03: 0.7624743422929896
v_IceDancing_g03_c04: 0.7476575030450476
v_IceDancing_g03_c05: 0.8001399487693561
v_IceDancing_g03_c06: 0.758994940246339
v_IceDancing_g04_c01: 0.5313235547364457
v_IceDancing_g04_c02: 0.6771036542922957
v_IceDancing_g04_c03: 0.5567899456218584
v_IceDancing_g04_c04: 0.5712075869523687
v_IceDancing_g04_c05: 0.02514951565535739
v_IceDancing_g04_c06: 0.5936472272005631
v_IceDancing_g04_c07: 0.5992482451692922
v_IceDancing_g05_c01: 0.7639366772928042
v_IceDancing_g05_c02: 0.6084939449065132
v_IceDancing_g05_c03: 0.7001806642365409
v_IceDancing_g05_c04: 0.6757183445588453
v_IceDancing_g05_c05: 0.7592528271925403
v_IceDancing_g05_c06: 0.6720315530401422
v_IceDancing_g06_c01: 0.8154668934148503
v_IceDancing_g06_c02: 0.7378169419680489
v_IceDancing_g06_c03: 0.810369527709554
v_IceDancing_g06_c04: 0.7745929733355297
v_IceDancing_g06_c05: 0.6909721633855952
v_IceDancing_g06_c06: 0.5755040510994149
v_IceDancing_g07_c01: 0.790015567370574
v_IceDancing_g07_c02: 0.7310620479256613
v_IceDancing_g07_c03: 0.7876449961186154
v_IceDancing_g07_c04: 0.6319724671047879
v_IceDancing_g07_c05: 0.6857717193634016
v_IceDancing_g07_c06: 0.6584206833940698
v_IceDancing_g07_c07: 0.710478920766036
v_LongJump_g01_c01: 0.8047807039565669
v_LongJump_g01_c02: 0.7755285850598739
v_LongJump_g01_c03: 0.8820509707893507
v_LongJump_g01_c04: 0.8352934955491946
v_LongJump_g01_c05: 0.8386249323248194
v_LongJump_g01_c06: 0.8358834921255038
v_LongJump_g01_c07: 0.8489749785385357
v_LongJump_g02_c01: 0.9486849636177794
v_LongJump_g02_c02: 0.8901047983545141
v_LongJump_g02_c03: 0.9670324595517741
v_LongJump_g02_c04: 0.9028531361709611
v_LongJump_g02_c05: 0.9373164377047942
v_LongJump_g03_c01: 0.8166566665622668
v_LongJump_g03_c02: 0.8596451736393647
v_LongJump_g03_c03: 0.6473021132278518
v_LongJump_g03_c04: 0.7731671067758725
v_LongJump_g03_c05: 0.7035762334580795
v_LongJump_g03_c06: 0.7616670573934243
v_LongJump_g04_c01: 0.8230866209942178
v_LongJump_g04_c02: 0.8096114885865973
v_LongJump_g04_c03: 0.7363583112473862
v_LongJump_g04_c04: 0.7802618143487052
v_LongJump_g04_c05: 0.7930990003387706
v_LongJump_g04_c06: 0.7915606135375128
v_LongJump_g04_c07: 0.7885916805698798
v_LongJump_g05_c01: 0.09157909467649006
v_LongJump_g05_c02: 0.3201873378002347
v_LongJump_g05_c03: 0.3176152226387785
v_LongJump_g05_c04: 0.5660779850895779
v_LongJump_g05_c05: 0.6317291888281034
v_LongJump_g06_c01: 0.3085127780086623
v_LongJump_g06_c02: 0.5960756467993633
v_LongJump_g06_c03: 0.40431253051974636
v_LongJump_g06_c04: 0.45032804504626256
v_LongJump_g07_c01: 0.47252407086671155
v_LongJump_g07_c02: 0.8164770051243977
v_LongJump_g07_c03: 0.3413360037247912
v_LongJump_g07_c05: 0.6979831831868069
v_PoleVault_g01_c01: 0.8683131814104854
v_PoleVault_g01_c02: 0.914566296582052
v_PoleVault_g01_c03: 0.8775013950289576
v_PoleVault_g01_c04: 0.9191229675998329
v_PoleVault_g01_c05: 0.8526080578667461
v_PoleVault_g02_c01: 0.7732870343243121
v_PoleVault_g02_c02: 0.7551254185018479
v_PoleVault_g02_c03: 0.7236896329195588
v_PoleVault_g02_c04: 0.7721784633686184
v_PoleVault_g02_c05: 0.7131931006078958
v_PoleVault_g02_c06: 0.7547396970549016
v_PoleVault_g02_c07: 0.7289230369133293
v_PoleVault_g03_c01: 0.8070243154288619
v_PoleVault_g03_c02: 0.6061685359672992
v_PoleVault_g03_c03: 0.5058300348100602
v_PoleVault_g03_c04: 0.7560706063741236
v_PoleVault_g03_c05: 0.6837265020803898
v_PoleVault_g03_c06: 0.7957929912590771
v_PoleVault_g03_c07: 0.7809989405432134
v_PoleVault_g04_c01: 0.735698187687376
v_PoleVault_g04_c02: 0.7402194796231925
v_PoleVault_g04_c03: 0.7386698603731929
v_PoleVault_g04_c04: 0.7591003551715403
v_PoleVault_g04_c05: 0.8327316264258116
v_PoleVault_g04_c06: 0.8587665476006805
v_PoleVault_g04_c07: 0.7643077410393744
v_PoleVault_g05_c01: 0.85465609208768
v_PoleVault_g05_c02: 0.8503202260108083
v_PoleVault_g05_c03: 0.7796837770947604
v_PoleVault_g05_c04: 0.7274975280379294
v_PoleVault_g05_c05: 0.8244480646317243
v_PoleVault_g06_c01: 0.8579659366150736
v_PoleVault_g06_c02: 0.7600973795269965
v_PoleVault_g06_c03: 0.7592746947993874
v_PoleVault_g06_c04: 0.7412487140027224
v_PoleVault_g06_c05: 0.6321043322896003
v_PoleVault_g07_c01: 0.8132652286076336
v_PoleVault_g07_c02: 0.46794629465875914
v_PoleVault_g07_c03: 0.4209001792696654
v_PoleVault_g07_c04: 0.7408037630011677
v_RopeClimbing_g01_c01: 0.9307051611831412
v_RopeClimbing_g01_c02: 0.901961705298163
v_RopeClimbing_g01_c03: 0.5963184401625767
v_RopeClimbing_g01_c04: 0.8868770230328664
v_RopeClimbing_g02_c01: 0.7876077162800357
v_RopeClimbing_g02_c02: 0.8174318025121465
v_RopeClimbing_g02_c03: 0.6564249197253957
v_RopeClimbing_g02_c04: 0.5681947156554088
v_RopeClimbing_g02_c05: 0.809450198779814
v_RopeClimbing_g02_c06: 0.6885533385211602
v_RopeClimbing_g03_c01: 0.4639419444138184
v_RopeClimbing_g03_c02: 0.8683656723005697
v_RopeClimbing_g03_c03: 0.8945685086073354
v_RopeClimbing_g03_c04: 0.911644161795266
v_RopeClimbing_g04_c01: 0.825254506780766
v_RopeClimbing_g04_c02: 0.9392498104134575
v_RopeClimbing_g04_c03: 0.7858044827589765
v_RopeClimbing_g04_c04: 0.9019036180106923
v_RopeClimbing_g05_c01: 0.9229589944006875
v_RopeClimbing_g05_c02: 0.9284535745391622
v_RopeClimbing_g05_c03: 0.8900953849079087
v_RopeClimbing_g05_c04: 0.892302111373283
v_RopeClimbing_g05_c05: 0.8594493969576433
v_RopeClimbing_g05_c06: 0.7973297479329631
v_RopeClimbing_g05_c07: 0.8409463219577447
v_RopeClimbing_g06_c01: 0.9174473901512101
v_RopeClimbing_g06_c02: 0.9115427104989067
v_RopeClimbing_g06_c03: 0.9305085997330025
v_RopeClimbing_g06_c04: 0.8416306168073788
v_RopeClimbing_g07_c01: 0.8264895578613505
v_RopeClimbing_g07_c02: 0.8938093393808231
v_RopeClimbing_g07_c03: 0.819247187464498
v_RopeClimbing_g07_c04: 0.7863052241737023
v_RopeClimbing_g07_c05: 0.8962930055567995
v_SalsaSpin_g01_c01: 0.9242386536498088
v_SalsaSpin_g01_c02: 0.9126501805440057
v_SalsaSpin_g01_c03: 0.9240309973538388
v_SalsaSpin_g01_c04: 0.9213916224252898
v_SalsaSpin_g01_c05: 0.9160027057223488
v_SalsaSpin_g01_c06: 0.9106301153369714
v_SalsaSpin_g01_c07: 0.9503321338270325
v_SalsaSpin_g02_c01: 0.4826813094841782
v_SalsaSpin_g02_c02: 0.22103296148998197
v_SalsaSpin_g02_c03: 0.08906461985134229
v_SalsaSpin_g02_c04: 0.194530681357719
v_SalsaSpin_g02_c05: 0.3159497782762628
v_SalsaSpin_g02_c06: 0.18557393985975068
v_SalsaSpin_g02_c07: 0.12514075633953325
v_SalsaSpin_g03_c01: 0.9049970144696999
v_SalsaSpin_g03_c02: 0.90944304925506
v_SalsaSpin_g03_c03: 0.927681772300275
v_SalsaSpin_g03_c04: 0.9515027448360343
v_SalsaSpin_g03_c05: 0.881488465500297
v_SalsaSpin_g03_c06: 0.8845272783946712
v_SalsaSpin_g04_c01: 0.8987188209139276
v_SalsaSpin_g04_c02: 0.8688186987128574
v_SalsaSpin_g04_c03: 0.8783656638406683
