Loaded /home/acb11711tx/lzq/ExpEval/exe_res/ucf101_r50l_perturb_full_core8_summed.pt
v_CliffDiving_g02_c01: 0.6465793724637479
v_CliffDiving_g02_c02: 0.43250507139600813
v_CliffDiving_g02_c03: 0.8578038513660431
v_CliffDiving_g02_c04: 0.6250330342445523
v_CliffDiving_g03_c01: 0.9902466055937111
v_CliffDiving_g03_c02: 0.9986694571562111
v_CliffDiving_g03_c03: 0.9996331455186009
v_CliffDiving_g03_c04: 0.9953328536357731
v_CliffDiving_g03_c05: 0.9745646235533059
v_CliffDiving_g04_c01: 0.9699400244280696
v_CliffDiving_g04_c02: 0.9855811330489814
v_CliffDiving_g04_c03: 0.9989791628904641
v_CliffDiving_g04_c04: 0.9884926793165505
v_CliffDiving_g05_c01: 0.1630715791025068
v_CliffDiving_g05_c02: 0.994398903567344
v_CliffDiving_g05_c03: 0.5518812467344105
v_CliffDiving_g05_c04: 0.254732996923849
v_CliffDiving_g05_c05: 0.9870596644468606
v_CliffDiving_g05_c06: 0.9460898931138217
v_CliffDiving_g05_c07: 0.9652823954820633
v_CliffDiving_g06_c01: 0.861951743485406
v_CliffDiving_g06_c02: 0.9942536281887442
v_CliffDiving_g06_c03: 0.9402204337529838
v_CliffDiving_g06_c04: 0.7595942665357143
v_CliffDiving_g06_c05: 0.9351181217934936
v_CliffDiving_g06_c06: 0.7671665479429066
v_CliffDiving_g06_c07: 0.9938199571333826
v_CliffDiving_g07_c01: 0.9977829530835152
v_CliffDiving_g07_c02: 0.99788160296157
v_CliffDiving_g07_c03: 0.9892073054797947
v_CliffDiving_g07_c04: 0.9994542165659368
v_CliffDiving_g07_c05: 0.9070437478367239
v_CliffDiving_g07_c06: 0.9534349567256868
v_CricketBowling_g01_c01: 0.6429370420420373
v_CricketBowling_g01_c02: 0.7209149377787316
v_CricketBowling_g01_c03: 0.7477937715494836
v_CricketBowling_g01_c04: 0.6068034546816552
v_CricketBowling_g01_c05: 0.6111879723513329
v_CricketBowling_g01_c06: 0.6467340963328088
v_CricketBowling_g01_c07: 0.6808321254694665
v_CricketBowling_g02_c01: 0.15191363402584734
v_CricketBowling_g02_c02: 0.23812700760493222
v_CricketBowling_g02_c03: 0.28001921972202304
v_CricketBowling_g02_c04: 0.27312553742842915
v_CricketBowling_g02_c05: 0.2823195310676301
v_CricketBowling_g02_c06: 0.3362651870021427
v_CricketBowling_g02_c07: 0.27710604224296453
v_CricketBowling_g03_c01: 0.0018231240902136236
v_CricketBowling_g03_c02: 0.0023445915731219458
v_CricketBowling_g03_c03: 0.005374354094898948
v_CricketBowling_g03_c04: 0.00030341506946918173
v_CricketBowling_g04_c01: 0.11808008164109829
v_CricketBowling_g04_c02: 0.3074658054293895
v_CricketBowling_g04_c03: 0.03223479270411822
v_CricketBowling_g04_c04: 0.08806784613500618
v_CricketBowling_g04_c05: 0.0010672575550660923
v_CricketBowling_g05_c01: 0.646464683338424
v_CricketBowling_g05_c02: 0.560315408035537
v_CricketBowling_g05_c03: 0.6255042927706445
v_CricketBowling_g05_c04: 0.71596620254161
v_CricketBowling_g06_c01: 0.3202799351321364
v_CricketBowling_g06_c02: 0.2393546916911209
v_CricketBowling_g06_c03: 0.2757769802020693
v_CricketBowling_g06_c04: 0.7103942721051926
v_CricketBowling_g06_c05: 0.0814012877136765
v_CricketBowling_g07_c01: 0.010014691776747853
v_CricketBowling_g07_c02: 0.0021082922413615535
v_CricketBowling_g07_c03: 0.8215191147656942
v_CricketBowling_g07_c04: 0.6421282249403948
v_Diving_g01_c01: 0.6656944283034818
v_Diving_g01_c02: 0.5530561932113187
v_Diving_g01_c03: 0.6346291430976407
v_Diving_g01_c04: 0.6102595456626432
v_Diving_g01_c05: 0.6336465605285184
v_Diving_g01_c06: 0.6528149374511258
v_Diving_g01_c07: 0.6094512470748441
v_Diving_g02_c01: 0.6234805115249173
v_Diving_g02_c02: 0.619474304535629
v_Diving_g02_c03: 0.6353560813453214
v_Diving_g02_c04: 0.6381963618781583
v_Diving_g02_c05: 0.6494764216926114
v_Diving_g02_c06: 0.676633191921951
v_Diving_g02_c07: 0.6468923815276639
v_Diving_g03_c01: 0.5000727304008024
v_Diving_g03_c02: 0.49063922248149083
v_Diving_g03_c03: 0.6027034052398221
v_Diving_g03_c04: 0.5755919345405118
v_Diving_g03_c05: 0.6077528127219693
v_Diving_g03_c06: 0.46751801452899144
v_Diving_g03_c07: 0.5300701387908475
v_Diving_g04_c01: 0.657486213066818
v_Diving_g04_c02: 0.5040348299529569
v_Diving_g04_c03: 0.6356168241921978
v_Diving_g04_c04: 0.47405428967738317
v_Diving_g04_c05: 0.683921173376234
v_Diving_g04_c06: 0.533772183277847
v_Diving_g04_c07: 0.6294416325848715
v_Diving_g05_c01: 0.5241134890105741
v_Diving_g05_c02: 0.5357837208297269
v_Diving_g05_c03: 0.4802664943721311
v_Diving_g05_c04: 0.5726952084090726
v_Diving_g05_c05: 0.5503788717772977
v_Diving_g05_c06: 0.5614349969413297
v_Diving_g06_c01: 0.5844860204246061
v_Diving_g06_c02: 0.5099576242949979
v_Diving_g06_c03: 0.4840273686435239
v_Diving_g06_c04: 0.6453145869758146
v_Diving_g06_c05: 0.4323683166161345
v_Diving_g06_c06: 0.6022548802878873
v_Diving_g06_c07: 0.6011243589904325
v_Diving_g07_c01: 0.5716075428512113
v_Diving_g07_c02: 0.6369544394996183
v_Diving_g07_c03: 0.5088724057872014
v_Diving_g07_c04: 0.5895990870643573
v_Fencing_g01_c01: 0.5950792542234922
v_Fencing_g01_c02: 0.6796199738555515
v_Fencing_g01_c03: 0.49298953577363136
v_Fencing_g01_c04: 0.7758146048099661
v_Fencing_g01_c05: 0.6891028204508984
v_Fencing_g01_c06: 0.6415229452350104
v_Fencing_g02_c01: 0.6615956554696822
v_Fencing_g02_c02: 0.8501073213801646
v_Fencing_g02_c03: 0.7029655667529369
v_Fencing_g02_c04: 0.7834016833030546
v_Fencing_g02_c05: 0.8108096810565257
v_Fencing_g03_c01: 0.6548637294717992
v_Fencing_g03_c02: 0.40685267150820437
v_Fencing_g03_c03: 0.5936520787463451
v_Fencing_g03_c04: 0.6439395638690257
v_Fencing_g03_c05: 0.6422993036494518
v_Fencing_g04_c01: 0.6087177622639501
v_Fencing_g04_c02: 0.6062098237262035
v_Fencing_g04_c03: 0.7549408169970775
v_Fencing_g04_c04: 0.8523120375857616
v_Fencing_g04_c05: 0.7486321421847606
v_Fencing_g05_c01: 0.8622949066148067
v_Fencing_g05_c02: 0.7732258372516299
v_Fencing_g05_c03: 0.8024105521426463
v_Fencing_g05_c04: 0.7441516971257442
v_Fencing_g05_c05: 0.8810749741778636
v_Fencing_g06_c01: 0.7393124390900994
v_Fencing_g06_c02: 0.7582848859992737
v_Fencing_g06_c03: 0.7293250526809061
v_Fencing_g06_c04: 0.6806099462364728
v_Fencing_g07_c01: 0.8416689130053783
v_Fencing_g07_c02: 0.7347943283193672
v_Fencing_g07_c03: 0.8553861480713749
v_Fencing_g07_c04: 0.8085034590721989
v_FloorGymnastics_g01_c01: 0.5587420643552576
v_FloorGymnastics_g01_c02: 0.68508686435068
v_FloorGymnastics_g01_c03: 0.5302220762952601
v_FloorGymnastics_g01_c04: 0.5877970637067591
v_FloorGymnastics_g01_c05: 0.5522180379613673
v_FloorGymnastics_g02_c01: 0.6126300402230953
v_FloorGymnastics_g02_c02: 0.5540709261096453
v_FloorGymnastics_g02_c03: 0.6447565002146547
v_FloorGymnastics_g02_c04: 0.7219620531670188
v_FloorGymnastics_g03_c01: 0.5120780652634238
v_FloorGymnastics_g03_c02: 0.37560306845823277
v_FloorGymnastics_g03_c03: 0.5209723786230569
v_FloorGymnastics_g03_c04: 0.42674439151430477
v_FloorGymnastics_g04_c01: 0.681062001107577
v_FloorGymnastics_g04_c02: 0.7073882998212611
v_FloorGymnastics_g04_c03: 0.5622095049604212
v_FloorGymnastics_g04_c04: 0.7663008154615198
v_FloorGymnastics_g04_c05: 0.7082091749891077
v_FloorGymnastics_g05_c01: 0.6644949501625632
v_FloorGymnastics_g05_c02: 0.6973532618268763
v_FloorGymnastics_g05_c03: 0.6791426523833906
v_FloorGymnastics_g05_c04: 0.725277441857699
v_FloorGymnastics_g06_c01: 0.6322661818250452
v_FloorGymnastics_g06_c02: 0.5729722560628687
v_FloorGymnastics_g06_c03: 0.7784749449476038
v_FloorGymnastics_g06_c04: 0.6028990483156775
v_FloorGymnastics_g06_c05: 0.6503244818433558
v_FloorGymnastics_g06_c06: 0.5148740027345156
v_FloorGymnastics_g06_c07: 0.6067795262917315
v_FloorGymnastics_g07_c01: 0.25172200596550454
v_FloorGymnastics_g07_c02: 0.5046172438434695
v_FloorGymnastics_g07_c03: 0.5819984258397852
v_FloorGymnastics_g07_c04: 0.5377655218600665
v_FloorGymnastics_g07_c05: 0.40183164186434794
v_FloorGymnastics_g07_c06: 0.48515623931432117
v_FloorGymnastics_g07_c07: 0.5229228356167113
v_GolfSwing_g01_c01: 0.6826212402155392
v_GolfSwing_g01_c02: 0.6324938531687252
v_GolfSwing_g01_c03: 0.6835718150904171
v_GolfSwing_g01_c04: 0.6749663945009701
v_GolfSwing_g01_c05: 0.6342203017046444
v_GolfSwing_g01_c06: 0.6435323949625484
v_GolfSwing_g02_c01: 0.13692943781630618
v_GolfSwing_g02_c02: 0.013162265290347364
v_GolfSwing_g02_c03: 0.012613981125795704
v_GolfSwing_g02_c04: 0.02609983753232825
v_GolfSwing_g03_c01: 0.2914688583185665
v_GolfSwing_g03_c02: 0.23657921102845592
v_GolfSwing_g03_c03: 0.35105686827579063
v_GolfSwing_g03_c04: 0.34919351997801584
v_GolfSwing_g03_c05: 0.2926018015203766
v_GolfSwing_g03_c06: 0.3636062900257997
v_GolfSwing_g03_c07: 0.36069007643514794
v_GolfSwing_g04_c01: 0.3739925588196087
v_GolfSwing_g04_c02: 0.5451840111708037
v_GolfSwing_g04_c03: 0.6632900862676792
v_GolfSwing_g04_c04: 0.6757885334735505
v_GolfSwing_g04_c05: 0.6505190726091854
v_GolfSwing_g04_c06: 0.6673297319283478
v_GolfSwing_g05_c01: 0.18802275724725348
v_GolfSwing_g05_c02: 0.42093129672126395
v_GolfSwing_g05_c03: 0.3953521848378472
v_GolfSwing_g05_c04: 0.5648216619809858
v_GolfSwing_g05_c05: 0.28475185140983683
v_GolfSwing_g05_c06: 0.2573226649836755
v_GolfSwing_g05_c07: 0.5046430337896339
v_GolfSwing_g06_c01: 0.006718482421874228
v_GolfSwing_g06_c02: 0.0007691887302456735
v_GolfSwing_g06_c03: 0.5402459498217098
v_GolfSwing_g06_c04: 0.38683946949446124
v_GolfSwing_g07_c01: 0.24457420389067863
v_GolfSwing_g07_c02: 0.33131738223151785
v_GolfSwing_g07_c03: 0.6177351130826167
v_GolfSwing_g07_c04: 0.5047202783824645
v_GolfSwing_g07_c05: 0.21274052264185173
v_HorseRiding_g01_c01: 0.6800181266271466
v_HorseRiding_g01_c02: 0.14809871175111766
v_HorseRiding_g01_c03: 0.8603431439378255
v_HorseRiding_g01_c04: 0.8977460718133443
v_HorseRiding_g01_c05: 0.9228901720025533
v_HorseRiding_g01_c06: 0.8452233529069417
v_HorseRiding_g01_c07: 0.8010805702188009
v_HorseRiding_g02_c01: 0.8823476290681356
v_HorseRiding_g02_c02: 0.8551969385125631
v_HorseRiding_g02_c03: 0.8674805021264547
v_HorseRiding_g02_c04: 0.8320920920350545
v_HorseRiding_g02_c05: 0.8138046121575826
v_HorseRiding_g02_c06: 0.8950935459115499
v_HorseRiding_g02_c07: 0.857134149072408
v_HorseRiding_g03_c01: 0.8589261627175802
v_HorseRiding_g03_c02: 0.8237522101380819
v_HorseRiding_g03_c03: 0.8267352437951558
v_HorseRiding_g03_c04: 0.8347544527032369
v_HorseRiding_g03_c05: 0.8225685214974874
v_HorseRiding_g03_c06: 0.8675953006722921
v_HorseRiding_g03_c07: 0.8252581810929769
v_HorseRiding_g04_c01: 0.7738811826684469
v_HorseRiding_g04_c02: 0.7852777099587911
v_HorseRiding_g04_c03: 0.5927806949594014
v_HorseRiding_g04_c04: 0.7353716764018827
v_HorseRiding_g04_c05: 0.7035298204400533
v_HorseRiding_g04_c06: 0.7821334457375997
v_HorseRiding_g04_c07: 0.7601917242982381
v_HorseRiding_g05_c01: 0.8417277193047994
v_HorseRiding_g05_c02: 0.8185077166535848
v_HorseRiding_g05_c03: 0.8573042011239522
v_HorseRiding_g05_c04: 0.8484817004182332
v_HorseRiding_g05_c05: 0.8288059091546529
v_HorseRiding_g05_c06: 0.79389987945342
v_HorseRiding_g05_c07: 0.6233539908544117
v_HorseRiding_g06_c01: 0.8778533792474263
v_HorseRiding_g06_c02: 0.9058360314347738
v_HorseRiding_g06_c03: 0.875616655347585
v_HorseRiding_g06_c04: 0.8774666643121236
v_HorseRiding_g06_c05: 0.9043064570405477
v_HorseRiding_g06_c06: 0.9144112324693197
v_HorseRiding_g06_c07: 0.9100340461709493
v_HorseRiding_g07_c01: 0.8125409340836995
v_HorseRiding_g07_c02: 0.7128202176072591
v_HorseRiding_g07_c03: 0.8146154141404622
v_HorseRiding_g07_c04: 0.8690752243974202
v_HorseRiding_g07_c05: 0.6975315070130819
v_HorseRiding_g07_c06: 0.8212734317758077
v_HorseRiding_g07_c07: 0.8599186396577352
v_IceDancing_g01_c01: 0.6048328947981005
v_IceDancing_g01_c02: 0.5667686533887988
v_IceDancing_g01_c03: 0.7216039371450549
v_IceDancing_g01_c04: 0.7066705894430285
v_IceDancing_g01_c05: 0.6557089757879382
v_IceDancing_g01_c06: 0.6566379737814074
v_IceDancing_g01_c07: 0.6300757002790576
v_IceDancing_g02_c01: 0.608407564159215
v_IceDancing_g02_c02: 0.6387071680982714
v_IceDancing_g02_c03: 0.5698038411100512
v_IceDancing_g02_c04: 0.5599463057478076
v_IceDancing_g02_c05: 0.5749263839569991
v_IceDancing_g02_c06: 0.7126158547361499
v_IceDancing_g02_c07: 0.4363507401903277
v_IceDancing_g03_c01: 0.6165131401975756
v_IceDancing_g03_c02: 0.7236033749540454
v_IceDancing_g03_c03: 0.6888086271246081
v_IceDancing_g03_c04: 0.5612413358648425
v_IceDancing_g03_c05: 0.7753251266439563
v_IceDancing_g03_c06: 0.6789102625806933
v_IceDancing_g04_c01: 0.6825210523565417
v_IceDancing_g04_c02: 0.6943748664816027
v_IceDancing_g04_c03: 0.5678471398313647
v_IceDancing_g04_c04: 0.7360271286924487
v_IceDancing_g04_c05: 0.00012571510377673697
v_IceDancing_g04_c06: 0.6150122356374865
v_IceDancing_g04_c07: 0.7237746787031298
v_IceDancing_g05_c01: 0.7541390132864123
v_IceDancing_g05_c02: 0.7235977721174365
v_IceDancing_g05_c03: 0.7609338831861621
v_IceDancing_g05_c04: 0.7861275148351794
v_IceDancing_g05_c05: 0.6707041931112414
v_IceDancing_g05_c06: 0.7498269152601367
v_IceDancing_g06_c01: 0.7208066058118945
v_IceDancing_g06_c02: 0.6974761557539111
v_IceDancing_g06_c03: 0.7244056534727221
v_IceDancing_g06_c04: 0.7482141327818042
v_IceDancing_g06_c05: 0.6443525624235278
v_IceDancing_g06_c06: 0.5553247404058581
v_IceDancing_g07_c01: 0.6685878109892016
v_IceDancing_g07_c02: 0.5016686987836962
v_IceDancing_g07_c03: 0.6236165237386828
v_IceDancing_g07_c04: 0.6063340973814135
v_IceDancing_g07_c05: 0.5191662979086047
v_IceDancing_g07_c06: 0.5466684770544177
v_IceDancing_g07_c07: 0.6795943450887805
v_LongJump_g01_c01: 0.5842275429258734
v_LongJump_g01_c02: 0.6590754199514777
v_LongJump_g01_c03: 0.6920522261152655
v_LongJump_g01_c04: 0.5694053578863532
v_LongJump_g01_c05: 0.6124954033384711
v_LongJump_g01_c06: 0.6025481629858405
v_LongJump_g01_c07: 0.5686568427572638
v_LongJump_g02_c01: 0.7604024843985826
v_LongJump_g02_c02: 0.271265331955874
v_LongJump_g02_c03: 0.4020571638338879
v_LongJump_g02_c04: 0.611417542279014
v_LongJump_g02_c05: 0.8053446021604032
v_LongJump_g03_c01: 0.7890839577394217
v_LongJump_g03_c02: 0.5971325864757091
v_LongJump_g03_c03: 0.7882961440573126
v_LongJump_g03_c04: 0.4513571705410868
v_LongJump_g03_c05: 0.6350322250018507
v_LongJump_g03_c06: 0.6951227607878536
v_LongJump_g04_c01: 0.5817649616601557
v_LongJump_g04_c02: 0.22709228617350163
v_LongJump_g04_c03: 0.27658724209504726
v_LongJump_g04_c04: 0.2984400224613637
v_LongJump_g04_c05: 0.38038637309546175
v_LongJump_g04_c06: 0.4654970330393553
v_LongJump_g04_c07: 0.45593859541440906
v_LongJump_g05_c01: 0.007651243407963193
v_LongJump_g05_c02: 0.002787167107044297
v_LongJump_g05_c03: 0.03418149549725058
v_LongJump_g05_c04: 0.0497501718436979
v_LongJump_g05_c05: 0.04359910853418114
v_LongJump_g06_c01: 0.03471230012110027
v_LongJump_g06_c02: 0.04209751489725022
v_LongJump_g06_c03: 0.025299660834207316
v_LongJump_g06_c04: 0.04829567450360628
v_LongJump_g07_c01: 0.6316255694928259
v_LongJump_g07_c02: 0.7503520656118781
v_LongJump_g07_c03: 0.2236158736723155
v_LongJump_g07_c05: 0.3756002579557389
v_PoleVault_g01_c01: 0.19568693969335982
v_PoleVault_g01_c02: 0.6021998761541454
v_PoleVault_g01_c03: 0.5323933462466357
v_PoleVault_g01_c04: 0.664258537520027
v_PoleVault_g01_c05: 0.5295806812907813
v_PoleVault_g02_c01: 0.7310330701845942
v_PoleVault_g02_c02: 0.6542835260595439
v_PoleVault_g02_c03: 0.7081567479151545
v_PoleVault_g02_c04: 0.7400210929888544
v_PoleVault_g02_c05: 0.7171737981814204
v_PoleVault_g02_c06: 0.619333727456933
v_PoleVault_g02_c07: 0.6277102662104426
v_PoleVault_g03_c01: 0.5462186170595942
v_PoleVault_g03_c02: 0.4929106372262595
v_PoleVault_g03_c03: 0.4478299451845942
v_PoleVault_g03_c04: 0.5418307028564868
v_PoleVault_g03_c05: 0.5932386952306388
v_PoleVault_g03_c06: 0.559856577016717
v_PoleVault_g03_c07: 0.5485331846255121
v_PoleVault_g04_c01: 0.4914219641912041
v_PoleVault_g04_c02: 0.4753569217252789
v_PoleVault_g04_c03: 0.3151783451291976
v_PoleVault_g04_c04: 0.5213786449137388
v_PoleVault_g04_c05: 0.433896677740222
v_PoleVault_g04_c06: 0.6169648018519638
v_PoleVault_g04_c07: 0.6081904006975947
v_PoleVault_g05_c01: 0.4960425926226435
v_PoleVault_g05_c02: 0.5086589885729609
v_PoleVault_g05_c03: 0.442795528270608
v_PoleVault_g05_c04: 0.528979404069787
v_PoleVault_g05_c05: 0.5193326307314692
v_PoleVault_g06_c01: 0.7035639120119868
v_PoleVault_g06_c02: 0.5594778491038142
v_PoleVault_g06_c03: 0.6268629265803156
v_PoleVault_g06_c04: 0.6430243087786494
v_PoleVault_g06_c05: 0.6210505796450434
v_PoleVault_g07_c01: 0.4005332129861472
v_PoleVault_g07_c02: 0.4493357075232325
v_PoleVault_g07_c03: 0.6412513013317493
v_PoleVault_g07_c04: 0.602229119217327
v_RopeClimbing_g01_c01: 0.055530315478394154
v_RopeClimbing_g01_c02: 0.6684632734004481
v_RopeClimbing_g01_c03: 0.5152329043094142
v_RopeClimbing_g01_c04: 0.6365081504527552
v_RopeClimbing_g02_c01: 0.7458625868503077
v_RopeClimbing_g02_c02: 0.759067876691006
v_RopeClimbing_g02_c03: 0.69421164547839
v_RopeClimbing_g02_c04: 0.7200683788005335
v_RopeClimbing_g02_c05: 0.8207585648242457
v_RopeClimbing_g02_c06: 0.7267581061068995
v_RopeClimbing_g03_c01: 0.6507271949276401
v_RopeClimbing_g03_c02: 0.7143185571376307
v_RopeClimbing_g03_c03: 0.8328077033702357
v_RopeClimbing_g03_c04: 0.7857747510615809
v_RopeClimbing_g04_c01: 0.7247868205495251
v_RopeClimbing_g04_c02: 0.7842394546214564
v_RopeClimbing_g04_c03: 0.7837508753482325
v_RopeClimbing_g04_c04: 0.813683970326565
v_RopeClimbing_g05_c01: 0.7312385011073275
v_RopeClimbing_g05_c02: 0.7334692887570782
v_RopeClimbing_g05_c03: 0.4293848964925928
v_RopeClimbing_g05_c04: 0.6770564664229823
v_RopeClimbing_g05_c05: 0.6870091349892391
v_RopeClimbing_g05_c06: 0.7565853634923769
v_RopeClimbing_g05_c07: 0.6594276264850123
v_RopeClimbing_g06_c01: 0.8011414245311244
v_RopeClimbing_g06_c02: 0.8035664395038111
v_RopeClimbing_g06_c03: 0.6661650375071986
v_RopeClimbing_g06_c04: 0.7464803889934046
v_RopeClimbing_g07_c01: 0.652587887791924
v_RopeClimbing_g07_c02: 0.15437253653817606
v_RopeClimbing_g07_c03: 0.09616315302719158
v_RopeClimbing_g07_c04: 0.03492783795172727
v_RopeClimbing_g07_c05: 0.7023312346618695
v_SalsaSpin_g01_c01: 0.6337248251554684
v_SalsaSpin_g01_c02: 0.5087580887382046
v_SalsaSpin_g01_c03: 0.6317322795991913
v_SalsaSpin_g01_c04: 0.42085314185965217
v_SalsaSpin_g01_c05: 0.25148458981561816
v_SalsaSpin_g01_c06: 0.568358759793
v_SalsaSpin_g01_c07: 0.6384563168292061
v_SalsaSpin_g02_c01: 0.358622547636287
v_SalsaSpin_g02_c02: 0.003598383926743054
v_SalsaSpin_g02_c03: 0.010889566198393342
v_SalsaSpin_g02_c04: 0.016105494622254746
v_SalsaSpin_g02_c05: 0.030012282671608048
v_SalsaSpin_g02_c06: 0.02976861098201527
v_SalsaSpin_g02_c07: 0.011036957947377246
v_SalsaSpin_g03_c01: 0.798638823140891
v_SalsaSpin_g03_c02: 0.7807704831254796
v_SalsaSpin_g03_c03: 0.8007436419618443
v_SalsaSpin_g03_c04: 0.8120046878946141
v_SalsaSpin_g03_c05: 0.8026195789468602
v_SalsaSpin_g03_c06: 0.8625094915521458
v_SalsaSpin_g04_c01: 0.5892366808736824
v_SalsaSpin_g04_c02: 0.5243904767710319
v_SalsaSpin_g04_c03: 0.69359197972949
v_SalsaSpin_g04_c04: 0.7473402895745949
