Loaded /home/acb11711tx/lzq/ExpEval/exe_res/ucf101_r50l_perturb_full_core8_cylinder_summed.pt
Use 4 GPUs!
v_Basketball_g01_c01: 0.7894397100107682
v_Basketball_g01_c02: 0.8390192519081694
v_Basketball_g01_c03: 0.7869005898619008
v_Basketball_g01_c04: 0.7300377166038317
v_Basketball_g01_c05: 0.7940653175255221
v_Basketball_g01_c06: 0.703619958986522
v_Basketball_g01_c07: 0.4714658936954521
v_Basketball_g02_c01: 0.7728706315765095
v_Basketball_g02_c02: 0.8543496845895362
v_Basketball_g02_c03: 0.5900136718200457
v_Basketball_g02_c04: 0.8438394550839377
v_Basketball_g02_c05: 0.8108587611140621
v_Basketball_g02_c06: 0.819754802775563
v_Basketball_g03_c01: 0.6535504382708979
v_Basketball_g03_c02: 0.6649157923320246
v_Basketball_g03_c03: 0.6882588189700556
v_Basketball_g03_c04: 0.7078336399653864
v_Basketball_g03_c05: 0.6800848167994928
v_Basketball_g03_c06: 0.7258580845454645
v_Basketball_g04_c01: 0.21545545121439602
v_Basketball_g04_c02: 0.08272291439693902
v_Basketball_g04_c03: 0.00016521616403508688
v_Basketball_g04_c04: 0.12569454141426206
v_Basketball_g05_c01: 0.43336982528212786
v_Basketball_g05_c02: 0.0017055523139362094
v_Basketball_g05_c03: 0.42486495585212936
v_Basketball_g05_c04: 0.6222754643903983
v_Basketball_g06_c01: 0.4499305970175129
v_Basketball_g06_c02: 0.30062253346200407
v_Basketball_g06_c03: 0.7471242334367645
v_Basketball_g06_c04: 0.4629734576819402
v_Basketball_g07_c01: 0.6633790653804255
v_Basketball_g07_c02: 0.5463663261989069
v_Basketball_g07_c03: 0.6499059122661066
v_Basketball_g07_c04: 0.6280051392177057
v_BasketballDunk_g01_c01: 0.7918310120867318
v_BasketballDunk_g01_c02: 0.76796274931894
v_BasketballDunk_g01_c03: 0.7424004033373421
v_BasketballDunk_g01_c04: 0.8177601054476327
v_BasketballDunk_g01_c05: 0.8285702422426766
v_BasketballDunk_g01_c06: 0.6930633142756051
v_BasketballDunk_g01_c07: 0.7892268255518502
v_BasketballDunk_g02_c01: 0.7426130727099007
v_BasketballDunk_g02_c02: 0.7651089385317391
v_BasketballDunk_g02_c03: 0.7677860811518258
v_BasketballDunk_g02_c04: 0.6477520421312875
v_BasketballDunk_g03_c01: 0.7584327414797372
v_BasketballDunk_g03_c02: 0.8090356543825692
v_BasketballDunk_g03_c03: 0.7502956941889352
v_BasketballDunk_g03_c04: 0.7997272566126412
v_BasketballDunk_g03_c05: 0.8080913379953927
v_BasketballDunk_g03_c06: 0.7453841522501534
v_BasketballDunk_g04_c01: 0.7733216241167611
v_BasketballDunk_g04_c02: 0.8462568476961678
v_BasketballDunk_g04_c03: 0.7817954972551888
v_BasketballDunk_g04_c04: 0.7782637432383126
v_BasketballDunk_g05_c01: 0.8110997036264962
v_BasketballDunk_g05_c02: 0.7875961616800851
v_BasketballDunk_g05_c03: 0.764771933870179
v_BasketballDunk_g05_c04: 0.7495802596376961
v_BasketballDunk_g05_c05: 0.8037781670855111
v_BasketballDunk_g05_c06: 0.6793630078600472
v_BasketballDunk_g06_c01: 0.7637252763079232
v_BasketballDunk_g06_c02: 0.8447105998338884
v_BasketballDunk_g06_c03: 0.7803677285255617
v_BasketballDunk_g06_c04: 0.8109617989675826
v_BasketballDunk_g07_c01: 0.7412952140139168
v_BasketballDunk_g07_c02: 0.8326319411562508
v_BasketballDunk_g07_c03: 0.7923800900744027
v_BasketballDunk_g07_c04: 0.4965915635393685
v_BasketballDunk_g07_c05: 0.7004280641840523
v_BasketballDunk_g07_c06: 0.7618870690630501
v_Biking_g01_c01: 0.7953887807691444
v_Biking_g01_c02: 0.1269898937233671
v_Biking_g01_c03: 0.8487065767424156
v_Biking_g01_c04: 0.859870218441074
v_Biking_g02_c01: 0.40694885398465885
v_Biking_g02_c02: 0.48261265852693214
v_Biking_g02_c03: 0.6846962838919808
v_Biking_g02_c04: 0.7583836547585179
v_Biking_g02_c05: 0.7117523679064561
v_Biking_g02_c06: 0.4053937552982916
v_Biking_g02_c07: 0.7317053901517738
v_Biking_g03_c01: 0.7370800047667672
v_Biking_g03_c02: 0.693501366537248
v_Biking_g03_c03: 0.6650452974738528
v_Biking_g03_c04: 0.6701712205560852
v_Biking_g04_c01: 0.5899399411885042
v_Biking_g04_c02: 0.26859840192105366
v_Biking_g04_c03: 0.6042586790883888
v_Biking_g04_c04: 0.015082207710122475
v_Biking_g04_c05: 0.20748195611145093
v_Biking_g05_c01: 0.25735035003367557
v_Biking_g05_c02: 0.7254895197713722
v_Biking_g05_c03: 0.6554061400258888
v_Biking_g05_c04: 0.7762941347921242
v_Biking_g05_c05: 0.7251352893674721
v_Biking_g05_c06: 0.6535094010198463
v_Biking_g05_c07: 0.7501449810827125
v_Biking_g06_c01: 0.6489918457830299
v_Biking_g06_c02: 0.7018854843938698
v_Biking_g06_c03: 0.7679585444295753
v_Biking_g06_c04: 0.4966696421636243
v_Biking_g06_c05: 0.4986459771191676
v_Biking_g07_c01: 0.6284331905210365
v_Biking_g07_c02: 0.719181202586924
v_Biking_g07_c03: 0.4469665738308777
v_Biking_g07_c04: 0.3982969762312223
v_Biking_g07_c05: 0.03258124110493554
v_Biking_g07_c06: 0.7333097632529189
v_CliffDiving_g01_c01: 0.8302001473493874
v_CliffDiving_g01_c02: 0.9675613937433809
v_CliffDiving_g01_c03: 0.9351968881674111
v_CliffDiving_g01_c04: 0.933453154284507
v_CliffDiving_g01_c05: 0.9376771571114659
v_CliffDiving_g01_c06: 0.9867962119169533
v_CliffDiving_g02_c01: 0.6470451231580228
v_CliffDiving_g02_c02: 0.46801611804403365
v_CliffDiving_g02_c03: 0.8984644711017609
v_CliffDiving_g02_c04: 0.6221148504409939
v_CliffDiving_g03_c01: 0.990486275870353
v_CliffDiving_g03_c02: 0.9979898449964821
v_CliffDiving_g03_c03: 0.9996319534257054
v_CliffDiving_g03_c04: 0.9965181516017765
v_CliffDiving_g03_c05: 0.9599914071150124
v_CliffDiving_g04_c01: 0.9807797847315669
v_CliffDiving_g04_c02: 0.9772798749618232
v_CliffDiving_g04_c03: 0.9985346314497292
v_CliffDiving_g04_c04: 0.9901816961355507
v_CliffDiving_g05_c01: 0.12683433926486032
v_CliffDiving_g05_c02: 0.9865124938078225
v_CliffDiving_g05_c03: 0.5332510997541249
v_CliffDiving_g05_c04: 0.23113106261007488
v_CliffDiving_g05_c05: 0.9915441987104714
v_CliffDiving_g05_c06: 0.9340171511285007
v_CliffDiving_g05_c07: 0.9839569479227066
v_CliffDiving_g06_c01: 0.8143911112565547
v_CliffDiving_g06_c02: 0.9862356113735586
v_CliffDiving_g06_c03: 0.9594100299291313
v_CliffDiving_g06_c04: 0.7336195160169154
v_CliffDiving_g06_c05: 0.9085143038537353
v_CliffDiving_g06_c06: 0.7604984571225941
v_CliffDiving_g06_c07: 0.9954912713728845
v_CliffDiving_g07_c01: 0.9976995065808296
v_CliffDiving_g07_c02: 0.9977153060026467
v_CliffDiving_g07_c03: 0.9889393826015294
v_CliffDiving_g07_c04: 0.9991071983240545
v_CliffDiving_g07_c05: 0.8940256761852652
v_CliffDiving_g07_c06: 0.937769842799753
v_CricketBowling_g01_c01: 0.6956369059527123
v_CricketBowling_g01_c02: 0.7722344773256982
v_CricketBowling_g01_c03: 0.7159076111757958
v_CricketBowling_g01_c04: 0.6117254274332726
v_CricketBowling_g01_c05: 0.6173547285044396
v_CricketBowling_g01_c06: 0.6621792095148766
v_CricketBowling_g01_c07: 0.7174976246798241
v_CricketBowling_g02_c01: 0.14590570934990588
v_CricketBowling_g02_c02: 0.2533914293063635
v_CricketBowling_g02_c03: 0.2911455889599228
v_CricketBowling_g02_c04: 0.30893627623038533
v_CricketBowling_g02_c05: 0.29607702813984993
v_CricketBowling_g02_c06: 0.395683626867255
v_CricketBowling_g02_c07: 0.27792393717857244
v_CricketBowling_g03_c01: 0.001988974014301148
v_CricketBowling_g03_c02: 0.0029985993469683336
v_CricketBowling_g03_c03: 0.005376948759591826
v_CricketBowling_g03_c04: 0.00037827809585344596
v_CricketBowling_g04_c01: 0.14116209953965786
v_CricketBowling_g04_c02: 0.28778184832947495
v_CricketBowling_g04_c03: 0.038410206431878535
v_CricketBowling_g04_c04: 0.07062427862058662
v_CricketBowling_g04_c05: 0.001054816715283735
v_CricketBowling_g05_c01: 0.6618464963877404
v_CricketBowling_g05_c02: 0.5393149631464684
v_CricketBowling_g05_c03: 0.59701929263713
v_CricketBowling_g05_c04: 0.7038980501139367
v_CricketBowling_g06_c01: 0.2895954341994429
v_CricketBowling_g06_c02: 0.22223085839243772
v_CricketBowling_g06_c03: 0.31050592450367454
v_CricketBowling_g06_c04: 0.7011771886510605
v_CricketBowling_g06_c05: 0.1676637820393143
v_CricketBowling_g07_c01: 0.009384155660088211
v_CricketBowling_g07_c02: 0.0026160318467436383
v_CricketBowling_g07_c03: 0.8008502505155111
v_CricketBowling_g07_c04: 0.6259939628554338
v_Diving_g01_c01: 0.6543270476844327
v_Diving_g01_c02: 0.5408526786353605
v_Diving_g01_c03: 0.6136546262290494
v_Diving_g01_c04: 0.6019792684104459
v_Diving_g01_c05: 0.6400316484954374
v_Diving_g01_c06: 0.6520152219321744
v_Diving_g01_c07: 0.614863766052963
v_Diving_g02_c01: 0.6142729648139493
v_Diving_g02_c02: 0.6054647692229764
v_Diving_g02_c03: 0.629338396408798
v_Diving_g02_c04: 0.6088492401626127
v_Diving_g02_c05: 0.6179719098594205
v_Diving_g02_c06: 0.6686620839622037
v_Diving_g02_c07: 0.6467650064017789
v_Diving_g03_c01: 0.471751851656677
v_Diving_g03_c02: 0.45805196247363256
v_Diving_g03_c03: 0.5810357459571378
v_Diving_g03_c04: 0.5605898030784147
v_Diving_g03_c05: 0.5929222234275358
v_Diving_g03_c06: 0.4579929538753049
v_Diving_g03_c07: 0.5069660075690763
v_Diving_g04_c01: 0.658644808151962
v_Diving_g04_c02: 0.4949437209155576
v_Diving_g04_c03: 0.61252371982971
v_Diving_g04_c04: 0.4624279864814298
v_Diving_g04_c05: 0.6466912777844982
v_Diving_g04_c06: 0.5281851418998258
v_Diving_g04_c07: 0.6227762835782187
v_Diving_g05_c01: 0.5203409918334501
v_Diving_g05_c02: 0.5230445393111722
v_Diving_g05_c03: 0.45561395368838475
v_Diving_g05_c04: 0.5543269046332853
v_Diving_g05_c05: 0.5404799111869352
v_Diving_g05_c06: 0.5732135900046842
v_Diving_g06_c01: 0.5720576175239103
v_Diving_g06_c02: 0.4837345906283872
v_Diving_g06_c03: 0.48662586293482946
v_Diving_g06_c04: 0.6270803340461271
v_Diving_g06_c05: 0.4739051842346953
v_Diving_g06_c06: 0.619541180947067
v_Diving_g06_c07: 0.5982062943961637
v_Diving_g07_c01: 0.5718077548530118
v_Diving_g07_c02: 0.644154263355972
v_Diving_g07_c03: 0.4974084656436162
v_Diving_g07_c04: 0.5910991571594195
v_Fencing_g01_c01: 0.651227664066937
v_Fencing_g01_c02: 0.6967865883880222
v_Fencing_g01_c03: 0.5303780095227921
v_Fencing_g01_c04: 0.8037846804172659
v_Fencing_g01_c05: 0.699602297837373
v_Fencing_g01_c06: 0.6340801132419074
v_Fencing_g02_c01: 0.6887616048143173
v_Fencing_g02_c02: 0.8541027995333934
v_Fencing_g02_c03: 0.6932685466990733
v_Fencing_g02_c04: 0.7607476267539823
v_Fencing_g02_c05: 0.8008902760730052
v_Fencing_g03_c01: 0.6883998060175145
v_Fencing_g03_c02: 0.4393225699704999
v_Fencing_g03_c03: 0.610499927638557
v_Fencing_g03_c04: 0.6711650582537914
v_Fencing_g03_c05: 0.6669812890277171
v_Fencing_g04_c01: 0.6103793609463537
v_Fencing_g04_c02: 0.6117712947116161
v_Fencing_g04_c03: 0.7588265629992748
v_Fencing_g04_c04: 0.8181631060824657
v_Fencing_g04_c05: 0.7487728091464305
v_Fencing_g05_c01: 0.8569440784440303
v_Fencing_g05_c02: 0.808127038976636
v_Fencing_g05_c03: 0.7358194085345531
v_Fencing_g05_c04: 0.7318488812115902
v_Fencing_g05_c05: 0.883141586421516
v_Fencing_g06_c01: 0.742620914107647
v_Fencing_g06_c02: 0.7658010913100952
v_Fencing_g06_c03: 0.7250431742095316
v_Fencing_g06_c04: 0.7072528052185589
v_Fencing_g07_c01: 0.8737817498431468
v_Fencing_g07_c02: 0.695258448230561
v_Fencing_g07_c03: 0.8492493730545903
v_Fencing_g07_c04: 0.7864315014840031
v_FloorGymnastics_g01_c01: 0.5467758358701502
v_FloorGymnastics_g01_c02: 0.6745655716642176
v_FloorGymnastics_g01_c03: 0.49870010030115
v_FloorGymnastics_g01_c04: 0.6071087301954066
v_FloorGymnastics_g01_c05: 0.53970511567438
v_FloorGymnastics_g02_c01: 0.5986894674844478
v_FloorGymnastics_g02_c02: 0.6139225129283403
v_FloorGymnastics_g02_c03: 0.7024944467249696
v_FloorGymnastics_g02_c04: 0.6316462343803977
v_FloorGymnastics_g03_c01: 0.4970064943901633
v_FloorGymnastics_g03_c02: 0.3527884369961356
v_FloorGymnastics_g03_c03: 0.555098958384562
v_FloorGymnastics_g03_c04: 0.4137220581307446
v_FloorGymnastics_g04_c01: 0.6774592579587733
v_FloorGymnastics_g04_c02: 0.693929809449557
v_FloorGymnastics_g04_c03: 0.5494170368894373
v_FloorGymnastics_g04_c04: 0.7704549611791407
v_FloorGymnastics_g04_c05: 0.707471388696078
v_FloorGymnastics_g05_c01: 0.6603093927971457
v_FloorGymnastics_g05_c02: 0.7082010687574183
v_FloorGymnastics_g05_c03: 0.6665388330131208
v_FloorGymnastics_g05_c04: 0.751263040421847
v_FloorGymnastics_g06_c01: 0.5777225078328883
v_FloorGymnastics_g06_c02: 0.5978089154943262
v_FloorGymnastics_g06_c03: 0.7680388869031702
v_FloorGymnastics_g06_c04: 0.640626344668064
v_FloorGymnastics_g06_c05: 0.6624414504751002
v_FloorGymnastics_g06_c06: 0.5168642614282106
v_FloorGymnastics_g06_c07: 0.6232506142243182
v_FloorGymnastics_g07_c01: 0.23192751205185402
v_FloorGymnastics_g07_c02: 0.5029575525096988
v_FloorGymnastics_g07_c03: 0.556348580239657
v_FloorGymnastics_g07_c04: 0.4814250658511554
v_FloorGymnastics_g07_c05: 0.35718251771884013
v_FloorGymnastics_g07_c06: 0.392754228158239
v_FloorGymnastics_g07_c07: 0.5074792125507628
v_GolfSwing_g01_c01: 0.7007708545496456
v_GolfSwing_g01_c02: 0.6392723913958065
v_GolfSwing_g01_c03: 0.6807082887461178
v_GolfSwing_g01_c04: 0.6771063800623409
v_GolfSwing_g01_c05: 0.626922189789056
v_GolfSwing_g01_c06: 0.6507105823328487
v_GolfSwing_g02_c01: 0.13540682226435763
v_GolfSwing_g02_c02: 0.009283216428784158
v_GolfSwing_g02_c03: 0.009470622150146824
v_GolfSwing_g02_c04: 0.020490775963352803
v_GolfSwing_g03_c01: 0.2621918912699215
v_GolfSwing_g03_c02: 0.20750099566781444
v_GolfSwing_g03_c03: 0.3606745843497805
v_GolfSwing_g03_c04: 0.3419444328827552
v_GolfSwing_g03_c05: 0.271424092417746
v_GolfSwing_g03_c06: 0.35801588098534864
v_GolfSwing_g03_c07: 0.3849167419319741
v_GolfSwing_g04_c01: 0.4765684271877575
v_GolfSwing_g04_c02: 0.5413302132582061
v_GolfSwing_g04_c03: 0.6564487247450046
v_GolfSwing_g04_c04: 0.6894753096347443
v_GolfSwing_g04_c05: 0.668248295383691
v_GolfSwing_g04_c06: 0.6780594620575897
v_GolfSwing_g05_c01: 0.17543436057881934
v_GolfSwing_g05_c02: 0.43340037979201895
v_GolfSwing_g05_c03: 0.40974590188839954
v_GolfSwing_g05_c04: 0.59069812444055
v_GolfSwing_g05_c05: 0.2615044902266703
v_GolfSwing_g05_c06: 0.28507035566131833
v_GolfSwing_g05_c07: 0.5188642251958839
v_GolfSwing_g06_c01: 0.010260257469653311
v_GolfSwing_g06_c02: 0.0008069004842212735
v_GolfSwing_g06_c03: 0.5506070848276607
v_GolfSwing_g06_c04: 0.4009410939832918
v_GolfSwing_g07_c01: 0.23015294949424003
v_GolfSwing_g07_c02: 0.33894117392615897
v_GolfSwing_g07_c03: 0.6386187328679256
v_GolfSwing_g07_c04: 0.5147051888705931
v_GolfSwing_g07_c05: 0.227577698249533
v_HorseRiding_g01_c01: 0.6724676486455792
v_HorseRiding_g01_c02: 0.13626912691415782
v_HorseRiding_g01_c03: 0.85886250495696
v_HorseRiding_g01_c04: 0.8916760539987081
v_HorseRiding_g01_c05: 0.9290931677796834
v_HorseRiding_g01_c06: 0.8529084181764119
v_HorseRiding_g01_c07: 0.8124997472741597
v_HorseRiding_g02_c01: 0.8879785394647115
v_HorseRiding_g02_c02: 0.8353353595712179
v_HorseRiding_g02_c03: 0.8682637071588033
v_HorseRiding_g02_c04: 0.8202543115594381
v_HorseRiding_g02_c05: 0.8409634685494893
v_HorseRiding_g02_c06: 0.8769340372064107
v_HorseRiding_g02_c07: 0.8635095214822286
v_HorseRiding_g03_c01: 0.8687094306924337
v_HorseRiding_g03_c02: 0.83945332526946
v_HorseRiding_g03_c03: 0.8385763621308797
v_HorseRiding_g03_c04: 0.8283434367158407
v_HorseRiding_g03_c05: 0.8373656129815572
v_HorseRiding_g03_c06: 0.8896584963777059
v_HorseRiding_g03_c07: 0.8488783097245687
v_HorseRiding_g04_c01: 0.7934398508050435
v_HorseRiding_g04_c02: 0.7680235958077901
v_HorseRiding_g04_c03: 0.6104144906976217
v_HorseRiding_g04_c04: 0.709369030909329
v_HorseRiding_g04_c05: 0.6928633904435628
v_HorseRiding_g04_c06: 0.7783650016763204
v_HorseRiding_g04_c07: 0.7640421843507283
v_HorseRiding_g05_c01: 0.8396667695024007
v_HorseRiding_g05_c02: 0.8242652273156637
v_HorseRiding_g05_c03: 0.8566521263101095
v_HorseRiding_g05_c04: 0.8528086996057027
v_HorseRiding_g05_c05: 0.8328530049302572
v_HorseRiding_g05_c06: 0.7747027134873861
v_HorseRiding_g05_c07: 0.6742248862401539
