Loaded /home/acb11711tx/lzq/ExpEval/exe_res/ucf101_r50l_perturb_full_core8_fade_test_summed.pt
v_HorseRiding_g03_c02: 0.8217474079110616
v_HorseRiding_g03_c03: 0.8394861078240865
v_HorseRiding_g03_c04: 0.7995112395265096
v_HorseRiding_g03_c05: 0.8205595469453328
v_HorseRiding_g03_c06: 0.8487744188287252
v_HorseRiding_g03_c07: 0.8022538280465596
v_HorseRiding_g04_c01: 0.7408495402314657
v_HorseRiding_g04_c02: 0.7175963973977559
v_HorseRiding_g04_c03: 0.5320937490441793
v_HorseRiding_g04_c04: 0.5992827686832243
v_HorseRiding_g04_c05: 0.6471448993661397
v_HorseRiding_g04_c06: 0.7365612840631002
v_HorseRiding_g04_c07: 0.7148664450623983
v_HorseRiding_g05_c01: 0.8395182943322652
v_HorseRiding_g05_c02: 0.8100546455361837
v_HorseRiding_g05_c03: 0.854480729100942
v_HorseRiding_g05_c04: 0.8359016036965841
v_HorseRiding_g05_c05: 0.8498675084092611
v_HorseRiding_g05_c06: 0.7470716094949239
v_HorseRiding_g05_c07: 0.5596655338422352
v_HorseRiding_g06_c01: 0.8477515435197347
v_HorseRiding_g06_c02: 0.8886610722520345
v_HorseRiding_g06_c03: 0.8459741926171773
v_HorseRiding_g06_c04: 0.8708712911584371
v_HorseRiding_g06_c05: 0.8452095842339986
v_HorseRiding_g06_c06: 0.9127182221391195
v_HorseRiding_g06_c07: 0.8735661959626668
v_HorseRiding_g07_c01: 0.7561895108201497
v_HorseRiding_g07_c02: 0.7272247529008382
v_HorseRiding_g07_c03: 0.8117650008180135
v_HorseRiding_g07_c04: 0.8662659382798665
v_HorseRiding_g07_c05: 0.6800476169564718
v_HorseRiding_g07_c06: 0.8489856576898092
v_HorseRiding_g07_c07: 0.8072516775109762
v_IceDancing_g01_c01: 0.592473156448186
v_IceDancing_g01_c02: 0.5878739428480273
v_IceDancing_g01_c03: 0.7203303647001391
v_IceDancing_g01_c04: 0.703685052390874
v_IceDancing_g01_c05: 0.6444577646215564
v_IceDancing_g01_c06: 0.6780564260442858
v_IceDancing_g01_c07: 0.6453192901571398
v_IceDancing_g02_c01: 0.6199094128568774
v_IceDancing_g02_c02: 0.6439558339079028
v_IceDancing_g02_c03: 0.5803718042333728
v_IceDancing_g02_c04: 0.5998946499784594
v_IceDancing_g02_c05: 0.5910332875100082
v_IceDancing_g02_c06: 0.7063984942396289
v_IceDancing_g02_c07: 0.43234003305035884
v_IceDancing_g03_c01: 0.605085678096593
v_IceDancing_g03_c02: 0.7259123396833544
v_IceDancing_g03_c03: 0.677549786563695
v_IceDancing_g03_c04: 0.5444977354963427
v_IceDancing_g03_c05: 0.7693736028631335
v_IceDancing_g03_c06: 0.6876705956419116
v_IceDancing_g04_c01: 0.6730596494634753
v_IceDancing_g04_c02: 0.6949836087186938
v_IceDancing_g04_c03: 0.590576298232854
v_IceDancing_g04_c04: 0.7434116673429614
v_IceDancing_g04_c05: 9.395060841560629e-05
v_IceDancing_g04_c06: 0.571573920245946
v_IceDancing_g04_c07: 0.6955441307981616
v_IceDancing_g05_c01: 0.7389156889875537
v_IceDancing_g05_c02: 0.7197516035993701
v_IceDancing_g05_c03: 0.7663263750036364
v_IceDancing_g05_c04: 0.751044340129674
v_IceDancing_g05_c05: 0.6842191290815478
v_IceDancing_g05_c06: 0.7526061010320788
v_IceDancing_g06_c01: 0.7287386131246691
v_IceDancing_g06_c02: 0.7038936090429431
v_IceDancing_g06_c03: 0.7153201770742541
v_IceDancing_g06_c04: 0.7418712449033862
v_IceDancing_g06_c05: 0.6258249354322558
v_IceDancing_g06_c06: 0.514209635253728
v_IceDancing_g07_c01: 0.6569553089101916
v_IceDancing_g07_c02: 0.5221511197050219
v_IceDancing_g07_c03: 0.6115278673132067
v_IceDancing_g07_c04: 0.5768533420522814
v_IceDancing_g07_c05: 0.5130837631185656
v_IceDancing_g07_c06: 0.550065405364812
v_IceDancing_g07_c07: 0.6741859984357959
v_LongJump_g01_c01: 0.6063430715094
v_LongJump_g01_c02: 0.6654939461241156
v_LongJump_g01_c03: 0.7024742174635321
v_LongJump_g01_c04: 0.5274842787275702
v_LongJump_g01_c05: 0.6004599738607794
v_LongJump_g01_c06: 0.5887759137640387
v_LongJump_g01_c07: 0.5555215287695319
v_LongJump_g02_c01: 0.639232202034691
v_LongJump_g02_c02: 0.19598432287784817
v_LongJump_g02_c03: 0.24681263458660396
v_LongJump_g02_c04: 0.38741816121364536
v_LongJump_g02_c05: 0.6609913316297025
v_LongJump_g03_c01: 0.6040192247110099
v_LongJump_g03_c02: 0.4382593562568218
v_LongJump_g03_c03: 0.5410803366194159
v_LongJump_g03_c04: 0.4542564000676066
v_LongJump_g03_c05: 0.6044521216044814
v_LongJump_g03_c06: 0.671891612068066
v_LongJump_g04_c01: 0.43996145862365665
v_LongJump_g04_c02: 0.23941381794611516
v_LongJump_g04_c03: 0.2880965711756289
v_LongJump_g04_c04: 0.25952319621319475
v_LongJump_g04_c05: 0.36862521439070406
v_LongJump_g04_c06: 0.2868485910094023
v_LongJump_g04_c07: 0.33221809852148
v_LongJump_g05_c01: 0.008122502875266946
v_LongJump_g05_c02: 0.006193829135327178
v_LongJump_g05_c03: 0.03661092121365073
v_LongJump_g05_c04: 0.049649909380605095
v_LongJump_g05_c05: 0.04773794330867531
v_LongJump_g06_c01: 0.04529724311760219
v_LongJump_g06_c02: 0.036988860398196266
v_LongJump_g06_c03: 0.013589236858024378
v_LongJump_g06_c04: 0.036680308759969193
v_LongJump_g07_c01: 0.637848473221311
v_LongJump_g07_c02: 0.655979793120423
v_LongJump_g07_c03: 0.21692152700597944
v_LongJump_g07_c05: 0.429111490093419
v_PoleVault_g01_c01: 0.24300892982569167
v_PoleVault_g01_c02: 0.529778325403413
v_PoleVault_g01_c03: 0.4600782493914721
v_PoleVault_g01_c04: 0.5922934987436292
v_PoleVault_g01_c05: 0.46608528372303226
v_PoleVault_g02_c01: 0.4250403178709803
v_PoleVault_g02_c02: 0.7016665960516093
v_PoleVault_g02_c03: 0.6072161627787409
v_PoleVault_g02_c04: 0.6123534871119318
v_PoleVault_g02_c05: 0.5307724309939204
v_PoleVault_g02_c06: 0.537964327432519
v_PoleVault_g02_c07: 0.5452943278330622
v_PoleVault_g03_c01: 0.45378897915065863
v_PoleVault_g03_c02: 0.5083292561437247
v_PoleVault_g03_c03: 0.4247820807474909
v_PoleVault_g03_c04: 0.5446533404144702
v_PoleVault_g03_c05: 0.5844772892858145
v_PoleVault_g03_c06: 0.5575934482592402
v_PoleVault_g03_c07: 0.5186579061526118
v_PoleVault_g04_c01: 0.48953163268447497
v_PoleVault_g04_c02: 0.4558668287324963
v_PoleVault_g04_c03: 0.3467013642045913
v_PoleVault_g04_c04: 0.35132352373034337
v_PoleVault_g04_c05: 0.4023257663327513
v_PoleVault_g04_c06: 0.5738470998446701
v_PoleVault_g04_c07: 0.6095385981577692
v_PoleVault_g05_c01: 0.519392652608758
v_PoleVault_g05_c02: 0.5464989973086176
v_PoleVault_g05_c03: 0.45117552409351447
v_PoleVault_g05_c04: 0.5389178229349909
v_PoleVault_g05_c05: 0.5042694045084772
v_PoleVault_g06_c01: 0.6893262697237788
v_PoleVault_g06_c02: 0.5708390308398066
v_PoleVault_g06_c03: 0.6029251647967158
v_PoleVault_g06_c04: 0.6724572611826716
v_PoleVault_g06_c05: 0.5953454805392084
v_PoleVault_g07_c01: 0.44706247624412754
v_PoleVault_g07_c02: 0.43872661719501593
v_PoleVault_g07_c03: 0.4488557930424122
v_PoleVault_g07_c04: 0.6264796861767081
v_RopeClimbing_g01_c01: 0.05172733425075782
v_RopeClimbing_g01_c02: 0.6800159648601038
v_RopeClimbing_g01_c03: 0.5598612264338954
v_RopeClimbing_g01_c04: 0.6471893027965052
v_RopeClimbing_g02_c01: 0.7311049536410792
v_RopeClimbing_g02_c02: 0.7451843455974085
v_RopeClimbing_g02_c03: 0.6790718868915064
v_RopeClimbing_g02_c04: 0.6775839761439784
v_RopeClimbing_g02_c05: 0.7934604123774989
v_RopeClimbing_g02_c06: 0.6661746934596522
v_RopeClimbing_g03_c01: 0.617910725258298
v_RopeClimbing_g03_c02: 0.6761581734363062
v_RopeClimbing_g03_c03: 0.7113969162646754
v_RopeClimbing_g03_c04: 0.6858975127879603
v_RopeClimbing_g04_c01: 0.6186508561559094
v_RopeClimbing_g04_c02: 0.7345484927836878
v_RopeClimbing_g04_c03: 0.7207155660335047
v_RopeClimbing_g04_c04: 0.7155489758197291
v_RopeClimbing_g05_c01: 0.6732050347682161
v_RopeClimbing_g05_c02: 0.720391612460844
v_RopeClimbing_g05_c03: 0.3134750518556757
v_RopeClimbing_g05_c04: 0.5483939994201137
v_RopeClimbing_g05_c05: 0.6000363619141353
v_RopeClimbing_g05_c06: 0.6255279222577883
v_RopeClimbing_g05_c07: 0.6507233813945277
v_RopeClimbing_g06_c01: 0.7213007644359095
v_RopeClimbing_g06_c02: 0.7543956474009974
v_RopeClimbing_g06_c03: 0.6161918476764185
v_RopeClimbing_g06_c04: 0.664979262704037
v_RopeClimbing_g07_c01: 0.5682643027585073
v_RopeClimbing_g07_c02: 0.2148752444963975
v_RopeClimbing_g07_c03: 0.0840522417174725
v_RopeClimbing_g07_c04: 0.017679362027593015
v_RopeClimbing_g07_c05: 0.6455172793548627
v_SalsaSpin_g01_c01: 0.5806278751012997
v_SalsaSpin_g01_c02: 0.5355665294234768
v_SalsaSpin_g01_c03: 0.6262280290727631
v_SalsaSpin_g01_c04: 0.29745167882788337
v_SalsaSpin_g01_c05: 0.2583943178658501
v_SalsaSpin_g01_c06: 0.23101965657110668
v_SalsaSpin_g01_c07: 0.30432340705442584
v_SalsaSpin_g02_c01: 0.35544174576784826
v_SalsaSpin_g02_c02: 0.0049873605100003715
v_SalsaSpin_g02_c03: 0.011049853332742688
v_SalsaSpin_g02_c04: 0.02803485390927829
v_SalsaSpin_g02_c05: 0.009306357370890694
v_SalsaSpin_g02_c06: 0.03397553661258473
v_SalsaSpin_g02_c07: 0.00895409971273331
v_SalsaSpin_g03_c01: 0.7606037880075291
v_SalsaSpin_g03_c02: 0.7207560564172582
v_SalsaSpin_g03_c03: 0.7479163433206395
v_SalsaSpin_g03_c04: 0.7950798298013524
v_SalsaSpin_g03_c05: 0.7128289366853551
