The visualization results will not be visualized and save.
Loaded /home/lzq/ExpEval/exe_res/ucf101_r2p1d_grad_cam_full_layer3_test.pt
v_SalsaSpin_g03_c05: 0.7461679063006943
v_SalsaSpin_g03_c06: 0.7474079391681681
v_SalsaSpin_g04_c01: 0.6331467379688048
v_SalsaSpin_g04_c02: 0.6544172135346076
v_SalsaSpin_g04_c03: 0.7950961685940331
v_SalsaSpin_g04_c04: 0.882214864211924
v_SalsaSpin_g04_c05: 0.7771721410692907
v_SalsaSpin_g04_c06: 0.7708373406208029
v_SalsaSpin_g05_c01: 0.44129780834796384
v_SalsaSpin_g05_c02: 0.6638741603084639
v_SalsaSpin_g05_c03: 0.5418121186468531
v_SalsaSpin_g05_c04: 0.41143944214518163
v_SalsaSpin_g05_c05: 0.6534377908881973
v_SalsaSpin_g05_c06: 0.6740536853232805
v_SalsaSpin_g06_c01: 0.4917640352366017
v_SalsaSpin_g06_c02: 0.6691676933391422
v_SalsaSpin_g06_c03: 0.6785134437183539
v_SalsaSpin_g06_c04: 0.5887862234723334
v_SalsaSpin_g06_c05: 0.6130229269172631
v_SalsaSpin_g07_c01: 0.49779602864793704
v_SalsaSpin_g07_c02: 0.6414059817937074
v_SalsaSpin_g07_c03: 0.6390315527352048
v_SalsaSpin_g07_c04: 0.5330062181780151
v_SalsaSpin_g07_c05: 0.5484929630715473
v_SalsaSpin_g07_c06: 0.6496908788441443
v_SkateBoarding_g01_c01: 0.3832438508669535
v_SkateBoarding_g01_c02: 0.27276394694459205
v_SkateBoarding_g01_c03: 0.3772313216883762
v_SkateBoarding_g01_c04: 0.23032853915995244
v_SkateBoarding_g02_c01: 0.3259704984432342
v_SkateBoarding_g02_c02: 0.20837759099462452
v_SkateBoarding_g02_c03: 0.1944851355371522
v_SkateBoarding_g02_c04: 0.6026379099809656
v_SkateBoarding_g02_c05: 0.437763238011622
v_SkateBoarding_g02_c06: 0.5773273963992502
v_SkateBoarding_g03_c01: 0.4167432769548659
v_SkateBoarding_g03_c02: 0.3932680875793392
v_SkateBoarding_g03_c03: 0.5871434059651459
v_SkateBoarding_g03_c04: 0.4219641268399416
v_SkateBoarding_g04_c01: 0.5301335458954175
v_SkateBoarding_g04_c02: 0.4810780547705351
v_SkateBoarding_g04_c03: 0.46206196175486436
v_SkateBoarding_g04_c04: 0.5056521284813974
v_SkateBoarding_g04_c05: 0.2603686935469216
v_SkateBoarding_g05_c01: 0.6900714320587177
v_SkateBoarding_g05_c02: 0.4969488037129243
v_SkateBoarding_g05_c03: 0.4948626909478038
v_SkateBoarding_g05_c04: 0.6719759328400388
v_SkateBoarding_g06_c01: 0.30638978660983196
v_SkateBoarding_g06_c02: 0.4698313567568274
v_SkateBoarding_g06_c03: 0.4228814373998081
v_SkateBoarding_g06_c04: 0.2996437029365231
v_SkateBoarding_g07_c01: 0.5424193870641437
v_SkateBoarding_g07_c02: 0.318092571418075
v_SkateBoarding_g07_c03: 0.44038109869203146
v_SkateBoarding_g07_c04: 0.42850951837266194
v_SkateBoarding_g07_c05: 0.32467634518649063
v_Skiing_g01_c01: 0.3337926959874583
v_Skiing_g01_c02: 0.300549723704656
v_Skiing_g01_c03: 0.2515326277444176
v_Skiing_g01_c04: 0.3037683940693444
v_Skiing_g01_c05: 0.14841998762944164
v_Skiing_g01_c06: 0.10918129738055024
v_Skiing_g02_c01: 0.4188539980965502
v_Skiing_g02_c02: 0.39537272689973607
v_Skiing_g02_c03: 0.4825337000629481
v_Skiing_g02_c04: 0.48176682565142126
v_Skiing_g02_c05: 0.4870106319586436
v_Skiing_g03_c01: 0.3871773703717718
v_Skiing_g03_c02: 0.32900759273884345
v_Skiing_g03_c03: 0.551090455756468
v_Skiing_g03_c04: 0.48950314979050674
v_Skiing_g03_c05: 0.41518579966881697
v_Skiing_g03_c06: 0.4337906819348242
v_Skiing_g03_c07: 0.3414225111112875
v_Skiing_g04_c01: 0.6451737699263236
v_Skiing_g04_c02: 0.512926844375975
v_Skiing_g04_c03: 0.8270871792353836
v_Skiing_g04_c04: 0.5851852905516531
v_Skiing_g04_c05: 0.38774822596825803
v_Skiing_g04_c06: 0.4230887456705757
v_Skiing_g04_c07: 0.4284637297485389
v_Skiing_g05_c01: 0.5590951815247536
v_Skiing_g05_c02: 0.2509589646668995
v_Skiing_g05_c03: 0.4673985211288228
v_Skiing_g05_c04: 0.14101783268007578
v_Skiing_g06_c01: 0.05527856890477386
v_Skiing_g06_c02: 0.1139268547296524
v_Skiing_g06_c03: 0.21501279315527747
v_Skiing_g06_c04: 0.05203536639318747
v_Skiing_g06_c05: 0.043063790307325475
v_Skiing_g06_c06: 0.09069287148760814
v_Skiing_g06_c07: 0.16391699828353581
v_Skiing_g07_c01: 0.22418667272317644
v_Skiing_g07_c02: 0.215488273489709
v_Skiing_g07_c03: 0.35531934131594267
v_Skiing_g07_c04: 0.1415321802099546
v_Skijet_g01_c01: 0.41012434563325606
v_Skijet_g01_c02: 0.6317069687442306
v_Skijet_g01_c03: 0.4563093466994663
v_Skijet_g01_c04: 0.5213625631952549
v_Skijet_g02_c01: 0.37956414494809565
v_Skijet_g02_c02: 0.3317221034135596
v_Skijet_g02_c03: 0.4617916436062432
v_Skijet_g02_c04: 0.38140264387954687
v_Skijet_g03_c01: 0.42599820324822385
v_Skijet_g03_c02: 0.5526167601712194
v_Skijet_g03_c03: 0.43415317738465237
v_Skijet_g03_c04: 0.24526008049793102
v_Skijet_g04_c01: 0.4094802193964521
v_Skijet_g04_c02: 0.2986132045714732
v_Skijet_g04_c03: 0.22145746551892337
v_Skijet_g04_c04: 0.33525847469766934
v_Skijet_g05_c01: 0.4065960008559712
v_Skijet_g05_c02: 0.32872519584774385
v_Skijet_g05_c03: 0.25082024808826986
v_Skijet_g05_c04: 0.3221546913807591
v_Skijet_g06_c01: 0.43498902646642107
v_Skijet_g06_c02: 0.4175929300112686
v_Skijet_g06_c03: 0.5730861475070318
v_Skijet_g06_c04: 0.49672873214471575
v_Skijet_g07_c01: 0.5611365707919879
v_Skijet_g07_c02: 0.44727689635337275
v_Skijet_g07_c03: 0.4745292222784723
v_Skijet_g07_c04: 0.33555491401576526
v_SoccerJuggling_g01_c01: 0.5774418219485704
v_SoccerJuggling_g01_c02: 0.5131557166211161
v_SoccerJuggling_g01_c03: 0.4412778826357395
v_SoccerJuggling_g01_c04: 0.5440173155390748
v_SoccerJuggling_g01_c05: 0.5918438964541636
v_SoccerJuggling_g02_c01: 0.7566840219950559
v_SoccerJuggling_g02_c02: 0.5498793625364117
v_SoccerJuggling_g02_c03: 0.5159959513913183
v_SoccerJuggling_g02_c04: 0.7238076976043921
v_SoccerJuggling_g02_c05: 0.5534559247613537
v_SoccerJuggling_g02_c06: 0.3407956679954248
v_SoccerJuggling_g03_c01: 0.6048036557494425
v_SoccerJuggling_g03_c02: 0.3577719061763263
v_SoccerJuggling_g03_c03: 0.24224814218195045
v_SoccerJuggling_g03_c04: 0.6488017424064524
v_SoccerJuggling_g04_c01: 0.7667549544397523
v_SoccerJuggling_g04_c02: 0.8016111146256912
v_SoccerJuggling_g04_c03: 0.7607981316453102
v_SoccerJuggling_g04_c04: 0.6854230099156791
v_SoccerJuggling_g04_c05: 0.6814585194283841
v_SoccerJuggling_g04_c06: 0.6964728986661808
v_SoccerJuggling_g05_c01: 0.31668495840813016
v_SoccerJuggling_g05_c02: 0.2682322710314218
v_SoccerJuggling_g05_c03: 0.5473374228340153
v_SoccerJuggling_g05_c04: 0.33714254741721295
v_SoccerJuggling_g05_c05: 0.531249962122563
v_SoccerJuggling_g05_c06: 0.34450116227289623
v_SoccerJuggling_g06_c01: 0.7117215594094174
v_SoccerJuggling_g06_c02: 0.8213468578297134
v_SoccerJuggling_g06_c03: 0.6256799788159483
v_SoccerJuggling_g06_c04: 0.7637312593851604
v_SoccerJuggling_g06_c05: 0.6872467562264087
v_SoccerJuggling_g07_c01: 0.6730333977104986
v_SoccerJuggling_g07_c02: 0.7469759272886257
v_SoccerJuggling_g07_c03: 0.5920907944148662
v_SoccerJuggling_g07_c04: 0.6603816831009645
v_SoccerJuggling_g07_c05: 0.5699218893788901
v_SoccerJuggling_g07_c06: 0.6349477908628829
v_SoccerJuggling_g07_c07: 0.4000492149050914
v_Surfing_g01_c01: 0.46304805821501743
v_Surfing_g01_c02: 0.6694112231261006
v_Surfing_g01_c03: 0.4867771950130369
v_Surfing_g01_c04: 0.4077846142591215
v_Surfing_g01_c05: 0.3574752289436611
v_Surfing_g01_c06: 0.5980310527644321
v_Surfing_g01_c07: 0.5556137521915576
v_Surfing_g02_c01: 0.45855636505373554
v_Surfing_g02_c02: 0.7738887324856193
v_Surfing_g02_c03: 0.6160086695981376
v_Surfing_g02_c04: 0.42884112748445247
v_Surfing_g02_c05: 0.3985215909048623
v_Surfing_g02_c06: 0.40063557759949975
v_Surfing_g03_c01: 0.34647982303126185
v_Surfing_g03_c02: 0.5284925534298607
v_Surfing_g03_c03: 0.28324614170135237
v_Surfing_g03_c04: 0.2595150230415896
v_Surfing_g04_c01: 0.3326860419602371
v_Surfing_g04_c02: 0.2812895467833561
v_Surfing_g04_c03: 0.3308856376392
v_Surfing_g04_c04: 0.3475459731165685
v_Surfing_g05_c01: 0.5266129669970742
v_Surfing_g05_c02: 0.5373796319479451
v_Surfing_g05_c03: 0.5009691518968811
v_Surfing_g05_c04: 0.306488459827561
v_Surfing_g06_c01: 0.6286113734484887
v_Surfing_g06_c02: 0.6632154369251985
v_Surfing_g06_c03: 0.7737845261307323
v_Surfing_g06_c04: 0.7451993355271863
v_Surfing_g07_c01: 0.6399272355159709
v_Surfing_g07_c02: 0.3599942190536097
v_Surfing_g07_c03: 0.3194109177180365
v_Surfing_g07_c04: 0.27680121460089496
v_TennisSwing_g01_c01: 0.5012234591513726
v_TennisSwing_g01_c02: 0.5466778786469471
v_TennisSwing_g01_c03: 0.5600653383186927
v_TennisSwing_g01_c04: 0.41019257430681116
v_TennisSwing_g01_c05: 0.49610096758195
v_TennisSwing_g01_c06: 0.46649880657410797
v_TennisSwing_g01_c07: 0.4947935811609176
v_TennisSwing_g02_c01: 0.2970637771447061
v_TennisSwing_g02_c02: 0.2712894038972901
v_TennisSwing_g02_c03: 0.3806406829834861
v_TennisSwing_g02_c04: 0.37143512184494265
v_TennisSwing_g02_c05: 0.27416798108275614
v_TennisSwing_g02_c06: 0.3566260872116568
v_TennisSwing_g02_c07: 0.3450304153740552
v_TennisSwing_g03_c01: 0.5943911659074764
v_TennisSwing_g03_c02: 0.7126960133220636
v_TennisSwing_g03_c03: 0.6518595505578845
v_TennisSwing_g03_c04: 0.7834577036546726
v_TennisSwing_g03_c05: 0.45792983690021083
v_TennisSwing_g03_c06: 0.2831001453813823
v_TennisSwing_g03_c07: 0.6130543947658118
v_TennisSwing_g04_c01: 0.3405401263568623
v_TennisSwing_g04_c02: 0.32825450446529714
v_TennisSwing_g04_c03: 0.31798898568011674
v_TennisSwing_g04_c04: 0.3302149425297245
v_TennisSwing_g04_c05: 0.21086061103817294
v_TennisSwing_g04_c06: 0.4317374117106345
v_TennisSwing_g04_c07: 0.348130228220686
v_TennisSwing_g05_c01: 0.4956923289772342
v_TennisSwing_g05_c02: 0.34880096498219404
v_TennisSwing_g05_c03: 0.09240507451525214
v_TennisSwing_g05_c04: 0.14994962342886947
v_TennisSwing_g05_c05: 0.22463794142811322
v_TennisSwing_g05_c06: 0.23918447661779674
v_TennisSwing_g05_c07: 0.2607153388032434
v_TennisSwing_g06_c01: 0.4179141267403668
v_TennisSwing_g06_c02: 0.45068063134071873
v_TennisSwing_g06_c03: 0.39675664723503823
v_TennisSwing_g06_c04: 0.4148002871348723
v_TennisSwing_g06_c05: 0.2977482134238908
v_TennisSwing_g06_c06: 0.22525820366709548
v_TennisSwing_g06_c07: 0.4634390769562885
v_TennisSwing_g07_c01: 0.2242874354270159
v_TennisSwing_g07_c02: 0.25935398125838416
v_TennisSwing_g07_c03: 0.27864966573303235
v_TennisSwing_g07_c04: 0.10070984384191095
v_TennisSwing_g07_c05: 0.2644365525000966
v_TennisSwing_g07_c06: 0.22450130728310813
v_TennisSwing_g07_c07: 0.14454222331919214
v_TrampolineJumping_g01_c01: 0.40394622053695367
v_TrampolineJumping_g01_c02: 0.3512580311546723
v_TrampolineJumping_g01_c03: 0.35590717553014994
v_TrampolineJumping_g01_c04: 0.32887038605461155
v_TrampolineJumping_g02_c01: 0.5360286916240904
v_TrampolineJumping_g02_c02: 0.5424805779448327
v_TrampolineJumping_g02_c03: 0.6211341202003406
v_TrampolineJumping_g02_c04: 0.5643793530050008
v_TrampolineJumping_g02_c05: 0.5174526279207831
v_TrampolineJumping_g02_c06: 0.5489999610346322
v_TrampolineJumping_g03_c01: 0.28035420213880785
v_TrampolineJumping_g03_c02: 0.37342725974124147
v_TrampolineJumping_g03_c03: 0.35352456020373924
v_TrampolineJumping_g03_c04: 0.46374519982868256
v_TrampolineJumping_g04_c01: 0.3073457576005774
v_TrampolineJumping_g04_c02: 0.3393745769801385
v_TrampolineJumping_g04_c03: 0.4513233714773521
v_TrampolineJumping_g04_c04: 0.4426327593642853
v_TrampolineJumping_g04_c05: 0.3403283750273141
v_TrampolineJumping_g05_c01: 0.20246729871495536
v_TrampolineJumping_g05_c02: 0.29062060431266823
v_TrampolineJumping_g05_c03: 0.2744875261651389
v_TrampolineJumping_g05_c04: 0.21014140662828498
v_TrampolineJumping_g06_c01: 0.3935589097038496
v_TrampolineJumping_g06_c02: 0.27793068263278
v_TrampolineJumping_g06_c04: 0.3105079834915552
v_TrampolineJumping_g07_c01: 0.3332479053852605
v_TrampolineJumping_g07_c02: 0.4966926563896385
v_TrampolineJumping_g07_c03: 0.4728628119362482
v_TrampolineJumping_g07_c04: 0.4269113729744419
v_TrampolineJumping_g07_c05: 0.2881444000036401
v_VolleyballSpiking_g01_c01: 0.3753089781284478
v_VolleyballSpiking_g01_c02: 0.42454316127387914
v_VolleyballSpiking_g01_c03: 0.37239198702588383
v_VolleyballSpiking_g01_c04: 0.4220645165180459
v_VolleyballSpiking_g02_c01: 0.3317263752094233
v_VolleyballSpiking_g02_c04: 0.3032128925672641
v_VolleyballSpiking_g03_c01: 0.30778427705460903
v_VolleyballSpiking_g03_c02: 0.44017988889313797
v_VolleyballSpiking_g03_c03: 0.29541086697330077
v_VolleyballSpiking_g03_c04: 0.6403070529868059
v_VolleyballSpiking_g04_c01: 0.43825204217916025
v_VolleyballSpiking_g04_c02: 0.412111290106002
v_VolleyballSpiking_g04_c03: 0.4762834106078919
v_VolleyballSpiking_g04_c04: 0.38930257245459976
v_VolleyballSpiking_g04_c05: 0.3393693348758069
v_VolleyballSpiking_g04_c06: 0.40541292600991097
v_VolleyballSpiking_g04_c07: 0.3871800363063812
v_VolleyballSpiking_g05_c01: 0.2580307096242905
v_VolleyballSpiking_g05_c02: 0.24056411256246707
v_VolleyballSpiking_g05_c03: 0.44041762912974636
v_VolleyballSpiking_g05_c04: 0.3538640710726088
v_VolleyballSpiking_g05_c05: 0.3803478113521694
v_VolleyballSpiking_g06_c01: 0.2329969180528732
v_VolleyballSpiking_g06_c02: 0.4428595676954251
v_VolleyballSpiking_g06_c03: 0.2897326969742483
v_VolleyballSpiking_g06_c04: 0.5159252477809787
v_VolleyballSpiking_g07_c01: 0.5105659308277216
v_VolleyballSpiking_g07_c02: 0.434174133345996
v_VolleyballSpiking_g07_c03: 0.2675393302395355
v_VolleyballSpiking_g07_c04: 0.4307815138177544
v_VolleyballSpiking_g07_c05: 0.25622587866496804
v_VolleyballSpiking_g07_c06: 0.5774932019686436
v_VolleyballSpiking_g07_c07: 0.3803695780827719
v_WalkingWithDog_g01_c01: 0.5254271563270366
v_WalkingWithDog_g01_c02: 0.2645778339027482
v_WalkingWithDog_g01_c03: 0.3702317028799478
v_WalkingWithDog_g01_c04: 0.27108041043849845
v_WalkingWithDog_g02_c01: 0.393251009479019
v_WalkingWithDog_g02_c02: 0.3937696821439792
v_WalkingWithDog_g02_c03: 0.42079617046367596
v_WalkingWithDog_g02_c04: 0.5300974669464517
v_WalkingWithDog_g02_c05: 0.3736246610032942
v_WalkingWithDog_g02_c06: 0.4303799602823953
v_WalkingWithDog_g03_c01: 0.13717789611980027
v_WalkingWithDog_g03_c02: 0.16057904537986306
v_WalkingWithDog_g03_c03: 0.4032319599543424
v_WalkingWithDog_g03_c04: 0.501150074119077
v_WalkingWithDog_g03_c05: 0.3567518672303242
v_WalkingWithDog_g04_c01: 0.5765275805421611
v_WalkingWithDog_g04_c02: 0.2691280071459272
v_WalkingWithDog_g04_c03: 0.42921433720701174
v_WalkingWithDog_g04_c04: 0.1659002975104194
v_WalkingWithDog_g04_c05: 0.43376036539272056
v_WalkingWithDog_g05_c01: 0.495511659201892
v_WalkingWithDog_g05_c02: 0.3162497283854321
v_WalkingWithDog_g05_c03: 0.36754787706349995
v_WalkingWithDog_g05_c04: 0.30043722525896394
v_WalkingWithDog_g05_c05: 0.36540017939154423
v_WalkingWithDog_g06_c01: 0.08437647217629003
v_WalkingWithDog_g06_c02: 0.34050223251037737
v_WalkingWithDog_g06_c03: 0.374487845475475
v_WalkingWithDog_g06_c04: 0.3936500682312922
v_WalkingWithDog_g06_c05: 0.3403535531943335
v_WalkingWithDog_g07_c01: 0.06526888805788522
v_WalkingWithDog_g07_c02: 0.18613757410762358
v_WalkingWithDog_g07_c03: 0.19257216404886077
v_WalkingWithDog_g07_c04: 0.0377511449906902
v_WalkingWithDog_g07_c05: 0.509781062204902
v_WalkingWithDog_g07_c06: 0.11395581572079191
Average: 0.0/0.47956094721858394
