Loaded /home/acb11711tx/lzq/ExpEval/exe_res/epic_r50l_perturb_full_core8_summed.pt
P26_10_32247-open-fridge: 0.8394754304445087
P26_12_32292-close-lid: 0.831324424333161
P26_13_32297-open-lid: 0.8951511045165716
P26_13_32317-put-down-spoon: 0.5991293079059687
P26_13_32319-put-lid: 0.8982312341399847
P26_17_32347-take-spoon: 0.3239649942916003
P26_17_32353-put-down-plate: 0.8971897443598209
P26_18_32372-take-plate: 0.09303762509534863
P26_19_32404-pick-up-pot: 0.02254204035722296
P26_19_32434-put-down-glass: 0.47757127932641197
P26_19_32490-pick-up-pot: 0.23867655792724918
P26_19_32492-put-pot: 0.15058468446892448
P26_21_32505-close-cupboard: 0.5667187284416286
P26_28_32674-grab-fork: 0.002049235041882591
P26_29_32690-put-lid: 0.003656198661133203
P27_01_32893-pick-up-fork: 0.05541204543169442
P27_04_33002-place-sponge: 0.31549212757238365
P27_06_33144-pick-up-spoon: 0.043154401734682324
P27_06_33145-pick-up-fork: 0.03808553308772389
P27_07_33177-take-cloth: 0.003275336577516441
P27_07_33257-turn-on-tap: 0.2905656598101132
P28_01_33343-put-down-pan: 0.09105709457001857
P28_02_33398-put-down-spatula: 0.020047387142765986
P28_02_33400-wash-knife: 0.46050798253872927
P28_02_33474-turn-on-tap: 0.6659248067823
P28_02_33479-turn-on-tap: 0.4500784135249205
P28_02_33489-turn-on-tap: 0.42929507409990464
P28_03_33614-peel-potato: 0.7179432377726016
P28_03_33621-turn-off-tap: 0.0006371473369881642
P28_04_33682-cut-potato: 0.6711512665771124
P28_05_33779-put-down-knife: 0.01242194895621651
P28_06_33862-take-knife: 0.47417537345336314
P28_06_33958-take-spoon: 0.19945587393158348
P28_08_34040-wash-knife: 0.006030445885520708
P28_09_34091-open-fridge: 0.8110133892751037
P28_09_34141-turn-on-tap: 0.4521349018265255
P28_13_34301-put-pan: 0.471333768464433
P28_14_34393-put-down-sponge: 0.07446869473972129
P28_14_34394-turn-on-tap: 0.8150295165193029
P28_14_34396-turn-off-tap: 0.009327715997156538
P29_01_34867-chop-onion: 0.5838761932600391
P29_01_34868-chop-onion: 0.6962038237752495
P29_01_34877-chop-onion: 0.37262448341698473
P29_01_34902-chop-onion: 0.4935454737778855
P29_02_35181-move-fork: 0.061142333518546366
P29_02_35206-open-drawer: 0.9751734093297273
P29_03_35254-put-down-glass: 0.6128295818846254
P29_03_35265-close-cupboard: 0.6696544740261743
P29_03_35296-move-pan: 0.039857682202750766
P29_03_35335-pick-up-spatula: 0.22169821934039646
P29_03_35355-pick-up-fork: 0.5998430845647817
P29_03_35439-pick-up-bowl: 0.7814279764079402
P29_03_35461-rinse-bowl: 0.18633959788166976
P29_03_35497-scour-knife: 0.10188489420124824
P29_03_35528-pick-up-plate: 0.4538639863794742
P29_03_35562-scour-spatula: 0.4473852631981572
P29_03_35564-scour-spatula: 0.21734819215453172
P29_03_35632-pick-up-bowl: 0.07968345787048747
P29_04_35774-open-fridge: 0.0723820705734397
P30_03_36639-clean-knife: 0.26501487699219695
P30_04_36678-take-fork: 0.5369435408938443
P30_05_36874-put-onion: 0.13961946652034385
P30_05_36904-chop-onion: 0.4703574504101198
P30_05_36922-chop-onion: 0.6424624330693405
P30_05_37020-open-cupboard: 0.8140815583101357
P30_05_37240-open-cupboard: 0.8769820638044621
P30_05_37272-wash-spoon: 0.1559976855014611
P30_05_37511-take-plate: 0.6427162106424475
P30_05_37535-empty-bottle: 0.19952071445368347
P30_06_37605-dry-fork: 0.5039473459764849
P30_06_37668-rinse-plate: 0.8860191608123387
P30_06_37674-rinse-bowl: 0.5046725044394407
P30_10_38341-take-spoon: 0.63315044776391
P30_10_38504-rinse-fork: 0.011248161199418405
P30_10_38535-take-spoon: 0.9526047659092001
P30_10_38579-rinse-sponge: 0.18882641826481006
P30_11_38596-rinse-plate: 0.25530286536513813
P30_11_38661-wash-spoon: 0.6755756706916145
P30_11_38673-rise-sponge: 0.1512352462318205
P31_01_38722-take-glass: 0.0003697676182099485
P31_08_38926-open-fridge: 0.8463344894125839
P31_08_38943-open-fridge: 0.8145989662743887
Finished: cm_16, ins, most_first, epic, r50l, perturb, #Step=128
Average: 0.4552456321394211
Loaded /home/acb11711tx/lzq/ExpEval/exe_res/epic_r50l_perturb_full_core8_summed.pt
Use 4 GPUs!
P01_01_11-close-fridge: 0.861060012028247
P01_01_227-take-glass: 0.0034284890107201616
P01_01_246-put-down-spatula: 0.7503032535660168
P01_01_254-put-down-spoon: 0.5889379227373865
P01_01_255-open-cupboard: 0.8124168048525462
P01_01_305-take-spatula: 0.8043855876076123
P01_01_324-wash-pan: 0.9355753874534685
P01_01_49-take-spatula: 0.5562242882206192
P01_01_76-take-onion: 0.8472664088394595
P01_02_338-rinse-sponge: 0.0062343565596449935
P01_02_387-rinse-spoon: 0.14863032107834329
P01_02_417-rinse-fork: 0.0029911010194408894
P01_02_421-rinse-plate: 0.924679467997521
P01_03_489-move-bottle: 0.6696110196585323
P01_03_493-open-cupboard: 0.6943113942543278
P01_05_562-take-plate: 0.6550217946833072
P01_05_628-peel-potato: 0.8033287386916754
P01_05_629-put-down-potato: 0.30420184642855475
P01_05_743-open-drawer: 0.9660588591359556
P01_06_830-wash-fork: 0.025958747310909303
P01_06_896-rinse-knife: 0.4030759231072807
P01_06_921-rinse-cloth: 0.3530963930154485
P01_07_955-open-cupboard: 0.5544745315710315
P01_09_1034-put-down-potato: 0.03492115908613869
P01_09_1170-wash-spatula: 0.39013908015294874
P01_09_1180-rinse-spatula: 0.7625228017914196
P01_09_1229-pour-potato: 0.522165596934542
P01_09_1528-open-drawer: 0.8737594047561288
P01_09_1551-take-potato: 0.47992314971463657
P01_09_1678-open-fridge: 0.8481567398539482
P01_09_1743-open-fridge: 0.7176557198527007
P01_09_1859-take-plate: 0.6764017423456608
P01_16_2820-put-glass: 0.41930482541579295
P01_16_2866-close-cupboard: 0.937315503731952
P01_17_2886-open-cupboard: 0.8756959423335502
P01_17_3150-rinse-cloth: 0.09417428351866874
P01_18_3170-open-fridge: 0.8554023391461669
