The visualization results will not be visualized and save.
Loaded /home/lzq/ExpEval/exe_res/epic_r50l_perturb_full_core5_test_summed.pt
P01_01_11-close-fridge: 0.7288141751424501
P01_01_227-take-glass: 0.0028018398382696655
P01_01_246-put-down-spatula: 0.6381215512122521
P01_01_254-put-down-spoon: 0.6823938025417281
P01_01_255-open-cupboard: 0.681886843182877
P01_01_305-take-spatula: 0.5654113130315261
P01_01_324-wash-pan: 0.4603343185213139
P01_01_49-take-spatula: 0.5293629341238343
P01_01_76-take-onion: 0.6666186705350364
P01_02_338-rinse-sponge: 0.005379677513041779
P01_02_387-rinse-spoon: 0.3081391783549799
P01_02_417-rinse-fork: 0.0012004785087813116
P01_02_421-rinse-plate: 0.9365712826450666
P01_03_489-move-bottle: 0.5480855806166872
P01_03_493-open-cupboard: 0.8928407709388172
P01_05_562-take-plate: 0.7610013184137643
P01_05_628-peel-potato: 0.6419963539154588
P01_05_629-put-down-potato: 0.38898662403551176
P01_05_743-open-drawer: 0.984535441795985
P01_06_830-wash-fork: 0.008206798584932604
P01_06_896-rinse-knife: 0.2638658907351212
P01_06_921-rinse-cloth: 0.2443957479938285
P01_07_955-open-cupboard: 0.6421910153957558
P01_09_1034-put-down-potato: 0.011220270004602807
P01_09_1170-wash-spatula: 0.31757525209264426
P01_09_1180-rinse-spatula: 0.748754820168274
P01_09_1229-pour-potato: 0.5838096042250982
P01_09_1528-open-drawer: 0.9168191236608169
P01_09_1551-take-potato: 0.36726412826323857
P01_09_1678-open-fridge: 0.7572687481475227
P01_09_1743-open-fridge: 0.5306576567975914
P01_09_1859-take-plate: 0.5270716449179613
P01_16_2820-put-glass: 0.19598028526878825
P01_16_2866-close-cupboard: 0.9121426312289401
P01_17_2886-open-cupboard: 0.8338443842880866
P01_17_3150-rinse-cloth: 0.20648219943912266
P01_18_3170-open-fridge: 0.8212033007248286
P01_18_3324-hang-cloth: 0.4880009525110854
P01_18_3454-take-lid: 0.915771269491262
P01_18_3469-turn-on-tap: 0.690193006449565
P01_18_3548-open-drawer: 0.7332854114326777
P01_18_3688-take-sponge: 0.6264433645946103
P01_19_3910-rinse-glass: 0.09480912226187047
P01_19_3913-rinse-knife: 0.0008032973117009705
P01_19_3950-rinse-sponge: 0.04104016142472592
P01_19_3973-rinse-cloth: 0.4112177353889873
P01_19_3976-rinse-cloth: 0.08342430519845163
P01_19_3986-hang-cloth: 0.722694636198781
P02_01_4005-open-cupboard: 0.719130008185611
P02_01_4033-put-spoon: 0.23199096749737566
P02_02_4107-wash-knife: 0.4194040093733016
P02_02_4111-wash-spoon: 0.9553197999831801
P02_02_4113-wash-spoon: 0.8923209823594959
P02_03_4188-put-lid: 0.10500053028544974
P02_03_4202-close-cupboard: 0.01684720694183317
P02_03_4206-open-fridge: 0.882029142019832
P02_03_4277-put-onion: 0.7388124753239419
P02_03_4296-pick-pot: 0.0034167591227885043
P02_03_4427-stir-onion: 0.5976703560160126
P02_03_4506-pick-up-pot: 0.06505410757118964
P02_04_4579-pick-up-glass: 0.6947046340751352
P02_04_4596-squeeze-sponge: 0.34480224616590394
P02_04_4612-pick-up-pan: 0.0050105638069792395
P02_06_4766-rinse-lid: 0.15413675115480288
P02_06_4769-wash-spoon: 0.04203586775882857
P02_06_4787-rinse-fork: 0.02268880092922379
P02_09_5229-put-spoon: 0.7282744319305993
P02_09_5280-mix-bowl: 0.06574326939241705
P02_09_5338-return-drawer: 0.7094837799960492
P02_09_5384-chop-onion: 0.8924424899488633
P02_09_5385-chop-onion: 0.6927921027100334
P02_09_5471-stir-onion: 0.8535418729169988
P02_09_5491-add-to-pan: 0.3036333017368509
P02_09_5498-mix-meat: 0.8941624266844169
P02_09_5501-break-meat: 0.9000087746977692
P02_09_5550-get-glass: 0.29910329622604576
P02_09_5563-hold-glass: 0.45436039788502397
P02_11_5765-stir-meat: 0.7877981884270912
P03_02_6280-fill-bottle: 0.41260476032826665
P03_02_6290-close-bottle: 0.734087882136159
P03_02_6297-close-bottle: 0.8250277403016191
P03_02_6316-put-bottle: 0.0016693064935466013
P03_02_6340-turn-off-tap: 0.007953080038144026
P03_04_6681-turn-on-tap: 0.07626655570279314
P03_06_6837-tap-spoon: 0.8047840213403106
P03_06_6838-put-spatula: 0.7608844723543334
P03_09_6912-shake-bottle: 0.7990391077040055
P03_09_6939-fill-bottle: 0.48068965328964874
P03_09_7060-wash-fork: 0.013689887639153384
P03_09_7068-rinse-bowl: 0.1807366304250215
P03_09_7071-rinse-bowl: 0.07145362104124883
P03_19_7340-turn-off-tap: 0.014997266603698817
P03_19_7365-put-bottle: 0.5731107613946056
P03_19_7373-fill-bottle: 0.1642442075371304
P03_19_7452-wash-knife: 0.10872601783816137
P03_20_7490-put-lid: 0.5247887106941027
P03_27_7874-fill-glass: 0.0018092655286868556
P03_28_7885-shake-bottle: 0.7536547730622046
P03_28_7888-fill-bottle: 0.6223725659119915
P03_28_7889-close-bottle: 0.09863442254170557
P03_28_7897-fill-bottle: 0.37310515358135576
P04_01_8102-open-drawer: 0.7736070650465349
P04_02_8203-move-pan: 0.20019287715418327
P04_02_8279-put-down-bowl: 0.025457180747944935
P04_02_8430-collect-from-spatula: 0.021757807473962505
P04_02_8512-open-fridge: 0.7188863302581012
P04_03_8686-open-cupboard: 0.6939650146619362
P04_04_8778-pick-up-potato: 0.3445701783716989
P04_04_8783-slice-potato: 0.4189611238266533
P04_04_8789-cut-potato: 0.6428174010543015
P04_04_8816-slice-potato: 0.2851245620702827
P04_04_8869-open-drawer: 0.5237518816601996
P04_04_8871-test-potato: 0.07142248297430913
P04_04_8881-halve-onion: 0.49374965518512126
P04_05_8942-stir-potato: 0.41303784257878423
P04_05_8957-stir-onion: 0.2597463288664014
P04_05_9008-tip-onion: 0.05969160877752538
P04_05_9164-stir-pan: 0.7201410773444199
P04_07_9339-open-drawer: 0.5009749676667008
P04_10_9423-open-cupboard: 0.6740797723807833
P04_10_9478-stir-pan: 0.7397534826700233
P04_17_9658-put-knife: 0.22129741604165995
P04_21_9718-put-down-pan: 0.3686271799643816
P04_23_9802-open-cupboard: 0.7999328508169627
P05_02_10281-take-cupboard: 0.6503295921008376
