Loaded /home/acb11711tx/lzq/ExpEval/exe_res/epic_r50l_perturb_full_core14_summed.pt
Use 4 GPUs!
P01_01_11-close-fridge: 0.8409392124867736
P01_01_227-take-glass: 0.0025225675608354066
P01_01_246-put-down-spatula: 0.67340873185276
P01_01_254-put-down-spoon: 0.6598350250933436
P01_01_255-open-cupboard: 0.8154923449183116
P01_01_305-take-spatula: 0.6390178650963207
P01_01_324-wash-pan: 0.8713629460090715
P01_01_49-take-spatula: 0.5615543132062157
P01_01_76-take-onion: 0.661608192363019
P01_02_338-rinse-sponge: 0.00464443339024001
P01_02_387-rinse-spoon: 0.3062540442281403
P01_02_417-rinse-fork: 0.005027305813874339
P01_02_421-rinse-plate: 0.9231937626218496
P01_03_489-move-bottle: 0.5357986517424251
P01_03_493-open-cupboard: 0.8308407206932316
P01_05_562-take-plate: 0.4333760818308292
P01_05_628-peel-potato: 0.7029549937270758
P01_05_629-put-down-potato: 0.33289441989211355
P01_05_743-open-drawer: 0.9907100885175169
P01_06_830-wash-fork: 0.007831803230601508
P01_06_896-rinse-knife: 0.4034661557061554
P01_06_921-rinse-cloth: 0.2510754692686987
P01_07_955-open-cupboard: 0.727697490612627
P01_09_1034-put-down-potato: 0.03356613317453139
P01_09_1170-wash-spatula: 0.3396321307282051
P01_09_1180-rinse-spatula: 0.564020976458778
P01_09_1229-pour-potato: 0.5072856540483599
P01_09_1528-open-drawer: 0.8200515070930123
P01_09_1551-take-potato: 0.3613775536924777
P01_09_1678-open-fridge: 0.8298419610491692
P01_09_1743-open-fridge: 0.7382946625712066
P01_09_1859-take-plate: 0.6680872520273624
P01_16_2820-put-glass: 0.14806603691909004
P01_16_2866-close-cupboard: 0.8981548944866518
P01_17_2886-open-cupboard: 0.8225015982898185
P01_17_3150-rinse-cloth: 0.08111286561165798
P01_18_3170-open-fridge: 0.8716373330807983
P01_18_3324-hang-cloth: 0.38449486376180175
P01_18_3454-take-lid: 0.8834074397750555
P01_18_3469-turn-on-tap: 0.674066025932575
P01_18_3548-open-drawer: 0.7416989891789854
P01_18_3688-take-sponge: 0.6174954399626813
P01_19_3910-rinse-glass: 0.06001811640828403
P01_19_3913-rinse-knife: 0.0015903544382921582
P01_19_3950-rinse-sponge: 0.02976653171620569
P01_19_3973-rinse-cloth: 0.3960008943306548
P01_19_3976-rinse-cloth: 0.07350270120446112
P01_19_3986-hang-cloth: 0.802626677867238
P02_01_4005-open-cupboard: 0.8152055706741521
P02_01_4033-put-spoon: 0.21878830169589492
P02_02_4107-wash-knife: 0.4540278395988935
P02_02_4111-wash-spoon: 0.8829157328073052
P02_02_4113-wash-spoon: 0.8677246352963266
P02_03_4188-put-lid: 0.002559242361996894
P02_03_4202-close-cupboard: 0.01861293034198752
P02_03_4206-open-fridge: 0.9372619873738586
P02_03_4277-put-onion: 0.7316926952835274
P02_03_4296-pick-pot: 0.00018625926037429963
P02_03_4427-stir-onion: 0.6940665945794535
P02_03_4506-pick-up-pot: 0.07724561960509391
P02_04_4579-pick-up-glass: 0.7651284516825854
P02_04_4596-squeeze-sponge: 0.36366975215935327
P02_04_4612-pick-up-pan: 0.00406109933340737
P02_06_4766-rinse-lid: 0.22738322403210987
P02_06_4769-wash-spoon: 0.034253989111192595
P02_06_4787-rinse-fork: 0.016111875636852346
P02_09_5229-put-spoon: 0.8370524827696499
P02_09_5280-mix-bowl: 0.03823046213983616
P02_09_5338-return-drawer: 0.6087659164331853
P02_09_5384-chop-onion: 0.8172820240642977
P02_09_5385-chop-onion: 0.6693198110360754
P02_09_5471-stir-onion: 0.7873490948613835
P02_09_5491-add-to-pan: 0.22116620118151786
P02_09_5498-mix-meat: 0.837192150158387
P02_09_5501-break-meat: 0.859797450108033
P02_09_5550-get-glass: 0.19642763915840078
P02_09_5563-hold-glass: 0.6529000488146721
P02_11_5765-stir-meat: 0.7775713515929397
P03_02_6280-fill-bottle: 0.7124369636817391
P03_02_6290-close-bottle: 0.7148530877834673
P03_02_6297-close-bottle: 0.8016030596277233
P03_02_6316-put-bottle: 0.003107708576031598
P03_02_6340-turn-off-tap: 0.015334957775507974
P03_04_6681-turn-on-tap: 0.041374595784532175
P03_06_6837-tap-spoon: 0.3701538411914953
P03_06_6838-put-spatula: 0.6288773748437961
P03_09_6912-shake-bottle: 0.8423065937763567
P03_09_6939-fill-bottle: 0.022925224469742326
P03_09_7060-wash-fork: 0.014541695145851463
P03_09_7068-rinse-bowl: 0.053851427092411086
P03_09_7071-rinse-bowl: 0.08161721421674883
P03_19_7340-turn-off-tap: 0.0013261633517913634
P03_19_7365-put-bottle: 0.25191756651611286
P03_19_7373-fill-bottle: 0.2736789932182546
P03_19_7452-wash-knife: 0.3116012542568569
P03_20_7490-put-lid: 0.3044292387498899
P03_27_7874-fill-glass: 0.002330012902575617
P03_28_7885-shake-bottle: 0.7797709557867165
P03_28_7888-fill-bottle: 0.6935044325596209
P03_28_7889-close-bottle: 0.16207380091645973
P03_28_7897-fill-bottle: 0.7578296469232555
P04_01_8102-open-drawer: 0.6986305140890181
P04_02_8203-move-pan: 0.0542528295319471
P04_02_8279-put-down-bowl: 0.030910927061995608
P04_02_8430-collect-from-spatula: 0.02271524834304728
P04_02_8512-open-fridge: 0.8021232973678707
P04_03_8686-open-cupboard: 0.8809062700165669
P04_04_8778-pick-up-potato: 0.5922410978511152
P04_04_8783-slice-potato: 0.431207397863659
P04_04_8789-cut-potato: 0.6213247679680762
P04_04_8816-slice-potato: 0.24774207957500494
P04_04_8869-open-drawer: 0.5344909518025815
P04_04_8871-test-potato: 0.06654022077975696
P04_04_8881-halve-onion: 0.5651583683129502
P04_05_8942-stir-potato: 0.2871990268159834
P04_05_8957-stir-onion: 0.22128226141558116
P04_05_9008-tip-onion: 0.007188780130491068
P04_05_9164-stir-pan: 0.7408151433465946
P04_07_9339-open-drawer: 0.5230572312138975
P04_10_9423-open-cupboard: 0.8816193075763294
P04_10_9478-stir-pan: 0.7230405633000601
P04_17_9658-put-knife: 0.2782372251504057
P04_21_9718-put-down-pan: 0.47079439089986863
P04_23_9802-open-cupboard: 0.860941945007653
P05_02_10281-take-cupboard: 0.7731409057887504
P05_04_10512-open-cupboard: 0.5067669138225028
P05_08_10794-move-onion: 0.003739615778902916
P05_08_10798-pour-meat: 0.0028038689395251883
P05_08_10851-rinse-pan: 0.027364552541499165
P06_03_10987-open-drawer: 0.9542588084004819
P06_03_11064-move-spoon: 0.012672376586124301
P06_03_11093-move-pan: 0.01214530339450448
P06_05_11217-put-lid: 0.015572997829167434
P06_05_11297-move-bowl: 0.0070555055048595605
P06_07_11465-put-lid: 0.4264834196951597
P06_07_11508-pick-up-knife: 0.5234925908853256
P06_07_11542-put-down-sponge: 0.4379525871642045
P06_09_11667-put-lid: 0.03487866010300422
P06_09_11682-put-lid: 0.5679229160018622
P06_09_11691-open-drawer: 0.9757073610089719
P06_09_11697-put-lid: 0.5495185947224854
P07_03_12021-rinse-pot: 0.7528118068863137
