Loaded /home/acb11711tx/lzq/ExpEval/exe_res/epic_r2p1d_perturb_full_core5_cylinder_summed.pt
P28_14_34394-turn-on-tap: 0.09469962434377521
P28_14_34396-turn-off-tap: 0.10702885908540338
P29_01_34867-chop-onion: 0.7190887415054021
P29_01_34868-chop-onion: 0.73724357613537
P29_01_34877-chop-onion: 0.6289554139802931
P29_01_34902-chop-onion: 0.6992078865150688
P29_02_35181-move-fork: 0.11635710022528656
P29_02_35206-open-drawer: 0.8748631220514653
P29_03_35254-put-down-glass: 0.9303885247500148
P29_03_35265-close-cupboard: 0.5771389309375081
P29_03_35296-move-pan: 0.3497602078568889
P29_03_35335-pick-up-spatula: 0.3012861367005826
P29_03_35355-pick-up-fork: 0.5359269865148235
P29_03_35439-pick-up-bowl: 0.4319006120886115
P29_03_35461-rinse-bowl: 0.19714439638028125
P29_03_35497-scour-knife: 0.001639137425172521
P29_03_35528-pick-up-plate: 0.4141271058470011
P29_03_35562-scour-spatula: 0.5398868538595707
P29_03_35564-scour-spatula: 0.5872827653929562
P29_03_35632-pick-up-bowl: 0.03555707133909891
P29_04_35774-open-fridge: 0.5198104542578221
P30_03_36639-clean-knife: 0.540938341517176
P30_04_36678-take-fork: 0.07602253754157573
P30_05_36874-put-onion: 0.8118802922981558
P30_05_36904-chop-onion: 0.7606224610644858
P30_05_36922-chop-onion: 0.9362605975184124
P30_05_37020-open-cupboard: 0.8277069127943832
P30_05_37240-open-cupboard: 0.8774382625997532
P30_05_37272-wash-spoon: 0.0814854258521791
P30_05_37511-take-plate: 0.6819583004107699
P30_05_37535-empty-bottle: 0.7793249304959318
P30_06_37605-dry-fork: 0.06630141974164871
P30_06_37668-rinse-plate: 0.915364311193116
P30_06_37674-rinse-bowl: 0.5456365097916205
P30_10_38341-take-spoon: 0.844384856740362
P30_10_38504-rinse-fork: 0.0017398130341561568
P30_10_38535-take-spoon: 0.8885837388079381
P30_10_38579-rinse-sponge: 0.06855110646938556
P30_11_38596-rinse-plate: 0.8843084395630285
P30_11_38661-wash-spoon: 0.7080373836070066
P30_11_38673-rise-sponge: 0.03939393586915685
P31_01_38722-take-glass: 0.1005416224943474
P31_08_38926-open-fridge: 0.04111617271701107
P31_08_38943-open-fridge: 0.6132682564566494
Finished: cm_16, ins, most_first, epic, r2p1d, perturb, #Step=128
Average: 0.5009880145233122
Loaded /home/acb11711tx/lzq/ExpEval/exe_res/epic_r2p1d_perturb_full_core5_cylinder_summed.pt
Use 4 GPUs!
P01_01_11-close-fridge: 0.5373515831670375
P01_01_227-take-glass: 0.5319000609742943
P01_01_246-put-down-spatula: 0.885521615824473
P01_01_254-put-down-spoon: 0.6967260443816485
P01_01_255-open-cupboard: 0.7326787463098299
P01_01_305-take-spatula: 0.8792729123651952
P01_01_324-wash-pan: 0.8786903452564729
P01_01_49-take-spatula: 0.043606715071291546
P01_01_76-take-onion: 0.9387537941074697
P01_02_338-rinse-sponge: 0.0008488230535590446
P01_02_387-rinse-spoon: 0.053060021837154636
P01_02_417-rinse-fork: 0.00908319667178148
P01_02_421-rinse-plate: 0.9368908680044115
P01_03_489-move-bottle: 0.014165662076266017
P01_03_493-open-cupboard: 0.7632353768858593
P01_05_562-take-plate: 0.7311869328841567
P01_05_628-peel-potato: 0.6770905220473651
P01_05_629-put-down-potato: 0.2591992172820028
P01_05_743-open-drawer: 0.8015521668567089
P01_06_830-wash-fork: 0.0008073901076386392
P01_06_896-rinse-knife: 0.39426650432142196
P01_06_921-rinse-cloth: 0.11928295760299079
P01_07_955-open-cupboard: 0.7825221745006274
P01_09_1034-put-down-potato: 0.004075542135979049
P01_09_1170-wash-spatula: 0.8143876734811784
P01_09_1180-rinse-spatula: 0.8388952936202259
P01_09_1229-pour-potato: 0.07030841245432384
P01_09_1528-open-drawer: 0.4136612384318141
P01_09_1551-take-potato: 0.17496702578500845
P01_09_1678-open-fridge: 0.4527482693447382
P01_09_1743-open-fridge: 0.533708724695316
P01_09_1859-take-plate: 0.8136365073733032
P01_16_2820-put-glass: 0.1427761954860216
P01_16_2866-close-cupboard: 0.962432771892054
P01_17_2886-open-cupboard: 0.7951015103317332
P01_17_3150-rinse-cloth: 0.1884185914968839
P01_18_3170-open-fridge: 0.6454043095363886
P01_18_3324-hang-cloth: 0.15137983343447559
P01_18_3454-take-lid: 0.9728035433654441
P01_18_3469-turn-on-tap: 0.6482602577889338
P01_18_3548-open-drawer: 0.9001616641617147
P01_18_3688-take-sponge: 0.03318481897440506
P01_19_3910-rinse-glass: 0.5040947391826194
P01_19_3913-rinse-knife: 0.07841489677230129
P01_19_3950-rinse-sponge: 0.1705414297975949
P01_19_3973-rinse-cloth: 0.5003174945886713
P01_19_3976-rinse-cloth: 0.47163473765249364
P01_19_3986-hang-cloth: 0.8604405212390702
P02_01_4005-open-cupboard: 0.3323823644022923
P02_01_4033-put-spoon: 0.3675084888564015
P02_02_4107-wash-knife: 0.6854789764547604
P02_02_4111-wash-spoon: 0.7956196334889682
P02_02_4113-wash-spoon: 0.9325108823577466
P02_03_4188-put-lid: 0.2314536204066826
P02_03_4202-close-cupboard: 0.6509358882613014
P02_03_4206-open-fridge: 0.7284459295115084
