Loaded /home/acb11711tx/lzq/ExpEval/exe_res/epic_r2p1d_perturb_full_core8_cylinder_summed.pt
Use 4 GPUs!
P01_01_11-close-fridge: 0.6201286064824671
P01_01_227-take-glass: 0.3772335477115121
P01_01_246-put-down-spatula: 0.9036195529315592
P01_01_254-put-down-spoon: 0.8377031290183368
P01_01_255-open-cupboard: 0.9449387541681062
P01_01_305-take-spatula: 0.9251386865198583
P01_01_324-wash-pan: 0.8896226119686617
P01_01_49-take-spatula: 0.10494533486598812
P01_01_76-take-onion: 0.9190251335239736
P01_02_338-rinse-sponge: 0.008738821430313237
P01_02_387-rinse-spoon: 0.08589464093165589
P01_02_417-rinse-fork: 0.010654431967850542
P01_02_421-rinse-plate: 0.930678931530565
P01_03_489-move-bottle: 0.023290278242711793
P01_03_493-open-cupboard: 0.9647267923865002
P01_05_562-take-plate: 0.6602984732016921
P01_05_628-peel-potato: 0.794942256208742
P01_05_629-put-down-potato: 0.2708939764124807
P01_05_743-open-drawer: 0.7690220379008679
P01_06_830-wash-fork: 0.004283728566178979
P01_06_896-rinse-knife: 0.5293310764172929
P01_06_921-rinse-cloth: 0.07229847597773187
P01_07_955-open-cupboard: 0.8769910065166187
P01_09_1034-put-down-potato: 0.005694176616088953
P01_09_1170-wash-spatula: 0.7846681419450761
P01_09_1180-rinse-spatula: 0.7013221706420154
P01_09_1229-pour-potato: 0.18879637218196876
P01_09_1528-open-drawer: 0.8732912204432068
P01_09_1551-take-potato: 0.37295996109605767
P01_09_1678-open-fridge: 0.6163091962589533
P01_09_1743-open-fridge: 0.640054795461765
P01_09_1859-take-plate: 0.7955731409601867
P01_16_2820-put-glass: 0.039545316778003325
P01_16_2866-close-cupboard: 0.9780766665644478
P01_17_2886-open-cupboard: 0.9247521031356882
P01_17_3150-rinse-cloth: 0.2727779241686221
P01_18_3170-open-fridge: 0.6011880343212397
P01_18_3324-hang-cloth: 0.1467387028678786
P01_18_3454-take-lid: 0.9741036398772849
P01_18_3469-turn-on-tap: 0.5837269049370661
P01_18_3548-open-drawer: 0.945628266010317
P01_18_3688-take-sponge: 0.1077636554473429
P01_19_3910-rinse-glass: 0.4584885148506146
P01_19_3913-rinse-knife: 0.13405311338283354
P01_19_3950-rinse-sponge: 0.28544634111312917
P01_19_3973-rinse-cloth: 0.4670953573368024
P01_19_3976-rinse-cloth: 0.6425191668968182
P01_19_3986-hang-cloth: 0.9131340074527543
P02_01_4005-open-cupboard: 0.8246494366030674
P02_01_4033-put-spoon: 0.3654994840362633
P02_02_4107-wash-knife: 0.7125041992330807
P02_02_4111-wash-spoon: 0.6439937033901515
P02_02_4113-wash-spoon: 0.9315514263907971
P02_03_4188-put-lid: 0.322334161537583
P02_03_4202-close-cupboard: 0.5885457396216225
P02_03_4206-open-fridge: 0.7964169802507968
P02_03_4277-put-onion: 0.9318468255660264
P02_03_4296-pick-pot: 0.002158790413026024
P02_03_4427-stir-onion: 0.918489296149346
P02_03_4506-pick-up-pot: 0.03080685321765486
P02_04_4579-pick-up-glass: 0.9367285958433058
P02_04_4596-squeeze-sponge: 0.6885370863528806
P02_04_4612-pick-up-pan: 0.4472896461811615
P02_06_4766-rinse-lid: 0.6814077874150826
P02_06_4769-wash-spoon: 0.9084036890162679
P02_06_4787-rinse-fork: 0.0029817408776580123
P02_09_5229-put-spoon: 0.9246381672310235
P02_09_5280-mix-bowl: 0.010540962651248265
P02_09_5338-return-drawer: 0.8134199943597196
