Loaded /home/acb11711tx/lzq/ExpEval/exe_res/epic_r50l_perturb_full_core8_fade_test_summed.pt
P28_14_34394-turn-on-tap: 0.6256813552987524
P28_14_34396-turn-off-tap: 0.008439309698101916
P29_01_34867-chop-onion: 0.5332767970312489
P29_01_34868-chop-onion: 0.5425242144765434
P29_01_34877-chop-onion: 0.4932676223024828
P29_01_34902-chop-onion: 0.4919452678796006
P29_02_35181-move-fork: 0.014269713979047083
P29_02_35206-open-drawer: 0.827634270535782
P29_03_35254-put-down-glass: 0.4672627905886202
P29_03_35265-close-cupboard: 0.512479469543905
P29_03_35296-move-pan: 0.014159622032934749
P29_03_35335-pick-up-spatula: 0.22200542167956883
P29_03_35355-pick-up-fork: 0.5734982488065725
P29_03_35439-pick-up-bowl: 0.6492366760157893
P29_03_35461-rinse-bowl: 0.23962543505513167
P29_03_35497-scour-knife: 0.05452920881816681
P29_03_35528-pick-up-plate: 0.42304790819343907
P29_03_35562-scour-spatula: 0.4290388641293248
P29_03_35564-scour-spatula: 0.17730547887003922
P29_03_35632-pick-up-bowl: 0.003502267782096169
P29_04_35774-open-fridge: 0.2907928158365394
P30_03_36639-clean-knife: 0.3508517047471713
P30_04_36678-take-fork: 0.5403552511561429
P30_05_36874-put-onion: 0.04568221107820136
P30_05_36904-chop-onion: 0.38962811486362625
P30_05_36922-chop-onion: 0.5863404876881759
P30_05_37020-open-cupboard: 0.715091475569352
P30_05_37240-open-cupboard: 0.8463747806890751
P30_05_37272-wash-spoon: 0.13218916148889548
P30_05_37511-take-plate: 0.4933165426641608
P30_05_37535-empty-bottle: 0.34622050063990173
P30_06_37605-dry-fork: 0.46396222568000667
P30_06_37668-rinse-plate: 0.7489199543647374
P30_06_37674-rinse-bowl: 0.4697838792944822
P30_10_38341-take-spoon: 0.6705257786888978
P30_10_38504-rinse-fork: 0.005601602255282501
P30_10_38535-take-spoon: 0.9255682182483724
P30_10_38579-rinse-sponge: 0.23303697143406055
P30_11_38596-rinse-plate: 0.1133177246242667
P30_11_38661-wash-spoon: 0.612131890746241
P30_11_38673-rise-sponge: 0.0795828785207533
P31_01_38722-take-glass: 0.0005556809081070924
P31_08_38926-open-fridge: 0.856530519552507
P31_08_38943-open-fridge: 0.8155190831757864
Finished: cm_16, ins, most_first, epic, r50l, perturb, #Step=128
Average: 0.4152393284132058
