Loaded /home/acb11711tx/lzq/ExpEval/exe_res/epic_r2p1d_perturb_full_core8_summed.pt
P28_01_33343-put-down-pan: 0.5950458960578544
P28_02_33398-put-down-spatula: 0.10974358534986095
P28_02_33400-wash-knife: 0.6809429519271362
P28_02_33474-turn-on-tap: 0.546057672589086
P28_02_33479-turn-on-tap: 0.6163102552527562
P28_02_33489-turn-on-tap: 0.048361033126639086
P28_03_33614-peel-potato: 0.8869191218691412
P28_03_33621-turn-off-tap: 0.08688746331608854
P28_04_33682-cut-potato: 0.6217430770921055
P28_05_33779-put-down-knife: 0.49774711648205994
P28_06_33862-take-knife: 0.5684403034319985
P28_06_33958-take-spoon: 0.28512548951039207
P28_08_34040-wash-knife: 0.4656751160437125
P28_09_34091-open-fridge: 0.9802378113745362
P28_09_34141-turn-on-tap: 0.614632360287942
P28_13_34301-put-pan: 0.9737363341700984
P28_14_34393-put-down-sponge: 0.8042783373894054
P28_14_34394-turn-on-tap: 0.2486795069416985
P28_14_34396-turn-off-tap: 0.10275594366248697
P29_01_34867-chop-onion: 0.6406127893569646
P29_01_34868-chop-onion: 0.697224123563501
P29_01_34877-chop-onion: 0.556361546201515
P29_01_34902-chop-onion: 0.6720786536316155
P29_02_35181-move-fork: 0.1340927677520085
P29_02_35206-open-drawer: 0.88694551998924
P29_03_35254-put-down-glass: 0.9340992119105067
P29_03_35265-close-cupboard: 0.5975832048861776
P29_03_35296-move-pan: 0.6269803974282695
P29_03_35335-pick-up-spatula: 0.40521675903983123
P29_03_35355-pick-up-fork: 0.5725358017079998
P29_03_35439-pick-up-bowl: 0.48932953831808845
P29_03_35461-rinse-bowl: 0.16660528607735614
P29_03_35497-scour-knife: 0.0005308272980073525
P29_03_35528-pick-up-plate: 0.42039581574499607
P29_03_35562-scour-spatula: 0.5577106692053349
P29_03_35564-scour-spatula: 0.796577680592236
P29_03_35632-pick-up-bowl: 0.03493844218155573
P29_04_35774-open-fridge: 0.5181639951551915
P30_03_36639-clean-knife: 0.6113775013873237
P30_04_36678-take-fork: 0.14149382908362895
P30_05_36874-put-onion: 0.669597210289794
P30_05_36904-chop-onion: 0.7382037236529868
P30_05_36922-chop-onion: 0.950758950522868
P30_05_37020-open-cupboard: 0.8483120596793015
P30_05_37240-open-cupboard: 0.903391257423209
P30_05_37272-wash-spoon: 0.05491244959080177
P30_05_37511-take-plate: 0.7800370281329378
P30_05_37535-empty-bottle: 0.7074159796902677
P30_06_37605-dry-fork: 0.10663823724462418
P30_06_37668-rinse-plate: 0.9080579738365486
P30_06_37674-rinse-bowl: 0.5794697750961859
P30_10_38341-take-spoon: 0.889199801007635
P30_10_38504-rinse-fork: 0.0014452765655832422
P30_10_38535-take-spoon: 0.896156628135941
P30_10_38579-rinse-sponge: 0.12973762126421207
P30_11_38596-rinse-plate: 0.8860246361000463
P30_11_38661-wash-spoon: 0.7439308238535887
P30_11_38673-rise-sponge: 0.03041866100829793
P31_01_38722-take-glass: 0.1623397181974724
P31_08_38926-open-fridge: 0.07634629894891987
P31_08_38943-open-fridge: 0.6251499655554653
Finished: cm_16, ins, most_first, epic, r2p1d, perturb, #Step=128
Average: 0.520171760722494
Loaded /home/acb11711tx/lzq/ExpEval/exe_res/epic_r2p1d_perturb_full_core8_summed.pt
Use 4 GPUs!
P01_01_11-close-fridge: 0.5436379062375636
P01_01_227-take-glass: 0.4652792342531029
