Loaded /home/acb11711tx/lzq/ExpEval/exe_res/epic_r2p1d_perturb_full_core14_summed.pt
Use 4 GPUs!
P01_01_11-close-fridge: 0.6326955901822657
P01_01_227-take-glass: 0.3440017230750527
P01_01_246-put-down-spatula: 0.8630555523250223
P01_01_254-put-down-spoon: 0.8052868449340167
P01_01_255-open-cupboard: 0.900796865549637
P01_01_305-take-spatula: 0.8853473409235448
P01_01_324-wash-pan: 0.8718682956387056
P01_01_49-take-spatula: 0.1383776248239883
P01_01_76-take-onion: 0.8832112654781668
P01_02_338-rinse-sponge: 0.003573549270811327
P01_02_387-rinse-spoon: 0.112636965164711
P01_02_417-rinse-fork: 0.013721126331802225
P01_02_421-rinse-plate: 0.986271885689348
P01_03_489-move-bottle: 0.018093315737132798
P01_03_493-open-cupboard: 0.9053339825186413
P01_05_562-take-plate: 0.5849427646026015
P01_05_628-peel-potato: 0.8087043130362872
P01_05_629-put-down-potato: 0.21393954785889946
P01_05_743-open-drawer: 0.8068844579829602
P01_06_830-wash-fork: 0.010204325918266477
P01_06_896-rinse-knife: 0.42619155672582565
P01_06_921-rinse-cloth: 0.12565360355074517
P01_07_955-open-cupboard: 0.8725100485316943
P01_09_1034-put-down-potato: 0.09728271149651846
P01_09_1170-wash-spatula: 0.7895334902841569
P01_09_1180-rinse-spatula: 0.7376835073500843
P01_09_1229-pour-potato: 0.21162617302616127
P01_09_1528-open-drawer: 0.8167098424601136
P01_09_1551-take-potato: 0.45581759969354607
P01_09_1678-open-fridge: 0.6041091983570368
P01_09_1743-open-fridge: 0.6252476903973729
P01_09_1859-take-plate: 0.7764670508913696
P01_16_2820-put-glass: 0.05050392874318277
P01_16_2866-close-cupboard: 0.9517388045496773
P01_17_2886-open-cupboard: 0.9040983188606333
P01_17_3150-rinse-cloth: 0.21186208151630126
P01_18_3170-open-fridge: 0.6020447914852411
P01_18_3324-hang-cloth: 0.2377360858663451
P01_18_3454-take-lid: 0.9714966519240988
P01_18_3469-turn-on-tap: 0.6272303682053462
P01_18_3548-open-drawer: 0.974864105854067
P01_18_3688-take-sponge: 0.14283260699448874
P01_19_3910-rinse-glass: 0.5319155065517407
P01_19_3913-rinse-knife: 0.21440337828971678
P01_19_3950-rinse-sponge: 0.3466867459574132
P01_19_3973-rinse-cloth: 0.32828627244452946
P01_19_3976-rinse-cloth: 0.7120238451461773
P01_19_3986-hang-cloth: 0.8818384695041459
P02_01_4005-open-cupboard: 0.6984059645037632
P02_01_4033-put-spoon: 0.5448600823619927
P02_02_4107-wash-knife: 0.7375726611280697
P02_02_4111-wash-spoon: 0.8267388024578395
P02_02_4113-wash-spoon: 0.9323296842376294
P02_03_4188-put-lid: 0.34051980687945616
P02_03_4202-close-cupboard: 0.5615373253531288
P02_03_4206-open-fridge: 0.7745479168734164
P02_03_4277-put-onion: 0.9112414998671738
P02_03_4296-pick-pot: 0.003188837837163616
P02_03_4427-stir-onion: 0.9384378978720633
P02_03_4506-pick-up-pot: 0.027227763799601234
P02_04_4579-pick-up-glass: 0.9563115230703261
P02_04_4596-squeeze-sponge: 0.6489776624293881
P02_04_4612-pick-up-pan: 0.49288913658529054
P02_06_4766-rinse-lid: 0.6233616252866341
P02_06_4769-wash-spoon: 0.9043002668513509
P02_06_4787-rinse-fork: 0.002446467884510639
P02_09_5229-put-spoon: 0.9356798084663751
