Loaded /home/acb11711tx/lzq/ExpEval/exe_res/epic_r50l_perturb_full_core8_cylinder_summed.pt
P28_14_34396-turn-off-tap: 0.002340496320781149
P29_01_34867-chop-onion: 0.5889930135954273
P29_01_34868-chop-onion: 0.6989105899037895
P29_01_34877-chop-onion: 0.379937347482155
P29_01_34902-chop-onion: 0.4517538559075547
P29_02_35181-move-fork: 0.06804852999357536
P29_02_35206-open-drawer: 0.8869241431821138
P29_03_35254-put-down-glass: 0.5183482924978762
P29_03_35265-close-cupboard: 0.5375713560642907
P29_03_35296-move-pan: 0.021728642646962726
P29_03_35335-pick-up-spatula: 0.22124976889426762
P29_03_35355-pick-up-fork: 0.570865392437554
P29_03_35439-pick-up-bowl: 0.7405389516734431
P29_03_35461-rinse-bowl: 0.13313173848473525
P29_03_35497-scour-knife: 0.09098475439259346
P29_03_35528-pick-up-plate: 0.4266040703123508
P29_03_35562-scour-spatula: 0.42123885130240524
P29_03_35564-scour-spatula: 0.24254662197745347
P29_03_35632-pick-up-bowl: 0.07265064622879436
P29_04_35774-open-fridge: 0.12625704005586158
P30_03_36639-clean-knife: 0.22959043589303008
P30_04_36678-take-fork: 0.482433662735275
P30_05_36874-put-onion: 0.08051895037988288
P30_05_36904-chop-onion: 0.44825536267399
P30_05_36922-chop-onion: 0.6209701902562301
P30_05_37020-open-cupboard: 0.8356092062822427
P30_05_37240-open-cupboard: 0.8552775688513066
P30_05_37272-wash-spoon: 0.11968050093400961
P30_05_37511-take-plate: 0.641065758028617
P30_05_37535-empty-bottle: 0.1685767694034439
P30_06_37605-dry-fork: 0.4440402076288592
P30_06_37668-rinse-plate: 0.8947238827399815
P30_06_37674-rinse-bowl: 0.5040011773253354
P30_10_38341-take-spoon: 0.6364183916230104
P30_10_38504-rinse-fork: 0.007990996467796663
P30_10_38535-take-spoon: 0.9520038914852194
P30_10_38579-rinse-sponge: 0.19125340019077441
P30_11_38596-rinse-plate: 0.2555800567656661
P30_11_38661-wash-spoon: 0.6517193884574226
P30_11_38673-rise-sponge: 0.21441059665944806
P31_01_38722-take-glass: 0.0006205655698039436
P31_08_38926-open-fridge: 0.8613805494978806
P31_08_38943-open-fridge: 0.7996646052934011
Finished: cm_16, ins, most_first, epic, r50l, perturb, #Step=128
Average: 0.4443021157364501
Loaded /home/acb11711tx/lzq/ExpEval/exe_res/epic_r50l_perturb_full_core8_cylinder_summed.pt
Use 4 GPUs!
P01_01_11-close-fridge: 0.8534268027997314
P01_01_227-take-glass: 0.00407973192067316
P01_01_246-put-down-spatula: 0.7758764475929638
P01_01_254-put-down-spoon: 0.5438325846407679
P01_01_255-open-cupboard: 0.7385212312365184
P01_01_305-take-spatula: 0.8101416677582165
P01_01_324-wash-pan: 0.9370329594368059
P01_01_49-take-spatula: 0.5533034818126907
P01_01_76-take-onion: 0.8679253191139651
P01_02_338-rinse-sponge: 0.006003950614314135
P01_02_387-rinse-spoon: 0.13095320766453256
P01_02_417-rinse-fork: 0.0027965130418378115
P01_02_421-rinse-plate: 0.9251983264302908
P01_03_489-move-bottle: 0.6932780571455623
P01_03_493-open-cupboard: 0.6654653687874088
P01_05_562-take-plate: 0.6726236423319278
P01_05_628-peel-potato: 0.8016404967330573
P01_05_629-put-down-potato: 0.30926514179293463
P01_05_743-open-drawer: 0.9578777640126646
P01_06_830-wash-fork: 0.017886870248588593
P01_06_896-rinse-knife: 0.41813280143560405
P01_06_921-rinse-cloth: 0.4474079581761998
P01_07_955-open-cupboard: 0.5364426364103565
P01_09_1034-put-down-potato: 0.02126225554695793
P01_09_1170-wash-spatula: 0.3634183477024635
P01_09_1180-rinse-spatula: 0.590229734812965
P01_09_1229-pour-potato: 0.5290163759910911
P01_09_1528-open-drawer: 0.8689232626929879
P01_09_1551-take-potato: 0.5483828393317935
P01_09_1678-open-fridge: 0.8642632261744438
P01_09_1743-open-fridge: 0.6398891821863799
P01_09_1859-take-plate: 0.6986178239649234
P01_16_2820-put-glass: 0.4227887467052369
P01_16_2866-close-cupboard: 0.9486130873119691
P01_17_2886-open-cupboard: 0.8920521721156547
P01_17_3150-rinse-cloth: 0.12754283375966224
P01_18_3170-open-fridge: 0.8666777497983276
P01_18_3324-hang-cloth: 0.7611463892592383
P01_18_3454-take-lid: 0.909664120263642
P01_18_3469-turn-on-tap: 0.7181203553278692
P01_18_3548-open-drawer: 0.8308766572736204
P01_18_3688-take-sponge: 0.6800889596503339
P01_19_3910-rinse-glass: 0.08465452658503779
P01_19_3913-rinse-knife: 0.003074047691541088
P01_19_3950-rinse-sponge: 0.11021103901634888
P01_19_3973-rinse-cloth: 0.6608114862667662
P01_19_3976-rinse-cloth: 0.1614598225808095
P01_19_3986-hang-cloth: 0.8984932984078569
P02_01_4005-open-cupboard: 0.6138566698791692
P02_01_4033-put-spoon: 0.31706702546944143
P02_02_4107-wash-knife: 0.39161548799620505
P02_02_4111-wash-spoon: 0.9651858186189202
P02_02_4113-wash-spoon: 0.9178787848286447
P02_03_4188-put-lid: 0.003570721076641803
