Loaded /home/lzq/ExpEval/exe_res/epic_r50l_la_full.pt
P01_06_830-wash-fork: 0.0043570945715885046
P01_06_896-rinse-knife: 0.6255512744655789
P01_06_921-rinse-cloth: 0.03026637931748155
P01_07_955-open-cupboard: 0.8308545340187266
P01_09_1034-put-down-potato: 0.00017377556605424616
P01_09_1170-wash-spatula: 0.17014861806455883
P01_09_1180-rinse-spatula: 0.16921317578453454
P01_09_1229-pour-potato: 0.044010268057490975
P01_09_1528-open-drawer: 0.9847715655341744
P01_09_1551-take-potato: 0.008931839517344997
P01_09_1678-open-fridge: 0.30897640148032224
P01_09_1743-open-fridge: 0.2822879568193457
P01_09_1859-take-plate: 0.9713432868784366
P01_16_2820-put-glass: 0.2726685768495827
P01_16_2866-close-cupboard: 0.9484404722097679
P01_17_2886-open-cupboard: 0.7481465324162855
P01_17_3150-rinse-cloth: 0.10274493120073203
P01_18_3170-open-fridge: 0.5367089397259406
P01_18_3324-hang-cloth: 0.03162419873683575
P01_18_3454-take-lid: 0.8974012990661322
P01_18_3469-turn-on-tap: 0.8514716813171503
P01_18_3548-open-drawer: 0.9178271382115781
P01_18_3688-take-sponge: 0.20807094128542758
P01_19_3910-rinse-glass: 0.004228806388820724
P01_19_3913-rinse-knife: 0.00469638460816681
P01_19_3950-rinse-sponge: 0.16974333865118751
P01_19_3973-rinse-cloth: 0.4841185832249266
P01_19_3976-rinse-cloth: 0.003994303798435794
P01_19_3986-hang-cloth: 0.4875182594025773
P02_01_4005-open-cupboard: 0.48774265901738545
P02_01_4033-put-spoon: 0.11421502656594384
P02_02_4107-wash-knife: 0.835878229595437
P02_02_4111-wash-spoon: 0.9267322992236586
P02_02_4113-wash-spoon: 0.9413146158476593
P02_03_4188-put-lid: 0.0011432179612995697
P02_03_4202-close-cupboard: 0.06586402069513042
P02_03_4206-open-fridge: 0.6846979743786505
P02_03_4277-put-onion: 0.6502346035476876
