Loaded /home/lzq/ExpEval/exe_res/epic_r2p1d_random_full.pt
P15_13_20166-rinse-cloth: 0.01551688028499484
P17_03_20405-close-tap: 0.006779724359512329
P17_04_20444-open-fridge: 0.06600155751220882
P19_03_21333-close-cupboard: 0.06856070101261139
P19_04_21364-open-fridge: 0.05390836010687053
P20_01_21490-rinse-meat: 0.1994669875316322
P20_01_21503-rinse-meat: 0.1834411451034248
P20_01_21556-pick-up-bowl: 0.19542724700993858
P20_01_21560-rinse-bowl: 0.07692505972809158
P20_01_21588-open-drawer: 0.21556398199871182
P20_01_21611-rinse-spatula: 0.22078201618976892
P20_01_21617-rinse-spatula: 0.15802763533778488
P20_01_21626-flip-meat: 0.2844733613543212
P20_01_21640-flip-meat: 0.15099824963137506
P20_01_21644-press-spatula: 0.12389032934792339
P20_01_21652-press-spatula: 0.10851932850666345
P20_01_21658-stir-meat: 0.009497486557811498
P20_01_21671-press-spatula: 0.21750075635500252
P20_01_21676-stir-meat: 0.014976077051833271
P20_01_21684-flip-meat: 0.10150927303358913
P20_01_21686-press-spatula: 0.20482264992780982
P20_01_21699-stir-meat: 0.006534316446632147
P20_01_21711-press-spatula: 0.17378980216570197
P20_01_21745-flip-meat: 0.05283796755596995
P20_01_21755-press-spatula: 0.2320119094569236
P20_01_21757-press-spatula: 0.18612641540355981
P20_01_21758-press-spatula: 0.21744943347759546
P20_01_21764-move-meat: 0.02769268898293376
P20_01_21798-pick-up-meat: 0.23289582608267664
P20_01_21820-pick-up-spatula: 0.1907050603348762
P20_01_21824-put-down-spatula: 0.24989460942335426
P20_02_21843-turn-on-tap: 0.025394304990768432
P20_02_21859-wash-bowl: 0.30219602765864695
P20_03_21981-put-fork: 0.015206415090256194
P20_04_22059-pick-up-meat: 0.25103420509025454
P20_04_22090-rinse-meat: 0.26953926322981714
P20_04_22188-open-drawer: 0.031928297001868486
P20_04_22222-wash-knife: 0.07003428457304835
P20_04_22308-put-down-spatula: 0.28485037055797874
P20_04_22332-open-fridge: 0.09911471943370997
P21_01_22625-close-fridge: 0.0010884531261399388
P22_05_24164-place-bottle: 0.058674163315445185
P22_06_24730-lather-glass: 0.5401266967877746
P22_06_24739-lather-fork: 0.12131847515702247
P22_07_24883-rinse-cloth: 0.01354406950995326
P22_07_24894-lather-glass: 0.5491955899819732
P22_07_24993-put-down-cloth: 0.20281912146136163
P22_07_25167-put-down-pot: 0.09694538373150863
P22_07_25302-rinse-spoon: 0.0861392700811848
P22_07_25325-pick-up-plate: 0.10234987538307905
P22_07_25357-put-down-glass: 0.3459065092576202
P22_07_25363-remove-plate: 0.1573589726164937
P22_07_25364-remove-plate: 0.04205059241503477
P22_08_25638-close-tap: 0.0016435147630045322
P22_08_25664-lather-plate: 0.4085149250552058
P22_08_25702-empty-pot: 0.04410944897681475
P22_08_25740-pick-up-pan: 0.20217342216521503
P22_08_25748-lather-pan: 0.07294043261557817
P22_08_25752-rinse-spoon: 0.4083293125173077
P22_08_25853-rinse-glass: 0.509461942575872
P22_08_25857-rinse-cloth: 0.058250729124993086
P22_09_26001-put-down-plate: 0.43636222045868633
P22_09_26033-open-drawer: 0.20415351765230297
