Loaded /home/acb11711tx/lzq/ExpEval/exe_res/epic_r50l_perturb_full_summed.pt
P01_05_562-take-plate: 0.658367641813129
P01_05_628-peel-potato: 0.7883570652030585
P01_05_629-put-down-potato: 0.2596085718352015
P01_05_743-open-drawer: 0.9264547913335264
P01_06_830-wash-fork: 0.02841283072379497
P01_06_896-rinse-knife: 0.32726841130079265
P01_06_921-rinse-cloth: 0.5462284657025975
P01_07_955-open-cupboard: 0.41678938166296575
P01_09_1034-put-down-potato: 0.006224174102158031
P01_09_1170-wash-spatula: 0.21924040423436963
P01_09_1180-rinse-spatula: 0.46516312662242854
P01_09_1229-pour-potato: 0.575858235808596
P01_09_1528-open-drawer: 0.8760933438315988
P01_09_1551-take-potato: 0.30570339239613986
P01_09_1678-open-fridge: 0.8089386717310845
P01_09_1743-open-fridge: 0.43853101286913443
P01_09_1859-take-plate: 0.7754396876161991
P01_16_2820-put-glass: 0.3294420317317872
P01_16_2866-close-cupboard: 0.9055949250614503
P01_17_2886-open-cupboard: 0.922897933414788
P01_17_3150-rinse-cloth: 0.17863545842396888
P01_18_3170-open-fridge: 0.8832807428098022
P01_18_3324-hang-cloth: 0.8168857324255896
P01_18_3454-take-lid: 0.8989012499519049
P01_18_3469-turn-on-tap: 0.7889195272524603
P01_18_3548-open-drawer: 0.7652126043103635
P01_18_3688-take-sponge: 0.718984507040318
P01_19_3910-rinse-glass: 0.08238317238658198
P01_19_3913-rinse-knife: 0.017931673745977057
P01_19_3950-rinse-sponge: 0.09373656106959061
P01_19_3973-rinse-cloth: 0.7367459559666258
P01_19_3976-rinse-cloth: 0.33216946236848344
P01_19_3986-hang-cloth: 0.8970641578400773
P02_01_4005-open-cupboard: 0.4787027504207799
P02_01_4033-put-spoon: 0.30829661922325613
P02_02_4107-wash-knife: 0.6898768324290359
P02_02_4111-wash-spoon: 0.9443116759721306
P02_02_4113-wash-spoon: 0.9392449042134103
P02_03_4188-put-lid: 0.0072847223485155155
P02_03_4202-close-cupboard: 0.015885771982084407
P02_03_4206-open-fridge: 0.889731157467395
P02_03_4277-put-onion: 0.8206683632370186
P02_03_4296-pick-pot: 0.0009470936661841733
P02_03_4427-stir-onion: 0.8148586854722453
P02_03_4506-pick-up-pot: 0.013194601524958216
