Loaded /home/lzq/ExpEval/exe_res/epic_r2p1d_g_full.pt
P15_03_19816-close-drawer: 0.27762788697054575
P15_03_19848-dry-pan: 0.022208787546511375
P15_08_19995-open-drawer: 0.004252275955913516
P15_08_19998-pick-up-cloth: 0.023586677213852922
P15_08_20028-put-away-glass: 0.6578141411145528
P15_08_20061-put-down-cloth: 0.038262267130445324
P15_13_20124-place-bowl: 0.0028031444285457553
P15_13_20139-rinse-lid: 0.13432584889004848
P15_13_20166-rinse-cloth: 0.027516494494150667
P17_03_20405-close-tap: 0.030400409450864092
P17_04_20444-open-fridge: 0.04121561473892892
P19_03_21333-close-cupboard: 0.05386386131502542
P19_04_21364-open-fridge: 0.08065214622583167
P20_01_21490-rinse-meat: 0.24846002350917415
P20_01_21503-rinse-meat: 0.28461934043449466
P20_01_21556-pick-up-bowl: 0.368356850444951
P20_01_21560-rinse-bowl: 0.17961015429555474
P20_01_21588-open-drawer: 0.45398071303087123
P20_01_21611-rinse-spatula: 0.09683209348960173
P20_01_21617-rinse-spatula: 0.008824526720740787
P20_01_21626-flip-meat: 0.2855058413316204
P20_01_21640-flip-meat: 0.3413952289637653
P20_01_21644-press-spatula: 0.08145913398167227
P20_01_21652-press-spatula: 0.09717000285134988
P20_01_21658-stir-meat: 0.04508144324280176
P20_01_21671-press-spatula: 0.22076291969552747
P20_01_21676-stir-meat: 0.04860733285290646
P20_01_21684-flip-meat: 0.19976098434223483
P20_01_21686-press-spatula: 0.21380820396143999
P20_01_21699-stir-meat: 0.0875587770240564
P20_01_21711-press-spatula: 0.23508227351892
P20_01_21745-flip-meat: 0.17210305664030945
P20_01_21755-press-spatula: 0.16251513742888574
P20_01_21757-press-spatula: 0.20607188755878036
P20_01_21758-press-spatula: 0.05580247275470802
P20_01_21764-move-meat: 0.12728668955866904
P20_01_21798-pick-up-meat: 0.12685235081532714
P20_01_21820-pick-up-spatula: 0.27664143746974423
P20_01_21824-put-down-spatula: 0.11238301805427124
P20_02_21843-turn-on-tap: 0.399620624033474
P20_02_21859-wash-bowl: 0.4524340236646251
P20_03_21981-put-fork: 0.01457050028367105
P20_04_22059-pick-up-meat: 0.0028350834650279697
P20_04_22090-rinse-meat: 0.03869774181243973
P20_04_22188-open-drawer: 0.17165141621348903
P20_04_22222-wash-knife: 0.034125258384144624
P20_04_22308-put-down-spatula: 0.07922660792309234
P20_04_22332-open-fridge: 0.12452320246044181
P21_01_22625-close-fridge: 0.001121719597437072
P22_05_24164-place-bottle: 0.35862161521069413
P22_06_24730-lather-glass: 0.5702614539394192
P22_06_24739-lather-fork: 0.04952337795905038
P22_07_24883-rinse-cloth: 0.47695188895598345
P22_07_24894-lather-glass: 0.7074536494764627
P22_07_24993-put-down-cloth: 0.4498799120002956
P22_07_25167-put-down-pot: 0.0008478901157265201
P22_07_25302-rinse-spoon: 0.30171356029698954
P22_07_25325-pick-up-plate: 0.04331025245106396
P22_07_25357-put-down-glass: 0.2490894169713868
P22_07_25363-remove-plate: 0.026045044051373707
P22_07_25364-remove-plate: 0.269501990693457
P22_08_25638-close-tap: 0.0018528846181224627
P22_08_25664-lather-plate: 0.6300123394046928
P22_08_25702-empty-pot: 0.6420404975466868
P22_08_25740-pick-up-pan: 0.3567675799113132
P22_08_25748-lather-pan: 0.7524994691359062
P22_08_25752-rinse-spoon: 0.667950424347438
P22_08_25853-rinse-glass: 0.9716286784877964
P22_08_25857-rinse-cloth: 0.24661458448196452
P22_09_26001-put-down-plate: 0.16532520378264143
P22_09_26033-open-drawer: 0.10779995205355626
P22_09_26061-lather-bowl: 0.0021969246383592047
P22_09_26136-rinse-cloth: 0.4527393282181127
P22_10_26287-rinse-bowl: 0.7550281522385822
P22_10_26318-pick-up-spoon: 0.05524957849297161
P22_10_26319-lather-spoon: 0.16918059269733288
P22_10_26340-pick-up-bowl: 0.7978424176030482
P22_10_26426-lather-glass: 0.7527804728816537
P22_10_26508-empty-bottle: 0.004034170416556948
P22_10_26511-empty-bottle: 0.21200960830365326
P22_11_26606-place-glass: 0.9230912497230604
P22_11_26644-put-down-bowl: 0.5036838764041736
P22_11_26763-rinse-glass: 0.20381294293235674
P22_12_26841-open-drawer: 0.3217638467420258
P22_12_26959-put-plate: 0.4942557005394323
P22_13_27105-open-tap: 0.695481326043898
P22_13_27110-rinse-sponge: 0.059426154086695
P22_13_27135-rinse-sponge: 0.006356466189026832
P22_13_27154-rinse-knife: 0.32223999643077456
P22_13_27218-wash-cloth: 0.11257507810551746
P22_14_27373-open-drawer: 0.3201187712195165
P22_14_27404-open-tap: 0.6453788075413481
P22_14_27451-put-down-bowl: 0.845534877353987
P22_14_27458-lather-knife: 0.09859956356824613
P22_14_27459-rinse-knife: 0.026746786780217115
P22_14_27462-put-down-spatula: 5.6334866135954394e-05
P22_15_27640-put-down-plate: 0.32792458412712255
P22_15_27737-close-tap: 0.0028937077357184928
P22_16_27934-put-down-cloth: 0.3425711289194285
P22_16_28015-cut-onion: 0.703380920786374
P22_16_28020-peel-onion: 0.6888681050121793
P22_16_28022-peel-onion: 0.6489867027451778
P22_16_28038-slice-onion: 0.7847643194286444
P22_16_28319-move-cloth: 0.10756385563598836
P22_16_28320-pick-up-cloth: 0.05172211907931841
P22_16_28411-open-drawer: 0.2716930792064351
P22_17_28425-move-bowl: 0.3542094065752976
P22_17_28449-lather-fork: 0.028670637090416517
P22_17_28547-put-down-pan: 0.029064213188693806
P22_17_28573-open-tap: 0.0038058414002858074
P22_17_28584-lather-fork: 0.31620864345162525
P22_17_28642-fill-bottle: 0.131435794659945
P22_17_28649-rinse-bottle: 0.00531886182234659
P22_17_28658-rinse-sponge: 0.06079249230268247
P22_17_28740-pick-up-plate: 0.5452418739450913
P22_17_28854-put-down-glass: 0.760522868937137
P22_17_28855-put-down-glass: 0.8073860894231235
P22_17_28870-put-down-plate: 0.02537300048359469
P22_17_28903-dry-knife: 0.2582976148171606
P23_02_29082-wash-plate: 0.3836634643540225
P23_02_29125-open-fridge: 0.08421613877164383
P23_02_29204-close-tap: 0.028385493144685147
P23_04_29364-clean-bowl: 0.3434104945008442
P24_01_29576-grab-cloth: 0.3654559129082105
P24_02_29640-open-fridge: 0.11176300691440702
P24_02_29661-close-fridge: 0.15463145678479442
P24_02_29710-turn-meat: 0.33453787025931636
P24_02_29718-cut-meat: 0.2999858660294729
P24_02_29727-take-meat: 0.05176278994345636
P24_02_29739-flip-meat: 0.6294057257856954
P24_02_29747-check-meat: 0.4629721154668825
P24_02_29778-turn-meat: 0.44222410372367094
P24_02_29781-put-meat: 0.012610634752234225
P24_02_29785-take-cloth: 0.013838229185956365
P24_03_29796-pick-up-plate: 0.0018598851815434447
P24_03_29802-rinse-sponge: 0.1750504216690566
P24_03_29811-lather-fork: 0.13434766875762566
P24_03_29903-rinse-sponge: 0.2548741187991611
P24_03_29914-pick-up-cloth: 0.028665190363558486
